Parameter,Outcome,delta_raw_2400,delta_2400,delta_conf_2400,S1_2400,S1_conf_2400,delta_2400_norm
End-of-Life Emission Reduction,BioFuel Imports 2050,0.07715463622874157,0.07715463622874157,0.005962015469914102,0.0,0.0,0.037857353457168265
CO2 Cap,Biomass Imports 2050,0.05736497718411827,0.05736497718411827,0.009614141855028652,0.0,0.0,0.003231835641306194
Buildings demand,Biomass Imports 2050,0.07243562434642663,0.07243562434642663,0.009997344916800852,0.0,0.0,0.05203952132485769
Steel Production,Biomass Imports 2050,0.07685912429794335,0.07685912429794335,0.01046509423840815,0.0,0.0,0.06636543533038233
Chemical Production,Biomass Imports 2050,0.08449405106938518,0.08449405106938518,0.012037660511762438,0.0,0.0,0.09109185232257656
Passenger Cars,Biomass Imports 2050,0.07321885912122507,0.07321885912122507,0.010647160814559435,0.0,0.0,0.054576099634540194
Bunker aviation,Biomass Imports 2050,0.06673363049392758,0.06673363049392758,0.010460910596353824,0.0,0.0,0.033573086491299475
Bunker navigation,Biomass Imports 2050,0.06869955983888966,0.06869955983888966,0.012929727096771062,0.0,0.0,0.03993993062954964
Agriculture neGHG CH4,Biomass Imports 2050,0.06843191229567698,0.06843191229567698,0.0087376782188684,0.0,0.0,0.03907312928900931
Agriculture neGHG N2O,Biomass Imports 2050,0.06734082745762424,0.06734082745762424,0.009939284739842352,0.0,0.0,0.03553955005672833
Wind offshore Costs,Biomass Imports 2050,0.0687708160646648,0.0687708160646648,0.010973370722627945,0.0,0.0,0.040170700511769915
Wind offshore Potential,Biomass Imports 2050,0.07260964936704764,0.07260964936704764,0.008360648860210596,0.0,0.0,0.05260311746084758
Solar PV Costs,Biomass Imports 2050,0.05830621579606687,0.05830621579606687,0.012754216944943227,0.0,0.0,0.0062801240014838874
Solar PV Potential,Biomass Imports 2050,0.07800820524378609,0.07800820524378609,0.011005990470650288,0.0,0.0,0.07008684032551195
Nuclear Costs,Biomass Imports 2050,0.06896467134347285,0.06896467134347285,0.011172629557990968,0.0,0.0,0.040798518774267906
Nuclear Potential,Biomass Imports 2050,0.07101357548622776,0.07101357548622776,0.008881362275680328,0.0,0.0,0.04743408447481814
Hydrogen Import Potential,Biomass Imports 2050,0.06388524764269224,0.06388524764269224,0.009760440297570214,0.0,0.0,0.02434833499839685
Hydrogen Import Price,Biomass Imports 2050,0.06255803051574768,0.06255803051574768,0.010802295319266117,0.0,0.0,0.02005001949355597
Biomass Import Potential,Biomass Imports 2050,0.36514317025534093,0.36514317025534093,0.015393676833356561,0.0,0.0,1.0
Biomass Import Price,Biomass Imports 2050,0.22324048435680044,0.22324048435680044,0.013348790346726258,0.0,0.0,0.5404350180588491
Ammonia Import Potential,Biomass Imports 2050,0.09175409839996933,0.09175409839996933,0.01272775339571794,0.0,0.0,0.11460418754896795
Ammonia Import Price,Biomass Imports 2050,0.0563670635573078,0.0563670635573078,0.01110813177193859,0.0,0.0,0.0
CCS potential,Biomass Imports 2050,0.09779797204070598,0.09779797204070598,0.011417713340355377,0.0,0.0,0.13417783171906963
Flexibility Costs,Biomass Imports 2050,0.07262695658890135,0.07262695658890135,0.010545169594267252,0.0,0.0,0.05265916850067313
LNG Price,Biomass Imports 2050,0.05700094287692106,0.05700094287692106,0.00897438575006259,0.0,0.0,0.002052876844623098
Electricity Trade Price,Biomass Imports 2050,0.06122890069084988,0.06122890069084988,0.010588735134202639,0.0,0.0,0.015745509539365696
Weather Conditions,Biomass Imports 2050,0.07422412439255148,0.07422412439255148,0.010627717468523203,0.0,0.0,0.05783174425703525
Electricity Trade Ratio,Biomass Imports 2050,0.08471177457861026,0.08471177457861026,0.009983299849593954,0.0,0.0,0.09179697005837989
Electricity Trade Volume,Biomass Imports 2050,0.06894287458575768,0.06894287458575768,0.008707241066386415,0.0,0.0,0.04072792795703058
WACC,Biomass Imports 2050,0.07700279365051953,0.07700279365051953,0.008163100796809607,0.0,0.0,0.06683072182587105
Bunker Emission Reduction,Biomass Imports 2050,0.09170326824294611,0.09170326824294611,0.009992986470264342,0.0,0.0,0.1144395693809148
End-of-Life Emission Reduction,Biomass Imports 2050,0.07643698453188597,0.07643698453188597,0.00981517809068322,0.0,0.0,0.06499829662728891
CO2 Cap,BioFuel Production 2050,0.060923938961790054,0.060923938961790054,0.011702494029786865,0.0,0.0,0.026057389169406586
Buildings demand,BioFuel Production 2050,0.06066789612554747,0.06066789612554747,0.009751386786446103,0.0,0.0,0.02416274456485784
Steel Production,BioFuel Production 2050,0.057402535627363235,0.057402535627363235,0.010922369453591504,0.0,0.0,0.0
Chemical Production,BioFuel Production 2050,0.07440805548519053,0.07440805548519053,0.012361974959117701,0.0,0.0,0.12583603946510272
Passenger Cars,BioFuel Production 2050,0.09116252411699129,0.09116252411699129,0.009681102566451934,0.0,0.0,0.24981437083012073
Bunker aviation,BioFuel Production 2050,0.0996136415613882,0.0996136415613882,0.01083080158492202,0.0,0.0,0.3123502507766466
Bunker navigation,BioFuel Production 2050,0.07758156477749507,0.07758156477749507,0.01129063232565306,0.0,0.0,0.14931911107290755
Agriculture neGHG CH4,BioFuel Production 2050,0.058459218204779576,0.058459218204779576,0.010271423068057344,0.0,0.0,0.007819152347327168
Agriculture neGHG N2O,BioFuel Production 2050,0.06910864892850582,0.06910864892850582,0.009320208147733025,0.0,0.0,0.08662192909483607
Wind offshore Costs,BioFuel Production 2050,0.07762599159260679,0.07762599159260679,0.01008095714093201,0.0,0.0,0.1496478569452152
Wind offshore Potential,BioFuel Production 2050,0.06019389695222915,0.06019389695222915,0.009280498369921114,0.0,0.0,0.020655284682491736
Solar PV Costs,BioFuel Production 2050,0.05987087220332506,0.05987087220332506,0.011218191738647968,0.0,0.0,0.01826499286012258
Solar PV Potential,BioFuel Production 2050,0.07811927518238576,0.07811927518238576,0.011377335143580214,0.0,0.0,0.1532980160576603
Nuclear Costs,BioFuel Production 2050,0.08509942223238687,0.08509942223238687,0.009732860376206815,0.0,0.0,0.20494913093092135
Nuclear Potential,BioFuel Production 2050,0.07460566495550959,0.07460566495550959,0.0085982620761676,0.0,0.0,0.12729829368100676
Hydrogen Import Potential,BioFuel Production 2050,0.06598104048099723,0.06598104048099723,0.009999838590443434,0.0,0.0,0.06347851076229218
Hydrogen Import Price,BioFuel Production 2050,0.0720222699266652,0.0720222699266652,0.009649115506223448,0.0,0.0,0.10818190079672907
Biomass Import Potential,BioFuel Production 2050,0.1433936652784081,0.1433936652784081,0.013146552950388735,0.0,0.0,0.636310049612336
Biomass Import Price,BioFuel Production 2050,0.19254283351112902,0.19254283351112902,0.015249636327308339,0.0,0.0,1.0
Ammonia Import Potential,BioFuel Production 2050,0.10042439683821713,0.10042439683821713,0.011442747018147043,0.0,0.0,0.31834961062359807
Ammonia Import Price,BioFuel Production 2050,0.076277024807639,0.076277024807639,0.015074666285510751,0.0,0.0,0.139665884091137
CCS potential,BioFuel Production 2050,0.11934555643251982,0.11934555643251982,0.01336287143281611,0.0,0.0,0.4583608425847469
Flexibility Costs,BioFuel Production 2050,0.058436747666120226,0.058436747666120226,0.012101494102091123,0.0,0.0,0.007652876713698798
LNG Price,BioFuel Production 2050,0.06976854591070224,0.06976854591070224,0.011901179325640568,0.0,0.0,0.09150498020934518
Electricity Trade Price,BioFuel Production 2050,0.06257130046155036,0.06257130046155036,0.010681855315752959,0.0,0.0,0.03824739855637128
Weather Conditions,BioFuel Production 2050,0.0667207536448152,0.0667207536448152,0.009907924833546418,0.0,0.0,0.06895217905666126
Electricity Trade Ratio,BioFuel Production 2050,0.07270275009300031,0.07270275009300031,0.010385634565397402,0.0,0.0,0.1132172616549713
Electricity Trade Volume,BioFuel Production 2050,0.07423764298518874,0.07423764298518874,0.010550584372867928,0.0,0.0,0.1245750351409273
WACC,BioFuel Production 2050,0.084295308322553,0.084295308322553,0.010867805629168014,0.0,0.0,0.19899891532221012
Bunker Emission Reduction,BioFuel Production 2050,0.13014114260749737,0.13014114260749737,0.009827696581042373,0.0,0.0,0.5382451283531773
End-of-Life Emission Reduction,BioFuel Production 2050,0.08513953714988644,0.08513953714988644,0.010405932253019726,0.0,0.0,0.20524596997987826
CO2 Cap,CO2 Storage 2050,0.03982523598550071,0.03982523598550071,0.01029902662385942,0.0,0.0,0.0014787295462383853
Buildings demand,CO2 Storage 2050,0.05460865181269756,0.05460865181269756,0.010146903587137237,0.0,0.0,0.01992218364402375
Steel Production,CO2 Storage 2050,0.06487169719327858,0.06487169719327858,0.010612506808006994,0.0,0.0,0.032726126155875924
Chemical Production,CO2 Storage 2050,0.05575183719049171,0.05575183719049171,0.009892476683812677,0.0,0.0,0.02134839577842217
Passenger Cars,CO2 Storage 2050,0.05957357426483131,0.05957357426483131,0.009393638851386145,0.0,0.0,0.026116308223576735
Bunker aviation,CO2 Storage 2050,0.05016630181782305,0.05016630181782305,0.009460560058564462,0.0,0.0,0.014380008603121806
Bunker navigation,CO2 Storage 2050,0.06844901207997327,0.06844901207997327,0.009534754725847572,0.0,0.0,0.037189103026532486
Agriculture neGHG CH4,CO2 Storage 2050,0.057513169020696184,0.057513169020696184,0.009241379257111737,0.0,0.0,0.023545793398908645
Agriculture neGHG N2O,CO2 Storage 2050,0.05868963311181766,0.05868963311181766,0.008594966047141904,0.0,0.0,0.025013523300842
Wind offshore Costs,CO2 Storage 2050,0.05242016105710405,0.05242016105710405,0.010019352017357649,0.0,0.0,0.01719187224197547
Wind offshore Potential,CO2 Storage 2050,0.06875133867078885,0.06875133867078885,0.009651115059218077,0.0,0.0,0.0375662788203696
Solar PV Costs,CO2 Storage 2050,0.06117940355988334,0.06117940355988334,0.0091034131845149,0.0,0.0,0.028119704410111995
Solar PV Potential,CO2 Storage 2050,0.059758422663247844,0.059758422663247844,0.009467797692050833,0.0,0.0,0.026346920890574343
Nuclear Costs,CO2 Storage 2050,0.041503222011673044,0.041503222011673044,0.010413345247433948,0.0,0.0,0.003572146833026758
Nuclear Potential,CO2 Storage 2050,0.038639955090604285,0.038639955090604285,0.008656246004725882,0.0,0.0,0.0
Hydrogen Import Potential,CO2 Storage 2050,0.06227173685535045,0.06227173685535045,0.010760425907905413,0.0,0.0,0.029482474640613612
Hydrogen Import Price,CO2 Storage 2050,0.04873093057702592,0.04873093057702592,0.008404122577844262,0.0,0.0,0.012589272016776133
Biomass Import Potential,CO2 Storage 2050,0.05393453445929592,0.05393453445929592,0.009256342513202261,0.0,0.0,0.01908117013203751
Biomass Import Price,CO2 Storage 2050,0.07071797390611194,0.07071797390611194,0.00994226349778945,0.0,0.0,0.04001980831001843
Ammonia Import Potential,CO2 Storage 2050,0.06537485968445812,0.06537485968445812,0.008992893732629148,0.0,0.0,0.033353860261327035
Ammonia Import Price,CO2 Storage 2050,0.05060740273972858,0.05060740273972858,0.010234994659822742,0.0,0.0,0.014930316103144152
CCS potential,CO2 Storage 2050,0.8401934899554213,0.8401934899554213,0.008045297815115383,0.0,0.0,1.0
Flexibility Costs,CO2 Storage 2050,0.07050234410771983,0.07050234410771983,0.008843031101504566,0.0,0.0,0.03975079346695062
LNG Price,CO2 Storage 2050,0.06775465604282926,0.06775465604282926,0.008096391414889704,0.0,0.0,0.03632284019199692
Electricity Trade Price,CO2 Storage 2050,0.06913592704381953,0.06913592704381953,0.010111734225790247,0.0,0.0,0.03804608254688619
Weather Conditions,CO2 Storage 2050,0.05287880367273752,0.05287880367273752,0.0087672315727041,0.0,0.0,0.01776406436100944
Electricity Trade Ratio,CO2 Storage 2050,0.045113469547911504,0.045113469547911504,0.011174158623661334,0.0,0.0,0.008076209729895315
Electricity Trade Volume,CO2 Storage 2050,0.049754831344038415,0.049754831344038415,0.010614382701361297,0.0,0.0,0.013866667377754958
WACC,CO2 Storage 2050,0.0649381058341661,0.0649381058341661,0.009980673643991342,0.0,0.0,0.0328089760691992
Bunker Emission Reduction,CO2 Storage 2050,0.053574316754531684,0.053574316754531684,0.009342195354135377,0.0,0.0,0.0186317706981931
End-of-Life Emission Reduction,CO2 Storage 2050,0.05558222295960927,0.05558222295960927,0.010280492454381939,0.0,0.0,0.02113678891312271
CO2 Cap,DR Flexibility Capacity 2050,0.0645806856771724,0.0645806856771724,0.010887857636946123,0.0,0.0,0.16955167045689581
Buildings demand,DR Flexibility Capacity 2050,0.12102680580494661,0.12102680580494661,0.008729477320941315,0.0,0.0,0.6308484188131739
Steel Production,DR Flexibility Capacity 2050,0.06839968955988691,0.06839968955988691,0.009502491771007825,0.0,0.0,0.20076185937808913
Chemical Production,DR Flexibility Capacity 2050,0.0710844351528168,0.0710844351528168,0.00921600285894173,0.0,0.0,0.22270250666047023
Passenger Cars,DR Flexibility Capacity 2050,0.07098635589088619,0.07098635589088619,0.008867398147681109,0.0,0.0,0.22190096982308685
Bunker aviation,DR Flexibility Capacity 2050,0.056993377421020855,0.056993377421020855,0.009734755499473384,0.0,0.0,0.1075456261190976
Bunker navigation,DR Flexibility Capacity 2050,0.07079914234455245,0.07079914234455245,0.011819545579713662,0.0,0.0,0.22037099752425554
Agriculture neGHG CH4,DR Flexibility Capacity 2050,0.06641873905846515,0.06641873905846515,0.010830926771551485,0.0,0.0,0.1845728631655583
Agriculture neGHG N2O,DR Flexibility Capacity 2050,0.06309147174321444,0.06309147174321444,0.00957788112299071,0.0,0.0,0.1573813114705455
Wind offshore Costs,DR Flexibility Capacity 2050,0.06513495492182463,0.06513495492182463,0.008477494264953917,0.0,0.0,0.174081345830388
Wind offshore Potential,DR Flexibility Capacity 2050,0.08358185985976686,0.08358185985976686,0.010874770994367705,0.0,0.0,0.3248356801557165
Solar PV Costs,DR Flexibility Capacity 2050,0.06201827220466059,0.06201827220466059,0.007751205428035198,0.0,0.0,0.14861076255856182
Solar PV Potential,DR Flexibility Capacity 2050,0.06714002912163715,0.06714002912163715,0.009922404617511994,0.0,0.0,0.19046748904967142
Nuclear Costs,DR Flexibility Capacity 2050,0.043833663304747146,0.043833663304747146,0.008244558834658956,0.0,0.0,0.0
Nuclear Potential,DR Flexibility Capacity 2050,0.06972867539476954,0.06972867539476954,0.009025742959906716,0.0,0.0,0.21162278025015552
Hydrogen Import Potential,DR Flexibility Capacity 2050,0.05252323726559995,0.05252323726559995,0.009983064944919748,0.0,0.0,0.0710141317714842
Hydrogen Import Price,DR Flexibility Capacity 2050,0.0825971263898907,0.0825971263898907,0.010099626343993143,0.0,0.0,0.3167881058207011
Biomass Import Potential,DR Flexibility Capacity 2050,0.06085420525700341,0.06085420525700341,0.011780056640824592,0.0,0.0,0.1390976145050244
Biomass Import Price,DR Flexibility Capacity 2050,0.09590837083920371,0.09590837083920371,0.0118620744059619,0.0,0.0,0.42557208897390747
Ammonia Import Potential,DR Flexibility Capacity 2050,0.12261838509354409,0.12261838509354409,0.011674414973758365,0.0,0.0,0.643855342033393
Ammonia Import Price,DR Flexibility Capacity 2050,0.11656239433904704,0.11656239433904704,0.013729604001967427,0.0,0.0,0.5943637412501783
CCS potential,DR Flexibility Capacity 2050,0.10381857208271565,0.10381857208271565,0.012720094050381546,0.0,0.0,0.4902169238042891
Flexibility Costs,DR Flexibility Capacity 2050,0.048941729104488706,0.048941729104488706,0.010677566299317888,0.0,0.0,0.041744838059317085
LNG Price,DR Flexibility Capacity 2050,0.06137982707797719,0.06137982707797719,0.008212691414209453,0.0,0.0,0.1433931734616267
Electricity Trade Price,DR Flexibility Capacity 2050,0.06039369157285383,0.06039369157285383,0.009084670340466817,0.0,0.0,0.13533414122128237
Weather Conditions,DR Flexibility Capacity 2050,0.14328412575775276,0.14328412575775276,0.0141037913017068,0.0,0.0,0.812742750932253
Electricity Trade Ratio,DR Flexibility Capacity 2050,0.06232558003193818,0.06232558003193818,0.008139567412400628,0.0,0.0,0.1511221858618232
Electricity Trade Volume,DR Flexibility Capacity 2050,0.06447119621551624,0.06447119621551624,0.008769160731206,0.0,0.0,0.16865688561558276
WACC,DR Flexibility Capacity 2050,0.16619767373600772,0.16619767373600772,0.01526152671603983,0.0,0.0,1.0
Bunker Emission Reduction,DR Flexibility Capacity 2050,0.0682804155551982,0.0682804155551982,0.010779270515638407,0.0,0.0,0.199787111948119
End-of-Life Emission Reduction,DR Flexibility Capacity 2050,0.05688543379328875,0.05688543379328875,0.007809203520077287,0.0,0.0,0.1066634743544434
CO2 Cap,Daily Flexibility Capacity 2050,0.07120341934278762,0.07120341934278762,0.011786071572130548,0.0,0.0,0.16343368119756513
Buildings demand,Daily Flexibility Capacity 2050,0.12583077137510992,0.12583077137510992,0.013026232845690072,0.0,0.0,0.6045113919869816
Steel Production,Daily Flexibility Capacity 2050,0.06493605159165258,0.06493605159165258,0.009330792513676642,0.0,0.0,0.1128290643252262
Chemical Production,Daily Flexibility Capacity 2050,0.07414224177265227,0.07414224177265227,0.012152815313953503,0.0,0.0,0.18716261956921304
Passenger Cars,Daily Flexibility Capacity 2050,0.07482107681810776,0.07482107681810776,0.009458949095511985,0.0,0.0,0.19264373839913498
Bunker aviation,Daily Flexibility Capacity 2050,0.07121768061171876,0.07121768061171876,0.011482756674022541,0.0,0.0,0.1635488309827749
Bunker navigation,Daily Flexibility Capacity 2050,0.0739832923370759,0.0739832923370759,0.012130163538938608,0.0,0.0,0.1858792139021433
Agriculture neGHG CH4,Daily Flexibility Capacity 2050,0.050962203297798686,0.050962203297798686,0.0104947793077968,0.0,0.0,0.0
Agriculture neGHG N2O,Daily Flexibility Capacity 2050,0.059614041560983114,0.059614041560983114,0.009721176744546143,0.0,0.0,0.06985755071905574
Wind offshore Costs,Daily Flexibility Capacity 2050,0.06068785900170421,0.06068785900170421,0.0115226139412378,0.0,0.0,0.07852787649795796
Wind offshore Potential,Daily Flexibility Capacity 2050,0.0677941256781127,0.0677941256781127,0.01030094207895269,0.0,0.0,0.13590601622610693
Solar PV Costs,Daily Flexibility Capacity 2050,0.08051716021966605,0.08051716021966605,0.010679386597053225,0.0,0.0,0.23863563318726894
Solar PV Potential,Daily Flexibility Capacity 2050,0.0648618933730607,0.0648618933730607,0.009375392820152888,0.0,0.0,0.11223028850915925
Nuclear Costs,Daily Flexibility Capacity 2050,0.05278830611785639,0.05278830611785639,0.010538507721753632,0.0,0.0,0.014744504750304827
Nuclear Potential,Daily Flexibility Capacity 2050,0.05349137764467979,0.05349137764467979,0.009311713323311252,0.0,0.0,0.020421316238238493
Hydrogen Import Potential,Daily Flexibility Capacity 2050,0.08094879515227076,0.08094879515227076,0.012160004558500798,0.0,0.0,0.24212078377368906
Hydrogen Import Price,Daily Flexibility Capacity 2050,0.08498870696187424,0.08498870696187424,0.012302966912907902,0.0,0.0,0.2747402497825247
Biomass Import Potential,Daily Flexibility Capacity 2050,0.06537031134088461,0.06537031134088461,0.013447368430578584,0.0,0.0,0.1163354084724936
Biomass Import Price,Daily Flexibility Capacity 2050,0.08764071521144402,0.08764071521144402,0.014245185923696637,0.0,0.0,0.2961533639862438
Ammonia Import Potential,Daily Flexibility Capacity 2050,0.09057772849013926,0.09057772849013926,0.014164154186429781,0.0,0.0,0.3198676947258797
Ammonia Import Price,Daily Flexibility Capacity 2050,0.10718694206275044,0.10718694206275044,0.013703334887698706,0.0,0.0,0.4539754928905275
CCS potential,Daily Flexibility Capacity 2050,0.08098855173241126,0.08098855173241126,0.012156707732004989,0.0,0.0,0.24244179038859537
Flexibility Costs,Daily Flexibility Capacity 2050,0.06728206367689708,0.06728206367689708,0.00934380894347646,0.0,0.0,0.13177147323846963
LNG Price,Daily Flexibility Capacity 2050,0.05285998046139115,0.05285998046139115,0.010235435650278088,0.0,0.0,0.015323225010257008
Electricity Trade Price,Daily Flexibility Capacity 2050,0.06584724395219928,0.06584724395219928,0.00934467910976136,0.0,0.0,0.12018630617434489
