Parameter,Outcome,delta_raw_2800,delta_2800,delta_conf_2800,S1_2800,S1_conf_2800,delta_2800_norm
Hydrogen Import Potential,BioEnergy Imports 2050,0.08249699212038313,0.08249699212038313,0.00912519402177127,0.0,0.0,0.13273879150683005
Hydrogen Import Price,BioEnergy Imports 2050,0.07545119075513351,0.07545119075513351,0.009758311742155079,0.0,0.0,0.10649497653672181
Biomass Import Potential,BioEnergy Imports 2050,0.3153347184109068,0.3153347184109068,0.012571515410927976,0.0,0.0,1.0
Biomass Import Price,BioEnergy Imports 2050,0.2116493199290197,0.2116493199290197,0.014295818505964626,0.0,0.0,0.6137983074173445
Ammonia Import Potential,BioEnergy Imports 2050,0.06925411772383837,0.06925411772383837,0.011110555041394883,0.0,0.0,0.08341245837325444
Ammonia Import Price,BioEnergy Imports 2050,0.0695358043497667,0.0695358043497667,0.009015981245105206,0.0,0.0,0.08446166928727163
CCS potential,BioEnergy Imports 2050,0.08562245226972962,0.08562245226972962,0.012937825614396718,0.0,0.0,0.14438033426454164
Flexibility Costs,BioEnergy Imports 2050,0.04685997976201753,0.04685997976201753,0.008982933079429408,0.0,0.0,0.0
LNG Price,BioEnergy Imports 2050,0.06904008603304812,0.06904008603304812,0.008444117970912128,0.0,0.0,0.08261524485563497
Electricity Trade Price,BioEnergy Imports 2050,0.06197516052986961,0.06197516052986961,0.00918502114083556,0.0,0.0,0.05630019734415193
Weather Conditions,BioEnergy Imports 2050,0.07090683680031504,0.07090683680031504,0.011123800858290645,0.0,0.0,0.08956841585660669
Electricity Trade Ratio,BioEnergy Imports 2050,0.05467325147393383,0.05467325147393383,0.00890500859087108,0.0,0.0,0.029102446476852638
Electricity Trade Volume,BioEnergy Imports 2050,0.08007009883176135,0.08007009883176135,0.009450489845569005,0.0,0.0,0.12369923232582394
WACC,BioEnergy Imports 2050,0.058656749672453073,0.058656749672453073,0.01130229579242486,0.0,0.0,0.043939962358482215
Bunker Emission Reduction,BioEnergy Imports 2050,0.09414527322561363,0.09414527322561363,0.011976865460387584,0.0,0.0,0.1761256708976099
End-of-Life Emission Reduction,BioEnergy Imports 2050,0.06907662172790091,0.06907662172790091,0.008614373685349104,0.0,0.0,0.08275133101046897
CO2 Cap,CO2 Storage 2050,0.0583636611169423,0.0583636611169423,0.009680573760754376,0.0,0.0,0.028320096878812283
Buildings demand,CO2 Storage 2050,0.050147947054884554,0.050147947054884554,0.008700505672765434,0.0,0.0,0.018135674285093495
Steel Production,CO2 Storage 2050,0.04774121373163416,0.04774121373163416,0.00984471129987464,0.0,0.0,0.015152222201778412
Chemical Production,CO2 Storage 2050,0.05345394229660801,0.05345394229660801,0.007268364116077739,0.0,0.0,0.022233875899732226
Passenger Cars,CO2 Storage 2050,0.04453800247374038,0.04453800247374038,0.008793985577385265,0.0,0.0,0.011181434408906161
Bunker aviation,CO2 Storage 2050,0.07111403583253129,0.07111403583253129,0.00989135583967073,0.0,0.0,0.0441258081476026
Bunker navigation,CO2 Storage 2050,0.05611408125916873,0.05611408125916873,0.008525394249732664,0.0,0.0,0.02553145650539774
Agriculture neGHG CH4,CO2 Storage 2050,0.041009777078464864,0.041009777078464864,0.00967578386600205,0.0,0.0,0.006807750251941181
Agriculture neGHG N2O,CO2 Storage 2050,0.04883487712729056,0.04883487712729056,0.008373713525778965,0.0,0.0,0.016507957091346424
Wind offshore Costs,CO2 Storage 2050,0.05190595295358271,0.05190595295358271,0.008721151281813659,0.0,0.0,0.020314946209524128
Wind offshore Potential,CO2 Storage 2050,0.060137297505247975,0.060137297505247975,0.010114072831299897,0.0,0.0,0.03051874478326209
Solar PV Costs,CO2 Storage 2050,0.061412928070928886,0.061412928070928886,0.009489338958311892,0.0,0.0,0.03210005112574512
Solar PV Potential,CO2 Storage 2050,0.05353511873426368,0.05353511873426368,0.0078071494890653475,0.0,0.0,0.022334504419601976
Nuclear Costs,CO2 Storage 2050,0.03832091929742308,0.03832091929742308,0.010069004202109247,0.0,0.0,0.0034745690178221767
Nuclear Potential,CO2 Storage 2050,0.057970606172125974,0.057970606172125974,0.008481667658851442,0.0,0.0,0.02783285527932097
Hydrogen Import Potential,CO2 Storage 2050,0.07172041285394436,0.07172041285394436,0.008251902049326047,0.0,0.0,0.0448774895949538
Hydrogen Import Price,CO2 Storage 2050,0.05482687883724127,0.05482687883724127,0.009919141184052037,0.0,0.0,0.02393580537519225
Biomass Import Potential,CO2 Storage 2050,0.05205944406964541,0.05205944406964541,0.008951189731522176,0.0,0.0,0.020505217971486172
Biomass Import Price,CO2 Storage 2050,0.04499466845409636,0.04499466845409636,0.008393346686427942,0.0,0.0,0.011747529978078793
Ammonia Import Potential,CO2 Storage 2050,0.05525297498688143,0.05525297498688143,0.008527208066124621,0.0,0.0,0.024464005750803288
Ammonia Import Price,CO2 Storage 2050,0.07490917474294301,0.07490917474294301,0.009463941402477883,0.0,0.0,0.048830365557164836
CCS potential,CO2 Storage 2050,0.8422121483954621,0.8422121483954621,0.007608326414108353,0.0,0.0,1.0
Flexibility Costs,CO2 Storage 2050,0.046430292751045335,0.046430292751045335,0.008252302254943349,0.0,0.0,0.01352716890118376
LNG Price,CO2 Storage 2050,0.06051376025142851,0.06051376025142851,0.008576380948867576,0.0,0.0,0.030985418242067225
Electricity Trade Price,CO2 Storage 2050,0.06181210106972336,0.06181210106972336,0.009427388325179704,0.0,0.0,0.03259487683134018
Weather Conditions,CO2 Storage 2050,0.06224618257426145,0.06224618257426145,0.008143097688228403,0.0,0.0,0.033132976070060015
Electricity Trade Ratio,CO2 Storage 2050,0.07027509399822257,0.07027509399822257,0.0101948091816201,0.0,0.0,0.04308583303313159
Electricity Trade Volume,CO2 Storage 2050,0.06928394137619838,0.06928394137619838,0.009653379632337646,0.0,0.0,0.04185717328653879
WACC,CO2 Storage 2050,0.035518004819294735,0.035518004819294735,0.009855855493066803,0.0,0.0,0.0
