Parameter,Outcome,delta_raw_400,delta_400,delta_conf_400,S1_400,S1_conf_400,delta_400_norm,delta_raw_800,delta_800,delta_conf_800,S1_800,S1_conf_800,delta_800_norm,delta_raw_1200,delta_1200,delta_conf_1200,S1_1200,S1_conf_1200,delta_1200_norm,delta_raw_1600,delta_1600,delta_conf_1600,S1_1600,S1_conf_1600,delta_1600_norm,delta_raw_2000,delta_2000,delta_conf_2000,S1_2000,S1_conf_2000,delta_2000_norm,delta_raw_2400,delta_2400,delta_conf_2400,S1_2400,S1_conf_2400,delta_2400_norm,delta_raw_2800,delta_2800,delta_conf_2800,S1_2800,S1_conf_2800,delta_2800_norm,delta_raw_3200,delta_3200,delta_conf_3200,S1_3200,S1_conf_3200,delta_3200_norm,delta_raw_3600,delta_3600,delta_conf_3600,S1_3600,S1_conf_3600,delta_3600_norm,delta_raw_4000,delta_4000,delta_conf_4000,S1_4000,S1_conf_4000,delta_4000_norm
CO2 Cap,Biomass Imports 2050,0.0990462793506906,0.0990462793506906,0.023935919521670415,0.0,0.0,0.2748902483540665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings demand,Biomass Imports 2050,0.08522965179102648,0.08522965179102648,0.025167695945313363,0.0,0.0,0.22286952186764922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Production,Biomass Imports 2050,0.03406255926975246,0.03406255926975246,0.023941533443700588,0.0,0.0,0.03022125703889757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Production,Biomass Imports 2050,0.07727924099770897,0.07727924099770897,0.027004450608102363,0.0,0.0,0.19293557861356297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passenger Cars,Biomass Imports 2050,0.05709685384664235,0.05709685384664235,0.026981194191485976,0.0,0.0,0.11694724953001186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker aviation,Biomass Imports 2050,0.10589901646399578,0.10589901646399578,0.027015660554122606,0.0,0.0,0.30069136092767884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker navigation,Biomass Imports 2050,0.08233231984855001,0.08233231984855001,0.027325927123139495,0.0,0.0,0.21196083146045172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG CH4,Biomass Imports 2050,0.04956789181166028,0.04956789181166028,0.02596177258649243,0.0,0.0,0.08860009512803399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG N2O,Biomass Imports 2050,0.04035321392081915,0.04035321392081915,0.025789674669580032,0.0,0.0,0.05390608342728463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Costs,Biomass Imports 2050,0.09324397136419359,0.09324397136419359,0.028829427488075193,0.0,0.0,0.25304408687565333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Potential,Biomass Imports 2050,0.027567760867531974,0.027567760867531974,0.025775203817461432,0.0,0.0,0.00576781282413976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Costs,Biomass Imports 2050,0.10022760381840078,0.10022760381840078,0.022539166831643285,0.0,0.0,0.27933803105365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Potential,Biomass Imports 2050,0.07588829869164301,0.07588829869164301,0.023539218043868635,0.0,0.0,0.18769856770407858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Costs,Biomass Imports 2050,0.06502993750539561,0.06502993750539561,0.021477623704726605,0.0,0.0,0.14681595471322534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Potential,Biomass Imports 2050,0.08641502679977303,0.08641502679977303,0.024875741251653136,0.0,0.0,0.2273325551836705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Potential,Biomass Imports 2050,0.07831984457783911,0.07831984457783911,0.024359442710202205,0.0,0.0,0.19685353572639497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Price,Biomass Imports 2050,0.11931454201235697,0.11931454201235697,0.029486869663358437,0.0,0.0,0.3512019057193926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Potential,Biomass Imports 2050,0.2916343505878019,0.2916343505878019,0.03538241187637605,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Price,Biomass Imports 2050,0.2626659401076827,0.2626659401076827,0.040813931894608524,0.0,0.0,0.8909315785038662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Potential,Biomass Imports 2050,0.0680638975869555,0.0680638975869555,0.024103059216818358,0.0,0.0,0.15823906117621606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Price,Biomass Imports 2050,0.06360078760852475,0.06360078760852475,0.027960177060487347,0.0,0.0,0.14143508911688746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS potential,Biomass Imports 2050,0.07216868582785615,0.07216868582785615,0.02509787872685344,0.0,0.0,0.17369392275097112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexibility Costs,Biomass Imports 2050,0.026035838362647286,0.026035838362647286,0.02301667155160594,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNG Price,Biomass Imports 2050,0.06764983584499017,0.06764983584499017,0.024489731591333646,0.0,0.0,0.1566800850415368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Price,Biomass Imports 2050,0.05650951446086053,0.05650951446086053,0.024068146126713093,0.0,0.0,0.11473586897346748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Conditions,Biomass Imports 2050,0.057066398966442416,0.057066398966442416,0.020624914980912665,0.0,0.0,0.11683258442912411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Ratio,Biomass Imports 2050,0.10492335872544391,0.10492335872544391,0.021304327013483126,0.0,0.0,0.29701793019051875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Volume,Biomass Imports 2050,0.08179999140120485,0.08179999140120485,0.026578174564201463,0.0,0.0,0.2099565715612325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WACC,Biomass Imports 2050,0.055534271209257316,0.055534271209257316,0.023278868413734666,0.0,0.0,0.11106399881337986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Emission Reduction,Biomass Imports 2050,0.06980341810698143,0.06980341810698143,0.025181049998994398,0.0,0.0,0.16478849741157905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-of-Life Emission Reduction,Biomass Imports 2050,0.08043057269181339,0.08043057269181339,0.026845043971891365,0.0,0.0,0.2048005987437697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2 Cap,BioFuel Imports 2050,0.05641785244107377,0.05641785244107377,0.01799530735111985,0.0,0.0,0.050082607032026986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings demand,BioFuel Imports 2050,0.06119594902897818,0.06119594902897818,0.014778917268448363,0.0,0.0,0.0615580073710021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Production,BioFuel Imports 2050,0.0695940976002911,0.0695940976002911,0.01331375531996874,0.0,0.0,0.08172756970382947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Production,BioFuel Imports 2050,0.451941923066804,0.451941923066804,0.026047677503057597,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passenger Cars,BioFuel Imports 2050,0.08704421773311624,0.08704421773311624,0.016272126247156214,0.0,0.0,0.12363695993974412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker aviation,BioFuel Imports 2050,0.08757386470958874,0.08757386470958874,0.019521240844219866,0.0,0.0,0.12490899598621828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker navigation,BioFuel Imports 2050,0.06912148330156685,0.06912148330156685,0.014958676656926951,0.0,0.0,0.08059250719849753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG CH4,BioFuel Imports 2050,0.04138948271516827,0.04138948271516827,0.01727707629992088,0.0,0.0,0.01398945657469479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG N2O,BioFuel Imports 2050,0.055185909668166715,0.055185909668166715,0.016357643090335525,0.0,0.0,0.047123889841252105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Costs,BioFuel Imports 2050,0.047500707150320245,0.047500707150320245,0.01262369425379231,0.0,0.0,0.028666587031250353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Potential,BioFuel Imports 2050,0.0843719640763647,0.0843719640763647,0.021163528025542926,0.0,0.0,0.11721909459224529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Costs,BioFuel Imports 2050,0.04321989415381913,0.04321989415381913,0.017771322038382976,0.0,0.0,0.018385496641513604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Potential,BioFuel Imports 2050,0.03953524459769751,0.03953524459769751,0.0179196206740313,0.0,0.0,0.009536192742475608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Costs,BioFuel Imports 2050,0.07509389240183265,0.07509389240183265,0.01726837404036034,0.0,0.0,0.0949362493461938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Potential,BioFuel Imports 2050,0.08328858193477558,0.08328858193477558,0.017038157209527727,0.0,0.0,0.11461717067419322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Potential,BioFuel Imports 2050,0.04641067422701196,0.04641067422701196,0.015699217932686547,0.0,0.0,0.026048690145429546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Price,BioFuel Imports 2050,0.04064592238155918,0.04064592238155918,0.01687944826189699,0.0,0.0,0.012203671723474679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Potential,BioFuel Imports 2050,0.04648199808948972,0.04648199808948972,0.01196834973990274,0.0,0.0,0.026219986363619493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Price,BioFuel Imports 2050,0.0815698326322717,0.0815698326322717,0.015968759707748425,0.0,0.0,0.1104893059553227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Potential,BioFuel Imports 2050,0.0764840629363496,0.0764840629363496,0.018173045297173153,0.0,0.0,0.0982749770444603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Price,BioFuel Imports 2050,0.06080380094896503,0.06080380094896503,0.015724652043805087,0.0,0.0,0.060616197985711925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS potential,BioFuel Imports 2050,0.07685815630235407,0.07685815630235407,0.02167042826705828,0.0,0.0,0.09917342500591911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexibility Costs,BioFuel Imports 2050,0.09768657069175739,0.09768657069175739,0.016758700584545733,0.0,0.0,0.14919635550705843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNG Price,BioFuel Imports 2050,0.054238553974583284,0.054238553974583284,0.016276206190347028,0.0,0.0,0.044848656252463294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Price,BioFuel Imports 2050,0.04348799816625599,0.04348799816625599,0.01178792741248255,0.0,0.0,0.01902939339382849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Conditions,BioFuel Imports 2050,0.05058722024024492,0.05058722024024492,0.014533076754144792,0.0,0.0,0.03607936588717276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Ratio,BioFuel Imports 2050,0.08789040740488095,0.08789040740488095,0.01520569525371665,0.0,0.0,0.12566922635955394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Volume,BioFuel Imports 2050,0.035564590096898545,0.035564590096898545,0.017360739085597085,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WACC,BioFuel Imports 2050,0.05982811050531382,0.05982811050531382,0.01517761762207312,0.0,0.0,0.05827291374232654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Emission Reduction,BioFuel Imports 2050,0.06295714296781894,0.06295714296781894,0.018414971579151704,0.0,0.0,0.06578781000285684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-of-Life Emission Reduction,BioFuel Imports 2050,0.06504486978024014,0.06504486978024014,0.018800535003421402,0.0,0.0,0.07080183609676069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2 Cap,BioEnergy Imports 2050,0.051038583178272985,0.051038583178272985,0.022076489215290443,0.0,0.0,0.09275937559074442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings demand,BioEnergy Imports 2050,0.12162995232385228,0.12162995232385228,0.027881243466961695,0.0,0.0,0.3418879699986523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Production,BioEnergy Imports 2050,0.05785969359960161,0.05785969359960161,0.02714691745127736,0.0,0.0,0.11683220024530279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Production,BioEnergy Imports 2050,0.08618362092927459,0.08618362092927459,0.024208768090512492,0.0,0.0,0.21679201529296221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passenger Cars,BioEnergy Imports 2050,0.083231189397907,0.083231189397907,0.02320415498743867,0.0,0.0,0.20637239705353813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker aviation,BioEnergy Imports 2050,0.07041338529321822,0.07041338529321822,0.025897400817070648,0.0,0.0,0.1611362505012368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker navigation,BioEnergy Imports 2050,0.05375832781194853,0.05375832781194853,0.020133131601839296,0.0,0.0,0.10235780335800738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG CH4,BioEnergy Imports 2050,0.09821345102107737,0.09821345102107737,0.024075995699476743,0.0,0.0,0.25924727148095555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG N2O,BioEnergy Imports 2050,0.10018963689647163,0.10018963689647163,0.027777021941142,0.0,0.0,0.26622155764914734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Costs,BioEnergy Imports 2050,0.053834645966082645,0.053834645966082645,0.02252413724451037,0.0,0.0,0.1026271427219745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Potential,BioEnergy Imports 2050,0.10400370122849457,0.10400370122849457,0.028806326098228512,0.0,0.0,0.279682020273957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Costs,BioEnergy Imports 2050,0.09988873495429788,0.09988873495429788,0.02157835659025484,0.0,0.0,0.265159625024583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Potential,BioEnergy Imports 2050,0.12091907228132684,0.12091907228132684,0.023724054970266115,0.0,0.0,0.3393791569818405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Costs,BioEnergy Imports 2050,0.0919867295087731,0.0919867295087731,0.027597783227286538,0.0,0.0,0.23727214340360206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Potential,BioEnergy Imports 2050,0.13631714499246836,0.13631714499246836,0.02642313455436108,0.0,0.0,0.39372149737768025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Potential,BioEnergy Imports 2050,0.024754922968163326,0.024754922968163326,0.023930038776501017,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Price,BioEnergy Imports 2050,0.032440358005658025,0.032440358005658025,0.027365257573818934,0.0,0.0,0.027123168901226007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Potential,BioEnergy Imports 2050,0.3081080615886033,0.3081080615886033,0.03705689210860717,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Price,BioEnergy Imports 2050,0.2663874951560784,0.2663874951560784,0.036603611151156,0.0,0.0,0.8527612341417864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Potential,BioEnergy Imports 2050,0.08121753510515216,0.08121753510515216,0.026363541269001065,0.0,0.0,0.1992658786554759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Price,BioEnergy Imports 2050,0.04822858322259142,0.04822858322259142,0.026012866698843954,0.0,0.0,0.08284242189345137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS potential,BioEnergy Imports 2050,0.0635065761905407,0.0635065761905407,0.03249016343297754,0.0,0.0,0.13676098105370338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexibility Costs,BioEnergy Imports 2050,0.0748941687700759,0.0748941687700759,0.021129360212991378,0.0,0.0,0.1769496750451584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNG Price,BioEnergy Imports 2050,0.14073679618122564,0.14073679618122564,0.02844250677321428,0.0,0.0,0.40931917598563644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Price,BioEnergy Imports 2050,0.05650810850187848,0.05650810850187848,0.02150282756894248,0.0,0.0,0.11206223332591878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Conditions,BioEnergy Imports 2050,0.06300542258151719,0.06300542258151719,0.029143478451868085,0.0,0.0,0.1349923272407847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Ratio,BioEnergy Imports 2050,0.07505384872485334,0.07505384872485334,0.028299742477768036,0.0,0.0,0.1775132119643359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Volume,BioEnergy Imports 2050,0.07037187063326729,0.07037187063326729,0.026912302328070382,0.0,0.0,0.16098973841334163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WACC,BioEnergy Imports 2050,0.11146842553679102,0.11146842553679102,0.02247979187914638,0.0,0.0,0.3060262645785725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Emission Reduction,BioEnergy Imports 2050,0.07895302933968223,0.07895302933968223,0.02533549295068674,0.0,0.0,0.1912740640015246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-of-Life Emission Reduction,BioEnergy Imports 2050,0.06555006773652364,0.06555006773652364,0.02626348695973646,0.0,0.0,0.1439728000437173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2 Cap,CO2 Storage 2050,0.030499072752633576,0.030499072752633576,0.024818517495615013,0.0,0.0,0.0226156591330286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings demand,CO2 Storage 2050,0.08770816121829872,0.08770816121829872,0.018715376962666293,0.0,0.0,0.10404129247918968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Production,CO2 Storage 2050,0.08731368422132263,0.08731368422132263,0.023352013513850984,0.0,0.0,0.10347983379874685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Production,CO2 Storage 2050,0.022382122096957547,0.022382122096957547,0.022941013113542925,0.0,0.0,0.011062812099385973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passenger Cars,CO2 Storage 2050,0.03875238677197967,0.03875238677197967,0.024472455142017457,0.0,0.0,0.034362591993763396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker aviation,CO2 Storage 2050,0.08606518605986167,0.08606518605986167,0.023546540941439,0.0,0.0,0.10170284772441902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker navigation,CO2 Storage 2050,0.05952920288381648,0.05952920288381648,0.027350798846571503,0.0,0.0,0.06393421175201866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG CH4,CO2 Storage 2050,0.08477343289063956,0.08477343289063956,0.025827682040775308,0.0,0.0,0.09986429684462397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG N2O,CO2 Storage 2050,0.05099324012560573,0.05099324012560573,0.023390976417767828,0.0,0.0,0.05178498524889588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Costs,CO2 Storage 2050,0.07814704431511528,0.07814704431511528,0.020508634762707062,0.0,0.0,0.09043296519731667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Potential,CO2 Storage 2050,0.12484210105770055,0.12484210105770055,0.021803649032498724,0.0,0.0,0.15689398863560944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Costs,CO2 Storage 2050,0.035837573599132665,0.035837573599132665,0.022796558776693867,0.0,0.0,0.030213941577365944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Potential,CO2 Storage 2050,0.06375293197192393,0.06375293197192393,0.024608717316359264,0.0,0.0,0.0699458407659674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Costs,CO2 Storage 2050,0.08561181058899471,0.08561181058899471,0.022436089895420983,0.0,0.0,0.10105755891019307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Potential,CO2 Storage 2050,0.0480934539979355,0.0480934539979355,0.01910105343638387,0.0,0.0,0.047657722809542925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Potential,CO2 Storage 2050,0.05403911131748231,0.05403911131748231,0.026234328534707554,0.0,0.0,0.05612017040113311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Price,CO2 Storage 2050,0.03708414378285204,0.03708414378285204,0.02126771632678704,0.0,0.0,0.03198818356307262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Potential,CO2 Storage 2050,0.049947745732815234,0.049947745732815234,0.021394725057517005,0.0,0.0,0.05029693421756512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Price,CO2 Storage 2050,0.014609466606736034,0.014609466606736034,0.023496905023555174,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Potential,CO2 Storage 2050,0.099854141037004,0.099854141037004,0.025596043939203627,0.0,0.0,0.12132865233533086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
