Parameter,Outcome,delta_raw_800,delta_800,delta_conf_800,S1_800,S1_conf_800,delta_800_norm
Bunker Emission Reduction,Biomass Imports 2050,0.0962816683170975,0.0962816683170975,0.019347260081683117,0.0,0.0,0.22780632544033103
End-of-Life Emission Reduction,Biomass Imports 2050,0.06327160255590307,0.06327160255590307,0.018150767814446335,0.0,0.0,0.09356060103697264
CO2 Cap,CO2 Storage 2050,0.06699230136034479,0.06699230136034479,0.014912667154163981,0.0,0.0,0.07615120862189996
Buildings demand,CO2 Storage 2050,0.05556735361498319,0.05556735361498319,0.01629996853645357,0.0,0.0,0.0604243913114295
Steel Production,CO2 Storage 2050,0.07908339897583247,0.07908339897583247,0.016898481585204347,0.0,0.0,0.0927950031949684
Chemical Production,CO2 Storage 2050,0.058030183173629,0.058030183173629,0.01569713918898265,0.0,0.0,0.0638145574109965
Passenger Cars,CO2 Storage 2050,0.04457378073329513,0.04457378073329513,0.017437576568459463,0.0,0.0,0.04529137572544195
Bunker aviation,CO2 Storage 2050,0.062383254247379366,0.062383254247379366,0.0166410806171343,0.0,0.0,0.06980670328703864
Bunker navigation,CO2 Storage 2050,0.07575108871705108,0.07575108871705108,0.017441494657812598,0.0,0.0,0.0882079682404376
Agriculture neGHG CH4,CO2 Storage 2050,0.054347259784367115,0.054347259784367115,0.017898375415976674,0.0,0.0,0.058744891920850556
Agriculture neGHG N2O,CO2 Storage 2050,0.08085442898835515,0.08085442898835515,0.01607975505354745,0.0,0.0,0.09523288440712645
Wind offshore Costs,CO2 Storage 2050,0.05142686562869378,0.05142686562869378,0.013669196824212979,0.0,0.0,0.054724873065229385
Wind offshore Potential,CO2 Storage 2050,0.06261006815384165,0.06261006815384165,0.012207044031718763,0.0,0.0,0.07011892010849892
Solar PV Costs,CO2 Storage 2050,0.06610411774392667,0.06610411774392667,0.0151123131937446,0.0,0.0,0.07492859458594242
Solar PV Potential,CO2 Storage 2050,0.08075130230106595,0.08075130230106595,0.01621090212643152,0.0,0.0,0.09509092712145835
Nuclear Costs,CO2 Storage 2050,0.05319575784354594,0.05319575784354594,0.016227861491194706,0.0,0.0,0.05715981152839983
Nuclear Potential,CO2 Storage 2050,0.042837938337232304,0.042837938337232304,0.014880739312641335,0.0,0.0,0.04290193142765664
Hydrogen Import Potential,CO2 Storage 2050,0.025840529693092015,0.025840529693092015,0.014730996867092503,0.0,0.0,0.01950443793747128
Hydrogen Import Price,CO2 Storage 2050,0.07239255022822784,0.07239255022822784,0.01838482628286249,0.0,0.0,0.08358482926237526
Biomass Import Potential,CO2 Storage 2050,0.03645279712348631,0.03645279712348631,0.01522673151442773,0.0,0.0,0.034112573996161376
Biomass Import Price,CO2 Storage 2050,0.06967409608950763,0.06967409608950763,0.014447630124914138,0.0,0.0,0.0798427874990856
Ammonia Import Potential,CO2 Storage 2050,0.04634626955155798,0.04634626955155798,0.016535528679527005,0.0,0.0,0.04773126503180562
Ammonia Import Price,CO2 Storage 2050,0.07513313224297777,0.07513313224297777,0.017699264565880925,0.0,0.0,0.08735733077668911
CCS potential,CO2 Storage 2050,0.7381340815273398,0.7381340815273398,0.01233746738535322,0.0,0.0,1.0
Flexibility Costs,CO2 Storage 2050,0.0830644243306564,0.0830644243306564,0.01860006893088163,0.0,0.0,0.09827501587065747
LNG Price,CO2 Storage 2050,0.07389052800315278,0.07389052800315278,0.01873633830896634,0.0,0.0,0.08564684506555073
Electricity Trade Price,CO2 Storage 2050,0.011671281088042149,0.011671281088042149,0.01595718142829349,0.0,0.0,0.0
Weather Conditions,CO2 Storage 2050,0.04968714934900373,0.04968714934900373,0.017098644118589818,0.0,0.0,0.052330096238889436
Electricity Trade Ratio,CO2 Storage 2050,0.045042982602400625,0.045042982602400625,0.01360914817362357,0.0,0.0,0.04593724757025184
Electricity Trade Volume,CO2 Storage 2050,0.045027228098563035,0.045027228098563035,0.015488722624160699,0.0,0.0,0.045915560976212806
WACC,CO2 Storage 2050,0.08669838776470273,0.08669838776470273,0.017504375292097824,0.0,0.0,0.103277286367989
Bunker Emission Reduction,CO2 Storage 2050,0.041839162738121057,0.041839162738121057,0.01744621965229644,0.0,0.0,0.0415270838807385
End-of-Life Emission Reduction,CO2 Storage 2050,0.04105516599325068,0.04105516599325068,0.019477481964836573,0.0,0.0,0.04044788650904061
CO2 Cap,BioFuel Imports 2050,0.05204466396456591,0.05204466396456591,0.008897336767912302,0.0,0.0,0.01657891458705493
Buildings demand,BioFuel Imports 2050,0.08374770611847623,0.08374770611847623,0.009670672785118677,0.0,0.0,0.09551859671455978
Steel Production,BioFuel Imports 2050,0.04538639002864457,0.04538639002864457,0.00914506549772797,0.0,0.0,0.0
Chemical Production,BioFuel Imports 2050,0.44699735804220936,0.44699735804220936,0.06538856049189841,0.0,0.0,1.0
Passenger Cars,BioFuel Imports 2050,0.08456590638897209,0.08456590638897209,0.010978903783481079,0.0,0.0,0.09755589234556013
Bunker aviation,BioFuel Imports 2050,0.0658745101383091,0.0658745101383091,0.009919631935974891,0.0,0.0,0.051014842077152935
Bunker navigation,BioFuel Imports 2050,0.048152949408089105,0.048152949408089105,0.011490907169999648,0.0,0.0,0.006888654941692454
Agriculture neGHG CH4,BioFuel Imports 2050,0.07225143699124258,0.07225143699124258,0.008626048145804999,0.0,0.0,0.06689321035099473
Agriculture neGHG N2O,BioFuel Imports 2050,0.05243052761829183,0.05243052761829183,0.010601284079164369,0.0,0.0,0.017539704217961843
Wind offshore Costs,BioFuel Imports 2050,0.06906590972858369,0.06906590972858369,0.009853169646445892,0.0,0.0,0.05896133717926578
Wind offshore Potential,BioFuel Imports 2050,0.06440266392428733,0.06440266392428733,0.00961081624146157,0.0,0.0,0.04734998645505235
Solar PV Costs,BioFuel Imports 2050,0.055728754161845265,0.055728754161845265,0.010444344113868975,0.0,0.0,0.02575219542522895
Solar PV Potential,BioFuel Imports 2050,0.06522627960726525,0.06522627960726525,0.009334811968293479,0.0,0.0,0.049400766310621694
Nuclear Costs,BioFuel Imports 2050,0.05793203136655636,0.05793203136655636,0.00882945378099206,0.0,0.0,0.03123829361524819
Nuclear Potential,BioFuel Imports 2050,0.06636325898558469,0.06636325898558469,0.01082581888780004,0.0,0.0,0.052231812942498144
Hydrogen Import Potential,BioFuel Imports 2050,0.09736253338271897,0.09736253338271897,0.010839648996834633,0.0,0.0,0.1294191331754636
Hydrogen Import Price,BioFuel Imports 2050,0.06223593626690214,0.06223593626690214,0.009844924623479256,0.0,0.0,0.04195489560854936
Biomass Import Potential,BioFuel Imports 2050,0.09534448041771902,0.09534448041771902,0.012659952510560374,0.0,0.0,0.12439423812595445
Biomass Import Price,BioFuel Imports 2050,0.08047677943937054,0.08047677943937054,0.017165148957396566,0.0,0.0,0.08737408140093614
Ammonia Import Potential,BioFuel Imports 2050,0.051688274094160776,0.051688274094160776,0.009014905829112942,0.0,0.0,0.01569151384656246
Ammonia Import Price,BioFuel Imports 2050,0.08288160914385377,0.08288160914385377,0.009046925904492947,0.0,0.0,0.09336203963917332
CCS potential,BioFuel Imports 2050,0.057505879049342304,0.057505879049342304,0.009742164991297767,0.0,0.0,0.030177186346883798
Flexibility Costs,BioFuel Imports 2050,0.09179326632107976,0.09179326632107976,0.011366179664052236,0.0,0.0,0.11555181503625607
LNG Price,BioFuel Imports 2050,0.07202627542008558,0.07202627542008558,0.010483116997425278,0.0,0.0,0.06633256437991808
Electricity Trade Price,BioFuel Imports 2050,0.06444865956176597,0.06444865956176597,0.010331101553248569,0.0,0.0,0.047464514297023766
Weather Conditions,BioFuel Imports 2050,0.0464639780604434,0.0464639780604434,0.00918222762321,0.0,0.0,0.002683163851646689
Electricity Trade Ratio,BioFuel Imports 2050,0.0708301462769804,0.0708301462769804,0.010199393990399921,0.0,0.0,0.06335423649952816
Electricity Trade Volume,BioFuel Imports 2050,0.06965030751267037,0.06965030751267037,0.009755613636433586,0.0,0.0,0.06041647120356102
WACC,BioFuel Imports 2050,0.05502590561155757,0.05502590561155757,0.010360889334975898,0.0,0.0,0.02400212232895844
Bunker Emission Reduction,BioFuel Imports 2050,0.07552416645190535,0.07552416645190535,0.012548370662703924,0.0,0.0,0.07504221453992474
End-of-Life Emission Reduction,BioFuel Imports 2050,0.07625504649964704,0.07625504649964704,0.009450244684736722,0.0,0.0,0.0768620852754197
CO2 Cap,CO2_Price 2050,0.09739975754815046,0.09739975754815046,0.017702221572451406,0.0,0.0,0.2545385007011999
Buildings demand,CO2_Price 2050,0.08779725442917638,0.08779725442917638,0.015952623856220004,0.0,0.0,0.2103931312518633
Steel Production,CO2_Price 2050,0.05332217083480106,0.05332217083480106,0.01871772334857267,0.0,0.0,0.05190161261197541
Chemical Production,CO2_Price 2050,0.12184332560112798,0.12184332560112798,0.020279491137922805,0.0,0.0,0.3669123608279936
Passenger Cars,CO2_Price 2050,0.07676203662747214,0.07676203662747214,0.01349124545870906,0.0,0.0,0.1596611751385101
Bunker aviation,CO2_Price 2050,0.06416898872357611,0.06416898872357611,0.016774789365756406,0.0,0.0,0.10176744208548943
Bunker navigation,CO2_Price 2050,0.09574562282119695,0.09574562282119695,0.021010354864135928,0.0,0.0,0.24693398469786199
Agriculture neGHG CH4,CO2_Price 2050,0.08919121904815487,0.08919121904815487,0.01667977324471176,0.0,0.0,0.2168015731280773
Agriculture neGHG N2O,CO2_Price 2050,0.08375132877168802,0.08375132877168802,0.018552223896360444,0.0,0.0,0.1917928891377575
Wind offshore Costs,CO2_Price 2050,0.09603669796738808,0.09603669796738808,0.017577495770027297,0.0,0.0,0.24827213785510877
Wind offshore Potential,CO2_Price 2050,0.0724835384645231,0.0724835384645231,0.019381578982559003,0.0,0.0,0.1399917327283865
Solar PV Costs,CO2_Price 2050,0.07112624422527553,0.07112624422527553,0.016370925870004518,0.0,0.0,0.13375187475587047
Solar PV Potential,CO2_Price 2050,0.09468453467077649,0.09468453467077649,0.0199623942062466,0.0,0.0,0.24205586824861383
Nuclear Costs,CO2_Price 2050,0.08066640775239463,0.08066640775239463,0.017748193162581572,0.0,0.0,0.17761065181573718
Nuclear Potential,CO2_Price 2050,0.09518040263379504,0.09518040263379504,0.01640987656553761,0.0,0.0,0.2443355107703944
Hydrogen Import Potential,CO2_Price 2050,0.04628863830888285,0.04628863830888285,0.015560956391890002,0.0,0.0,0.019566513310934192
Hydrogen Import Price,CO2_Price 2050,0.08515192190745552,0.08515192190745552,0.018351635691404765,0.0,0.0,0.19823180414362598
Biomass Import Potential,CO2_Price 2050,0.09606201772308542,0.09606201772308542,0.021227914972424215,0.0,0.0,0.24838853979278872
Biomass Import Price,CO2_Price 2050,0.15888177350393964,0.15888177350393964,0.02548774329693488,0.0,0.0,0.5371883759712531
Ammonia Import Potential,CO2_Price 2050,0.0849045327386115,0.0849045327386115,0.01939818383606914,0.0,0.0,0.19709448753762518
Ammonia Import Price,CO2_Price 2050,0.06952971982780003,0.06952971982780003,0.020055332169552686,0.0,0.0,0.12641220941151124
CCS potential,CO2_Price 2050,0.068323040921246,0.068323040921246,0.019411066426610914,0.0,0.0,0.12086477188646721
Flexibility Costs,CO2_Price 2050,0.04203252928908356,0.04203252928908356,0.01625419879206056,0.0,0.0,0.0
LNG Price,CO2_Price 2050,0.08973594928709107,0.08973594928709107,0.015642621475008042,0.0,0.0,0.2193058490809325
Electricity Trade Price,CO2_Price 2050,0.08204154698326253,0.08204154698326253,0.016951024131447688,0.0,0.0,0.18393254816284568
Weather Conditions,CO2_Price 2050,0.05325815237795228,0.05325815237795228,0.015151570611357853,0.0,0.0,0.0516073020146082
Electricity Trade Ratio,CO2_Price 2050,0.07970686667008037,0.07970686667008037,0.016136730306215746,0.0,0.0,0.1731993753958546
Electricity Trade Volume,CO2_Price 2050,0.06486230992460522,0.06486230992460522,0.018144085601237005,0.0,0.0,0.10495483189284184
WACC,CO2_Price 2050,0.10375187020827083,0.10375187020827083,0.02021057348882408,0.0,0.0,0.28374092393298544
Bunker Emission Reduction,CO2_Price 2050,0.2595525826662421,0.2595525826662421,0.026850992599701397,0.0,0.0,1.0
End-of-Life Emission Reduction,CO2_Price 2050,0.060278134680677616,0.060278134680677616,0.01967171819268672,0.0,0.0,0.0838801071823845
CO2 Cap,BioFuel Production 2050,0.048884098686215384,0.048884098686215384,0.01595771453832192,0.0,0.0,0.05535018184165163
Buildings demand,BioFuel Production 2050,0.07927413239716481,0.07927413239716481,0.01838768610462647,0.0,0.0,0.26624426231828946
Steel Production,BioFuel Production 2050,0.07243366106032206,0.07243366106032206,0.01504106576060671,0.0,0.0,0.21877426191185753
Chemical Production,BioFuel Production 2050,0.1155368822861831,0.1155368822861831,0.023750848574125596,0.0,0.0,0.5178925285274647
Passenger Cars,BioFuel Production 2050,0.06860942341433232,0.06860942341433232,0.0175836921915201,0.0,0.0,0.19223565752773122
Bunker aviation,BioFuel Production 2050,0.07598264347556252,0.07598264347556252,0.018399029460737078,0.0,0.0,0.24340271050815596
Bunker navigation,BioFuel Production 2050,0.07778734676512954,0.07778734676512954,0.022672397771136943,0.0,0.0,0.2559265939762177
Agriculture neGHG CH4,BioFuel Production 2050,0.09365342717509854,0.09365342717509854,0.019292614708932145,0.0,0.0,0.3660305336642884
Agriculture neGHG N2O,BioFuel Production 2050,0.06399930298726121,0.06399930298726121,0.017174879825278516,0.0,0.0,0.16024335644635965
Wind offshore Costs,BioFuel Production 2050,0.07628477122418861,0.07628477122418861,0.01883359363311732,0.0,0.0,0.24549935029273176
Wind offshore Potential,BioFuel Production 2050,0.06396332330749832,0.06396332330749832,0.01817016701981287,0.0,0.0,0.15999367256803262
Solar PV Costs,BioFuel Production 2050,0.08748720611482977,0.08748720611482977,0.01672349865050162,0.0,0.0,0.3232395472215019
Solar PV Potential,BioFuel Production 2050,0.05685285318360391,0.05685285318360391,0.017486656824180057,0.0,0.0,0.11064999388711588
Nuclear Costs,BioFuel Production 2050,0.06674310355084677,0.06674310355084677,0.014901521293778313,0.0,0.0,0.17928418089467774
Nuclear Potential,BioFuel Production 2050,0.0895449544457569,0.0895449544457569,0.02347756919509667,0.0,0.0,0.3375194570837557
Hydrogen Import Potential,BioFuel Production 2050,0.054300227899056655,0.054300227899056655,0.02155047655281021,0.0,0.0,0.09293584564673239
Hydrogen Import Price,BioFuel Production 2050,0.050427475325684534,0.050427475325684534,0.015972652916157803,0.0,0.0,0.06606056802634011
Biomass Import Potential,BioFuel Production 2050,0.16799103573140775,0.16799103573140775,0.023332221767927763,0.0,0.0,0.8819023405345313
Biomass Import Price,BioFuel Production 2050,0.18500901861754854,0.18500901861754854,0.025424121145899186,0.0,0.0,1.0
Ammonia Import Potential,BioFuel Production 2050,0.06219018387172894,0.06219018387172894,0.025383405495789345,0.0,0.0,0.14768882899924393
Ammonia Import Price,BioFuel Production 2050,0.13794449191220381,0.13794449191220381,0.020952585234678137,0.0,0.0,0.6733919357576866
CCS potential,BioFuel Production 2050,0.09824008799537802,0.09824008799537802,0.025112037545272983,0.0,0.0,0.3978600349195814
Flexibility Costs,BioFuel Production 2050,0.06254566854459898,0.06254566854459898,0.0198587981164955,0.0,0.0,0.15015574344631324
LNG Price,BioFuel Production 2050,0.07730548575472358,0.07730548575472358,0.018206070450090997,0.0,0.0,0.25258268078172547
Electricity Trade Price,BioFuel Production 2050,0.05970845626356966,0.05970845626356966,0.014715087496433948,0.0,0.0,0.1304666808800839
Weather Conditions,BioFuel Production 2050,0.06396386251814336,0.06396386251814336,0.020027886527169712,0.0,0.0,0.15999741446362412
Electricity Trade Ratio,BioFuel Production 2050,0.040908085854213155,0.040908085854213155,0.018933916916982447,0.0,0.0,0.0
Electricity Trade Volume,BioFuel Production 2050,0.10145373213751605,0.10145373213751605,0.016676667552005045,0.0,0.0,0.4201613766285623
WACC,BioFuel Production 2050,0.06433320797717108,0.06433320797717108,0.021193900904013196,0.0,0.0,0.1625605169498122
Bunker Emission Reduction,BioFuel Production 2050,0.1330982080404727,0.1330982080404727,0.01712967551695263,0.0,0.0,0.6397607594786932
End-of-Life Emission Reduction,BioFuel Production 2050,0.0575790391185894,0.0575790391185894,0.016409693477575985,0.0,0.0,0.11568941952482596
CO2 Cap,DR Flexibility Capacity 2050,0.03831713062020687,0.03831713062020687,0.01463841363999026,0.0,0.0,0.0805849761263244
Buildings demand,DR Flexibility Capacity 2050,0.1127171226793207,0.1127171226793207,0.017826726698047038,0.0,0.0,0.612998449726918
Steel Production,DR Flexibility Capacity 2050,0.06882088214590235,0.06882088214590235,0.014479076165011167,0.0,0.0,0.2988727454951855
Chemical Production,DR Flexibility Capacity 2050,0.10807337164174574,0.10807337164174574,0.017342173110369525,0.0,0.0,0.5797673222492804
Passenger Cars,DR Flexibility Capacity 2050,0.05929327582148792,0.05929327582148792,0.016804577871438135,0.0,0.0,0.23069228152080684
Bunker aviation,DR Flexibility Capacity 2050,0.027056105343487187,0.027056105343487187,0.01579414035946354,0.0,0.0,0.0
Bunker navigation,DR Flexibility Capacity 2050,0.08873539334549463,0.08873539334549463,0.021249488386076282,0.0,0.0,0.44138289622757443
Agriculture neGHG CH4,DR Flexibility Capacity 2050,0.04997090694732256,0.04997090694732256,0.01958224653515155,0.0,0.0,0.16398051641017558
Agriculture neGHG N2O,DR Flexibility Capacity 2050,0.05404259459800583,0.05404259459800583,0.016083385382108767,0.0,0.0,0.193117903465197
Wind offshore Costs,DR Flexibility Capacity 2050,0.10365543985519557,0.10365543985519557,0.01809776026010589,0.0,0.0,0.5481521789742817
Wind offshore Potential,DR Flexibility Capacity 2050,0.05052426308952836,0.05052426308952836,0.01720474217080087,0.0,0.0,0.16794038599693475
Solar PV Costs,DR Flexibility Capacity 2050,0.0889292563564365,0.0889292563564365,0.018745344449896825,0.0,0.0,0.44277019851352395
Solar PV Potential,DR Flexibility Capacity 2050,0.03820735734428784,0.03820735734428784,0.020020726916123704,0.0,0.0,0.07979942804327983
Nuclear Costs,DR Flexibility Capacity 2050,0.05079535990459028,0.05079535990459028,0.018271294028031678,0.0,0.0,0.16988038078718282
Nuclear Potential,DR Flexibility Capacity 2050,0.06024140603070899,0.06024140603070899,0.01509518660026452,0.0,0.0,0.23747719216590427
Hydrogen Import Potential,DR Flexibility Capacity 2050,0.08043731114621662,0.08043731114621662,0.016825500283884676,0.0,0.0,0.3820010247291129
Hydrogen Import Price,DR Flexibility Capacity 2050,0.050092057113042446,0.050092057113042446,0.016367823432123407,0.0,0.0,0.16484747860698548
Biomass Import Potential,DR Flexibility Capacity 2050,0.061070699447107184,0.061070699447107184,0.017564396617736275,0.0,0.0,0.2434116953323543
Biomass Import Price,DR Flexibility Capacity 2050,0.10499856858528067,0.10499856858528067,0.022324262529174493,0.0,0.0,0.5577637368909705
Ammonia Import Potential,DR Flexibility Capacity 2050,0.0828160217987655,0.0828160217987655,0.02200187846141033,0.0,0.0,0.3990233061321543
Ammonia Import Price,DR Flexibility Capacity 2050,0.07012286106967905,0.07012286106967905,0.022745470202922086,0.0,0.0,0.30818983145417256
CCS potential,DR Flexibility Capacity 2050,0.06771711814203037,0.06771711814203037,0.023060708718693194,0.0,0.0,0.29097410449976896
Flexibility Costs,DR Flexibility Capacity 2050,0.05177902877908795,0.05177902877908795,0.01963225066080614,0.0,0.0,0.17691960952699204
LNG Price,DR Flexibility Capacity 2050,0.030319254499662933,0.030319254499662933,0.014889110217927588,0.0,0.0,0.023351408098753343
Electricity Trade Price,DR Flexibility Capacity 2050,0.10225857948117209,0.10225857948117209,0.019468392298273546,0.0,0.0,0.5381561122639793
Weather Conditions,DR Flexibility Capacity 2050,0.16679710693002342,0.16679710693002342,0.02619334074822758,0.0,0.0,1.0
Electricity Trade Ratio,DR Flexibility Capacity 2050,0.04855121558114564,0.04855121558114564,0.01929960272112984,0.0,0.0,0.1538210689319223
Electricity Trade Volume,DR Flexibility Capacity 2050,0.06315413369508381,0.06315413369508381,0.013769849777207159,0.0,0.0,0.25832095048526255
