Parameter,Outcome,S1_400,S1_conf_400,delta_400,delta_conf_400,delta_raw_400,S1_800,S1_conf_800,delta_800,delta_conf_800,delta_raw_800,S1_1200,S1_conf_1200,delta_1200,delta_conf_1200,delta_raw_1200,S1_1600,S1_conf_1600,delta_1600,delta_conf_1600,delta_raw_1600,S1_2000,S1_conf_2000,delta_2000,delta_conf_2000,delta_raw_2000,S1_2400,S1_conf_2400,delta_2400,delta_conf_2400,delta_raw_2400,S1_2800,S1_conf_2800,delta_2800,delta_conf_2800,delta_raw_2800,S1_3200,S1_conf_3200,delta_3200,delta_conf_3200,delta_raw_3200,S1_3600,S1_conf_3600,delta_3600,delta_conf_3600,delta_raw_3600,S1_4000,S1_conf_4000,delta_4000,delta_conf_4000,delta_raw_4000
Flexibility Costs,techStocks 2050 Hyd03_01,0.0,0.0,0.0771671974831694,0.022129833367308,0.0771671974831694,0.0,0.0,0.0802761906116647,0.0191044586136501,0.0802761906116647,0.0,0.0,0.0466892973330558,0.0150926621510852,0.0466892973330558,0.0,0.0,0.0515734561025765,0.0123705219894255,0.0515734561025765,0.0,0.0,0.0724710011729218,0.0102194056354086,0.0724710011729218,0.0,0.0,0.0645057061294455,0.0111550489192079,0.0645057061294455,0.0,0.0,0.0572695760992409,0.0091609634243311,0.0572695760992409,0.0,0.0,0.0745096552757027,0.0089196783356168,0.0745096552757027,0.0,0.0,0.0673411257586162,0.0080485713151194,0.0673411257586162,0.0,0.0,0.0549178839142796,0.0084577574337866,0.0549178839142796
Flexibility Costs,techUseNet 2050 PEU01_03,0.0,0.0,0.0731131032924235,0.0166504046551673,0.0731131032924235,0.0,0.0,0.08395595472349,0.0101315973140786,0.08395595472349,0.0,0.0,0.059014007944824,0.0101709524125619,0.059014007944824,0.0,0.0,0.0634446866176012,0.0096832444958886,0.0634446866176012,0.0,0.0,0.064733321279048,0.008294665599403,0.064733321279048,0.0,0.0,0.0705535450859763,0.0072257904291868,0.0705535450859763,0.0,0.0,0.0742382845284311,0.006962969596687,0.0742382845284311,0.0,0.0,0.0722367724632094,0.0067459456331698,0.0722367724632094,0.0,0.0,0.0690258251860042,0.0067005407008796,0.0690258251860042,0.0,0.0,0.0904580308103254,0.0061004722152504,0.0904580308103254
Flexibility Costs,techUseNet 2050 PNL04_01,0.0,0.0,0.0925727264676363,0.0169323392160144,0.0925727264676363,0.0,0.0,0.0813565510053573,0.0110962950219559,0.0813565510053573,0.0,0.0,0.0918015376286374,0.0071966607541794,0.0918015376286374,0.0,0.0,0.0978295185485546,0.0068632077772281,0.0978295185485546,0.0,0.0,0.1087994457157914,0.0051498117789835,0.1087994457157914,0.0,0.0,0.1167722390322913,0.0047274982480591,0.1167722390322913,0.0,0.0,0.1121621990446593,0.0050463933051495,0.1121621990446593,0.0,0.0,0.1097512285767373,0.0040383821990747,0.1097512285767373,0.0,0.0,0.118054213795437,0.0047847515414895,0.118054213795437,0.0,0.0,0.1001333914480801,0.0040125057954045,0.1001333914480801
Flexibility Costs,totalCosts,0.0,0.0,0.0648638103880004,0.0244078360492038,0.0648638103880004,0.0,0.0,0.0560862514190114,0.0171799215131999,0.0560862514190114,0.0,0.0,0.0731689920496825,0.0154396500865284,0.0731689920496825,0.0,0.0,0.0518121833944088,0.0125874381287135,0.0518121833944088,0.0,0.0,0.067223793645572,0.011026416027764,0.067223793645572,0.0,0.0,0.0580004594135563,0.0101843137131162,0.0580004594135563,0.0,0.0,0.0497141877610405,0.0106268423974869,0.0497141877610405,0.0,0.0,0.0563214808050566,0.0105422913772732,0.0563214808050566,0.0,0.0,0.0631166709463844,0.0087379360915774,0.0631166709463844,0.0,0.0,0.0653610154532316,0.0093655724345291,0.0653610154532316
Hydrogen Import Potential,BioEnergy Imports 2050,0.0,0.0,0.0247549229681633,0.023930038776501,0.0247549229681633,0.0,0.0,0.0584013207640385,0.0147648269665322,0.0584013207640385,0.0,0.0,0.0502129135269076,0.0156150872606794,0.0502129135269076,0.0,0.0,0.1015885571167781,0.012377464290317,0.1015885571167781,0.0,0.0,0.0583821017158016,0.010781239120436,0.0583821017158016,0.0,0.0,0.0652092916808085,0.0086067063270697,0.0652092916808085,0.0,0.0,0.0824969921203831,0.0091251940217712,0.0824969921203831,0.0,0.0,0.082543920559404,0.0085889353093796,0.082543920559404,0.0,0.0,0.0609145247418033,0.0096593012115709,0.0609145247418033,0.0,0.0,0.0591476932875489,0.0081808445936083,0.0591476932875489
Hydrogen Import Potential,BioFuel Imports 2050,0.0,0.0,0.0464106742270119,0.0156992179326865,0.0464106742270119,0.0,0.0,0.0973625333827189,0.0108396489968346,0.0973625333827189,0.0,0.0,0.0622096125677674,0.0089743092390394,0.0622096125677674,0.0,0.0,0.0767738342695825,0.0077078099046058,0.0767738342695825,0.0,0.0,0.0704676181650627,0.0069743135492973,0.0704676181650627,0.0,0.0,0.0659910607678286,0.0062862232207492,0.0659910607678286,0.0,0.0,0.0853847200318961,0.0060522805643774,0.0853847200318961,0.0,0.0,0.081359100220771,0.0052585099998804,0.081359100220771,0.0,0.0,0.0813372916108505,0.0050697101494713,0.0813372916108505,0.0,0.0,0.0808451553372594,0.0045332171107991,0.0808451553372594
Hydrogen Import Potential,BioFuel Production 2050,0.0,0.0,0.1020994422110218,0.0257995583609676,0.1020994422110218,0.0,0.0,0.0543002278990566,0.0215504765528102,0.0543002278990566,0.0,0.0,0.0715241255709412,0.0154490777119459,0.0715241255709412,0.0,0.0,0.0999895886807322,0.0129206432455612,0.0999895886807322,0.0,0.0,0.0571202932077934,0.0116604466425081,0.0571202932077934,0.0,0.0,0.0659810404809972,0.0099998385904434,0.0659810404809972,0.0,0.0,0.0804696741623563,0.009676526293316,0.0804696741623563,0.0,0.0,0.0570843280207293,0.0093899408789126,0.0570843280207293,0.0,0.0,0.0583156240948841,0.0077792739870545,0.0583156240948841,0.0,0.0,0.0550531005266001,0.0077452241196175,0.0550531005266001
Hydrogen Import Potential,Biomass Imports 2050,0.0,0.0,0.0783198445778391,0.0243594427102022,0.0783198445778391,0.0,0.0,0.0999682880998533,0.0190183603143975,0.0999682880998533,0.0,0.0,0.0792854541253873,0.013756878791107,0.0792854541253873,0.0,0.0,0.0535292659068294,0.012927693684564,0.0535292659068294,0.0,0.0,0.0505806421244711,0.0120401455918623,0.0505806421244711,0.0,0.0,0.0638852476426922,0.0097604402975702,0.0638852476426922,0.0,0.0,0.0566700315393,0.009804180995977,0.0566700315393,0.0,0.0,0.055776595663319,0.0076268872060606,0.055776595663319,0.0,0.0,0.0634712210270787,0.0085918685165991,0.0634712210270787,0.0,0.0,0.0550091175624707,0.007829630631785,0.0550091175624707
Hydrogen Import Potential,CO2 Storage 2050,0.0,0.0,0.0540391113174823,0.0262343285347075,0.0540391113174823,0.0,0.0,0.025840529693092,0.0147309968670925,0.025840529693092,0.0,0.0,0.0485045803297693,0.0118514324438005,0.0485045803297693,0.0,0.0,0.0560452322963443,0.0106355382417058,0.0560452322963443,0.0,0.0,0.0583987196221962,0.0116016702129129,0.0583987196221962,0.0,0.0,0.0622717368553504,0.0107604259079054,0.0622717368553504,0.0,0.0,0.0717204128539443,0.008251902049326,0.0717204128539443,0.0,0.0,0.0475599137067516,0.0078584797068244,0.0475599137067516,0.0,0.0,0.0501876219326267,0.0072398735406465,0.0501876219326267,0.0,0.0,0.0445899652428664,0.0073832801128309,0.0445899652428664
Hydrogen Import Potential,CO2_Price 2050,0.0,0.0,0.0959454108686619,0.0271619077273597,0.0959454108686619,0.0,0.0,0.0462886383088828,0.01556095639189,0.0462886383088828,0.0,0.0,0.2737422650223089,0.0953193245246354,0.2737422650223089,0.0,0.0,0.1149480308394316,0.0584691922941565,0.1149480308394316,0.0,0.0,0.1094363570700684,0.0522243191505583,0.1094363570700684,0.0,0.0,0.100741878890132,0.0279217374350701,0.100741878890132,0.0,0.0,0.1237148636798978,0.0291036336296548,0.1237148636798978,0.0,0.0,0.0676856109202995,0.0277195716063176,0.0676856109202995,0.0,0.0,0.0897850993905269,0.0200763551151602,0.0897850993905269,0.0,0.0,0.1083062105234563,0.0187443888951842,0.1083062105234563
Hydrogen Import Potential,DR Flexibility Capacity 2050,0.0,0.0,0.094858490292151,0.0219410630839258,0.094858490292151,0.0,0.0,0.0804373111462166,0.0168255002838846,0.0804373111462166,0.0,0.0,0.0479051874937805,0.0159596365382221,0.0479051874937805,0.0,0.0,0.0512841781708616,0.0116569139254944,0.0512841781708616,0.0,0.0,0.0624896554053116,0.0117194716112044,0.0624896554053116,0.0,0.0,0.0525232372655999,0.0099830649449197,0.0525232372655999,0.0,0.0,0.0481774387864549,0.0094565974051376,0.0481774387864549,0.0,0.0,0.0598849853968139,0.0097521881141087,0.0598849853968139,0.0,0.0,0.0566891933127822,0.0085186101838502,0.0566891933127822,0.0,0.0,0.0688835381712656,0.0074751576701523,0.0688835381712656
Hydrogen Import Potential,Daily Flexibility Capacity 2050,0.0,0.0,0.0642338134380377,0.0266860284859787,0.0642338134380377,0.0,0.0,0.0720701502330159,0.0172578422959548,0.0720701502330159,0.0,0.0,0.0689653101779298,0.0148215835856847,0.0689653101779298,0.0,0.0,0.0719575089665507,0.0139019610693735,0.0719575089665507,0.0,0.0,0.0721929374389896,0.011360563996102,0.0721929374389896,0.0,0.0,0.0809487951522707,0.0121600045585007,0.0809487951522707,0.0,0.0,0.0837891672966452,0.0103733579035079,0.0837891672966452,0.0,0.0,0.0480199489876624,0.0099033879629128,0.0480199489876624,0.0,0.0,0.0660681578509853,0.0092020464582568,0.0660681578509853,0.0,0.0,0.0667974089260087,0.0086524412929948,0.0667974089260087
Hydrogen Import Potential,Electricity capacity_Carrier_sum 2050 Nuclear,0.0,0.0,0.1124234164313224,0.0153975079182229,0.1124234164313224,0.0,0.0,0.0689844222653672,0.0078681727202759,0.0689844222653672,0.0,0.0,0.07833387374612,0.0057026394276974,0.07833387374612,0.0,0.0,0.0984776753950909,0.005736470303811,0.0984776753950909,0.0,0.0,0.09775550827023,0.0051199550107168,0.09775550827023,0.0,0.0,0.1099323705007379,0.0045101681253399,0.1099323705007379,0.0,0.0,0.1060331164721238,0.0042417533908458,0.1060331164721238,0.0,0.0,0.1042970883271711,0.0038562541862976,0.1042970883271711,0.0,0.0,0.1054133744102959,0.0038163514065998,0.1054133744102959,0.0,0.0,0.1076234073224454,0.0036461759590216,0.1076234073224454
Hydrogen Import Potential,Electricity capacity_Carrier_sum 2050 Solar PV,0.0,0.0,0.0657835599681207,0.0236818899604749,0.0657835599681207,0.0,0.0,0.0773396555496339,0.018023692522229,0.0773396555496339,0.0,0.0,0.0898078722704352,0.0121464240120059,0.0898078722704352,0.0,0.0,0.0621640902449473,0.0112031068263241,0.0621640902449473,0.0,0.0,0.0771232228213839,0.0107920461562454,0.0771232228213839,0.0,0.0,0.0753387209250526,0.0092417363230278,0.0753387209250526,0.0,0.0,0.0687128130095402,0.0081815932394986,0.0687128130095402,0.0,0.0,0.0693743995505602,0.0078371036655684,0.0693743995505602,0.0,0.0,0.0688647365316826,0.008012718223396,0.0688647365316826,0.0,0.0,0.068071413558021,0.0062899393541712,0.068071413558021
Hydrogen Import Potential,Electricity capacity_Carrier_sum 2050 Wind offshore,0.0,0.0,0.0797775423169795,0.0252438798092958,0.0797775423169795,0.0,0.0,0.0757814432958419,0.0201511782909763,0.0757814432958419,0.0,0.0,0.0827195423207857,0.0150252570458168,0.0827195423207857,0.0,0.0,0.0936134050382981,0.013075178017845,0.0936134050382981,0.0,0.0,0.0711307305778802,0.012839116430046,0.0711307305778802,0.0,0.0,0.0794194177687986,0.0098449048559464,0.0794194177687986,0.0,0.0,0.0799095886446863,0.0108237189820571,0.0799095886446863,0.0,0.0,0.1116911820774982,0.0090867533772375,0.1116911820774982,0.0,0.0,0.0689520555014069,0.008919222324682,0.0689520555014069,0.0,0.0,0.0577843936780082,0.008532551025192,0.0577843936780082
Hydrogen Import Potential,Electricity capacity_Carrier_sum 2050 Wind onshore,0.0,0.0,0.0903220248699846,0.0089807174088872,0.0903220248699846,0.0,0.0,0.0833293662120426,0.0014929745022412,0.0833293662120426,0.0,0.0,0.0918505967136494,0.0011604518283737,0.0918505967136494,0.0,0.0,0.1029994280790148,0.0010998273146214,0.1029994280790148,0.0,0.0,0.1142694595946282,0.0010328360506231,0.1142694595946282,0.0,0.0,0.1228623474289866,0.0009102472734176,0.1228623474289866,0.0,0.0,0.1253264039901443,0.0009847238870694,0.1253264039901443,0.0,0.0,0.1233569948984301,0.0008899977403511,0.1233569948984301,0.0,0.0,0.1255614464333205,0.0008554231736813,0.1255614464333205,0.0,0.0,0.1269641364101978,0.0008044917256973,0.1269641364101978
Hydrogen Import Potential,Electricity generation_Carrier_sum 2050 Nuclear,0.0,0.0,0.0705466700203856,0.0150116263267482,0.0705466700203856,0.0,0.0,0.0740543821894176,0.007223915880841,0.0740543821894176,0.0,0.0,0.0771259825348777,0.0050021971932399,0.0771259825348777,0.0,0.0,0.0855840134661727,0.0049194223861102,0.0855840134661727,0.0,0.0,0.0982431241226836,0.003538824316261,0.0982431241226836,0.0,0.0,0.1012575894752481,0.0040722917127235,0.1012575894752481,0.0,0.0,0.1085166054704305,0.003538987112999,0.1085166054704305,0.0,0.0,0.1052733815601881,0.0036003445320493,0.1052733815601881,0.0,0.0,0.1096674353744903,0.0036273450653435,0.1096674353744903,0.0,0.0,0.1062355857301255,0.0032503428381729,0.1062355857301255
Hydrogen Import Potential,Electricity generation_Carrier_sum 2050 Solar PV,0.0,0.0,0.055616536950314,0.0232215171925547,0.055616536950314,0.0,0.0,0.094321226775772,0.0176982746417123,0.094321226775772,0.0,0.0,0.0841398547647745,0.0149677468022536,0.0841398547647745,0.0,0.0,0.0676945874071768,0.0120146541483814,0.0676945874071768,0.0,0.0,0.0842827721648052,0.0119235404036176,0.0842827721648052,0.0,0.0,0.0642357478349841,0.0090815175626145,0.0642357478349841,0.0,0.0,0.0834731523388885,0.0094191093606905,0.0834731523388885,0.0,0.0,0.0740557116366773,0.0095924077600678,0.0740557116366773,0.0,0.0,0.0571784990419637,0.0082732457291811,0.0571784990419637,0.0,0.0,0.0682231600436235,0.0072507335596887,0.0682231600436235
Hydrogen Import Potential,Electricity generation_Carrier_sum 2050 Wind offshore,0.0,0.0,0.1345894927459029,0.0266391834428481,0.1345894927459029,0.0,0.0,0.0453105950421937,0.0173303074690832,0.0453105950421937,0.0,0.0,0.0620161228990495,0.0122224543872395,0.0620161228990495,0.0,0.0,0.0650269243541247,0.0129290197563639,0.0650269243541247,0.0,0.0,0.0840222888898476,0.0116321468850279,0.0840222888898476,0.0,0.0,0.0482569118481069,0.0093666044090198,0.0482569118481069,0.0,0.0,0.0635083271339317,0.0111217679226906,0.0635083271339317,0.0,0.0,0.065266367587941,0.0104574718223148,0.065266367587941,0.0,0.0,0.0767505385471281,0.0081326242326742,0.0767505385471281,0.0,0.0,0.0630667087448849,0.0082539527851418,0.0630667087448849
Hydrogen Import Potential,Electricity generation_Carrier_sum 2050 Wind onshore,0.0,0.0,0.0815848510313945,0.0159060526420227,0.0815848510313945,0.0,0.0,0.101947444513189,0.0112926607803006,0.101947444513189,0.0,0.0,0.0942712787353952,0.0071069653222412,0.0942712787353952,0.0,0.0,0.0992620862060713,0.0064625647831317,0.0992620862060713,0.0,0.0,0.1030378882566208,0.0063848445076869,0.1030378882566208,0.0,0.0,0.108690229317455,0.0056430236118568,0.108690229317455,0.0,0.0,0.1211491278251832,0.0057815224523023,0.1211491278251832,0.0,0.0,0.1224878134161778,0.0047248839170152,0.1224878134161778,0.0,0.0,0.1192269472640479,0.0048383209561398,0.1192269472640479,0.0,0.0,0.1193382416673257,0.0044001199076076,0.1193382416673257
Hydrogen Import Potential,Flexibility Capacity 2050,0.0,0.0,0.1152339258818358,0.0228203193770909,0.1152339258818358,0.0,0.0,0.0635214288215239,0.0164640009358605,0.0635214288215239,0.0,0.0,0.0504427614538797,0.0108791595340859,0.0504427614538797,0.0,0.0,0.0864918924540446,0.0099453024471474,0.0864918924540446,0.0,0.0,0.0905541277015841,0.0099952698373168,0.0905541277015841,0.0,0.0,0.0695077895045912,0.0076116786370157,0.0695077895045912,0.0,0.0,0.0774098192766808,0.0072910045387773,0.0774098192766808,0.0,0.0,0.0914547598398527,0.0065357570617067,0.0914547598398527,0.0,0.0,0.0932404775698498,0.0072356530859688,0.0932404775698498,0.0,0.0,0.0809243845785167,0.0067528409455925,0.0809243845785167
Hydrogen Import Potential,Hourly Flexibility Capacity 2050,0.0,0.0,0.1013103244468889,0.0176118299698792,0.1013103244468889,0.0,0.0,0.0629893589291708,0.0122513632712541,0.0629893589291708,0.0,0.0,0.0548027463704016,0.0104827586734558,0.0548027463704016,0.0,0.0,0.0856169960341668,0.0087934151263338,0.0856169960341668,0.0,0.0,0.0698343105194601,0.0081935173225274,0.0698343105194601,0.0,0.0,0.0665524953261179,0.0073408210702053,0.0665524953261179,0.0,0.0,0.0786698084687161,0.0058046363972873,0.0786698084687161,0.0,0.0,0.0831015620278374,0.0059595000257916,0.0831015620278374,0.0,0.0,0.0717186868426897,0.0056827845652536,0.0717186868426897,0.0,0.0,0.0751967429105009,0.0065035741132506,0.0751967429105009
Hydrogen Import Potential,Hydrogen Imports 2050,0.0,0.0,0.1267788374566141,0.0210757917525491,0.1267788374566141,0.0,0.0,0.1317602722002979,0.011155077910624,0.1317602722002979,0.0,0.0,0.1334817837873778,0.0107363055033739,0.1334817837873778,0.0,0.0,0.1328241029033046,0.0113642072128164,0.1328241029033046,0.0,0.0,0.1615246146723446,0.0072495559454187,0.1615246146723446,0.0,0.0,0.1542367768062472,0.0067658337177837,0.1542367768062472,0.0,0.0,0.1636138114723719,0.0057105706888387,0.1636138114723719,0.0,0.0,0.1590748387627625,0.0059542756781975,0.1590748387627625,0.0,0.0,0.1719012962264703,0.0059947393943636,0.1719012962264703,0.0,0.0,0.1679647364551572,0.004812055076039,0.1679647364551572
Hydrogen Import Potential,Hydrogen Production 2050,0.0,0.0,0.0397808064872494,0.0223933448075144,0.0397808064872494,0.0,0.0,0.08798572161612,0.013919320931578,0.08798572161612,0.0,0.0,0.077607026356188,0.0101756715758645,0.077607026356188,0.0,0.0,0.0803382620901605,0.0117773693134136,0.0803382620901605,0.0,0.0,0.1065862711907324,0.0090298878457867,0.1065862711907324,0.0,0.0,0.1008006248057129,0.0088038539321894,0.1008006248057129,0.0,0.0,0.1168668176669933,0.008154643924807,0.1168668176669933,0.0,0.0,0.1085965950823868,0.0078515237331806,0.1085965950823868,0.0,0.0,0.09691828532671,0.0072033778181001,0.09691828532671,0.0,0.0,0.081676859540535,0.0069408512307861,0.081676859540535
Hydrogen Import Potential,Methanol Production 2050,0.0,0.0,0.080948455812923,0.0161970056777615,0.080948455812923,0.0,0.0,0.0814501870385523,0.0080571833630182,0.0814501870385523,0.0,0.0,0.0696141416320638,0.0097433883824087,0.0696141416320638,0.0,0.0,0.087319905266691,0.008312161562891,0.087319905266691,0.0,0.0,0.0988750694231263,0.0061725662522346,0.0988750694231263,0.0,0.0,0.0899885904105731,0.0062399278915098,0.0899885904105731,0.0,0.0,0.1027192318314321,0.0058652231311982,0.1027192318314321,0.0,0.0,0.0963932297028584,0.0057195128247562,0.0963932297028584,0.0,0.0,0.0959979384897581,0.0045669730236131,0.0959979384897581,0.0,0.0,0.0879692803931261,0.0046141693383909,0.0879692803931261
Hydrogen Import Potential,Shedding Flexibility Capacity 2050,0.0,0.0,0.0392877084083874,0.0204100148081424,0.0392877084083874,0.0,0.0,0.0886967842410885,0.0148415253916546,0.0886967842410885,0.0,0.0,0.038540135290061,0.0094374008021193,0.038540135290061,0.0,0.0,0.0688777416070848,0.0090655488689085,0.0688777416070848,0.0,0.0,0.0897054133969503,0.0067268722997805,0.0897054133969503,0.0,0.0,0.0814182000854147,0.006572162716872,0.0814182000854147,0.0,0.0,0.078425603749441,0.007081361270253,0.078425603749441,0.0,0.0,0.0703880576957787,0.0062811978080582,0.0703880576957787,0.0,0.0,0.0765130461789334,0.0066225917661002,0.0765130461789334,0.0,0.0,0.0752066953835147,0.006181167467462,0.0752066953835147
Hydrogen Import Potential,Storage Flexibility Capacity 2050,0.0,0.0,0.090868026006955,0.0278243453107475,0.090868026006955,0.0,0.0,0.0652619862122772,0.0190046093019452,0.0652619862122772,0.0,0.0,0.0361668787938163,0.0161091404840339,0.0361668787938163,0.0,0.0,0.0642144126194028,0.0140454550910432,0.0642144126194028,0.0,0.0,0.0774487684902349,0.0129087716515367,0.0774487684902349,0.0,0.0,0.0944241996839716,0.010289504185571,0.0944241996839716,0.0,0.0,0.071199484172239,0.0095105093552188,0.071199484172239,0.0,0.0,0.0656500773528121,0.0098258950664123,0.0656500773528121,0.0,0.0,0.0735340729991246,0.0082423607169728,0.0735340729991246,0.0,0.0,0.0628153409093903,0.0085041358809195,0.0628153409093903
Hydrogen Import Potential,SynFuel Production 2050,0.0,0.0,0.0584286771806275,0.0160216088883326,0.0584286771806275,0.0,0.0,0.0695212381273033,0.0104914434609805,0.0695212381273033,0.0,0.0,0.0545667668336695,0.0076158878676514,0.0545667668336695,0.0,0.0,0.0734294987156268,0.00705456324608,0.0734294987156268,0.0,0.0,0.07669447742924,0.0068600432032532,0.07669447742924,0.0,0.0,0.0726892154790835,0.0058806827946566,0.0726892154790835,0.0,0.0,0.0847389588409556,0.0052271315354823,0.0847389588409556,0.0,0.0,0.0751165091822827,0.0052488225096219,0.0751165091822827,0.0,0.0,0.0810867934046531,0.0051825855145973,0.0810867934046531,0.0,0.0,0.0872030029556324,0.0053557767851082,0.0872030029556324
Hydrogen Import Potential,Weekly Flexibility Capacity 2050,0.0,0.0,0.0815005138732935,0.0192794543505929,0.0815005138732935,0.0,0.0,0.0979176335477271,0.0148382443260014,0.0979176335477271,0.0,0.0,0.0704813975066815,0.0112555657296173,0.0704813975066815,0.0,0.0,0.1080038900837269,0.0092514308846113,0.1080038900837269,0.0,0.0,0.0965301021013672,0.0090336515742465,0.0965301021013672,0.0,0.0,0.1209831858053899,0.007888906056356,0.1209831858053899,0.0,0.0,0.1071330622603884,0.0083976164887559,0.1071330622603884,0.0,0.0,0.1092377217907745,0.0075815901581843,0.1092377217907745,0.0,0.0,0.1208523229210585,0.007450578558029,0.1208523229210585,0.0,0.0,0.1201559486094289,0.0059004202406624,0.1201559486094289
Hydrogen Import Potential,comPrices 2050 Ammonia,0.0,0.0,0.1213138639390381,0.0272340380166491,0.1213138639390381,0.0,0.0,0.0710978745855014,0.0170847602136915,0.0710978745855014,0.0,0.0,0.302116766963471,0.2080773050933131,0.302116766963471,0.0,0.0,0.0908389570946278,0.0213270697869511,0.0908389570946278,0.0,0.0,0.0914181658218575,0.0115278744691831,0.0914181658218575,0.0,0.0,0.3916040128036387,0.1351590414282772,0.3916040128036387,0.0,0.0,0.1476745251466512,0.1220301431861055,0.1476745251466512,0.0,0.0,0.0732644480786076,0.0086733119474506,0.0732644480786076,0.0,0.0,0.0344815108966266,0.0919327168344885,0.0344815108966266,0.0,0.0,0.0321723985210399,0.0887965709009947,0.0321723985210399
Hydrogen Import Potential,comPrices 2050 Bio Kerosene,0.0,0.0,0.0624704361019986,0.0229770210233458,0.0624704361019986,0.0,0.0,0.0692000377116388,0.0183259393857694,0.0692000377116388,0.0,0.0,0.3361858789918689,0.1441026285118092,0.3361858789918689,0.0,0.0,0.0799380767565,0.0124145019940702,0.0799380767565,0.0,0.0,0.0561871042069373,0.011169734388101,0.0561871042069373,0.0,0.0,0.058279050508311,0.0107484666833341,0.058279050508311,0.0,0.0,0.2474044018381934,0.0679542204212715,0.2474044018381934,0.0,0.0,0.0615983504619557,0.0601753233068025,0.0615983504619557,0.0,0.0,0.1524839033892563,0.0563499121191279,0.1524839033892563,0.0,0.0,0.04762684012348,0.0489982923449781,0.04762684012348
Hydrogen Import Potential,comPrices 2050 Methanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Potential,comPrices 2050 Syn Kerosene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Potential,techStocks 2050 EPB01_02,0.0,0.0,0.0562574642677302,0.0217898914930736,0.0562574642677302,0.0,0.0,0.0415602248311832,0.0155090658989808,0.0415602248311832,0.0,0.0,0.0454730349145535,0.0102483618794492,0.0454730349145535,0.0,0.0,0.0675363427767827,0.0102981682431805,0.0675363427767827,0.0,0.0,0.0495556224275031,0.0096452949323545,0.0495556224275031,0.0,0.0,0.0647858502108824,0.0094569694486226,0.0647858502108824,0.0,0.0,0.0504393600148442,0.010114538636257,0.0504393600148442,0.0,0.0,0.0660059622668344,0.0082348316979789,0.0660059622668344,0.0,0.0,0.0523459977608472,0.0077305592452456,0.0523459977608472,0.0,0.0,0.0510501119497645,0.0070240007241882,0.0510501119497645
Hydrogen Import Potential,techStocks 2050 Hyd03_01,0.0,0.0,0.6925144927146054,0.0109307441377341,0.6925144927146054,0.0,0.0,0.778356529108648,0.0070655201361219,0.778356529108648,0.0,0.0,0.7860165118575292,0.0050420063241576,0.7860165118575292,0.0,0.0,0.8255736767970346,0.0039012922875806,0.8255736767970346,0.0,0.0,0.8596312865265356,0.0035998369740573,0.8596312865265356,0.0,0.0,0.8748001884685405,0.0031132164012461,0.8748001884685405,0.0,0.0,0.8822721693188608,0.0025417530583067,0.8822721693188608,0.0,0.0,0.8914772250077969,0.002312576587202,0.8914772250077969,0.0,0.0,0.8900155026289931,0.002123108220995,0.8900155026289931,0.0,0.0,0.8861211942600974,0.0024521443658721,0.8861211942600974
Hydrogen Import Potential,techUseNet 2050 PEU01_03,0.0,0.0,0.1149762261888238,0.0188281169214578,0.1149762261888238,0.0,0.0,0.0593445407780995,0.0123340795946319,0.0593445407780995,0.0,0.0,0.0704520980691678,0.0095568629786143,0.0704520980691678,0.0,0.0,0.068932230652113,0.008535689779348,0.068932230652113,0.0,0.0,0.0636066841350706,0.0079895612161757,0.0636066841350706,0.0,0.0,0.077584768054399,0.0066412255903379,0.077584768054399,0.0,0.0,0.077789803921775,0.0071810954695933,0.077789803921775,0.0,0.0,0.0660959943319325,0.0057376177595351,0.0660959943319325,0.0,0.0,0.074612601470582,0.0058552530437594,0.074612601470582,0.0,0.0,0.0723418241093837,0.0056969474815749,0.0723418241093837
Hydrogen Import Potential,techUseNet 2050 PNL04_01,0.0,0.0,0.1031331945333744,0.0183492737323933,0.1031331945333744,0.0,0.0,0.0835822005351487,0.0121490085725123,0.0835822005351487,0.0,0.0,0.0835470024861648,0.0066656089876055,0.0835470024861648,0.0,0.0,0.0951451024851298,0.0050922824318162,0.0951451024851298,0.0,0.0,0.1020699634873851,0.0052692088303958,0.1020699634873851,0.0,0.0,0.1199448984981636,0.0049976014504261,0.1199448984981636,0.0,0.0,0.11409396878781,0.0044780889349342,0.11409396878781,0.0,0.0,0.0997126696358066,0.0038822722689162,0.0997126696358066,0.0,0.0,0.0954006642723854,0.0041300507583211,0.0954006642723854,0.0,0.0,0.1087885942637419,0.0037001789596681,0.1087885942637419
