Parameter,Outcome,delta_raw_3200,delta_3200,delta_conf_3200,S1_3200,S1_conf_3200,delta_3200_norm
Ammonia Import Price,BioFuel Production 2050,0.10310392481998837,0.10310392481998837,0.012845928619415435,0.0,0.0,0.32625971632782036
CCS potential,BioFuel Production 2050,0.12009171606035966,0.12009171606035966,0.01263882780130595,0.0,0.0,0.44644893820254095
Flexibility Costs,BioFuel Production 2050,0.06856465296910412,0.06856465296910412,0.00859897208812762,0.0,0.0,0.08189315041359926
LNG Price,BioFuel Production 2050,0.08123374924366292,0.08123374924366292,0.008563084986213663,0.0,0.0,0.1715274531637114
Electricity Trade Price,BioFuel Production 2050,0.06640846974493703,0.06640846974493703,0.009901615117381026,0.0,0.0,0.06663807809342015
Weather Conditions,BioFuel Production 2050,0.0734227191052105,0.0734227191052105,0.009202457685678995,0.0,0.0,0.11626413958180587
Electricity Trade Ratio,BioFuel Production 2050,0.06302344824686576,0.06302344824686576,0.008234268679860001,0.0,0.0,0.04268893166668937
Electricity Trade Volume,BioFuel Production 2050,0.0583280141945353,0.0583280141945353,0.00960474524062962,0.0,0.0,0.009468570224260352
WACC,BioFuel Production 2050,0.08002153152303144,0.08002153152303144,0.008974722690744934,0.0,0.0,0.16295097005746742
Bunker Emission Reduction,BioFuel Production 2050,0.14583446620411783,0.14583446620411783,0.008760801181781451,0.0,0.0,0.6285798029462039
End-of-Life Emission Reduction,BioFuel Production 2050,0.07196237319381159,0.07196237319381159,0.008751703848822298,0.0,0.0,0.1059321407789333
CO2 Cap,Biomass Imports 2050,0.053328156288321764,0.053328156288321764,0.009151136811145233,0.0,0.0,0.03696283263242579
Buildings demand,Biomass Imports 2050,0.06419627402634982,0.06419627402634982,0.008506536030635241,0.0,0.0,0.07347976317566961
Steel Production,Biomass Imports 2050,0.07689812882780232,0.07689812882780232,0.007919564119111476,0.0,0.0,0.1161580595224267
Chemical Production,Biomass Imports 2050,0.0856138074202839,0.0856138074202839,0.009878967809199505,0.0,0.0,0.1454427836550376
Passenger Cars,Biomass Imports 2050,0.05807480404218615,0.05807480404218615,0.008309157348201373,0.0,0.0,0.05291159308195696
Bunker aviation,Biomass Imports 2050,0.05809525213887392,0.05809525213887392,0.008707434285355555,0.0,0.0,0.05298029879020265
Bunker navigation,Biomass Imports 2050,0.0760528190990981,0.0760528190990981,0.009228025679672833,0.0,0.0,0.11331781456054048
Agriculture neGHG CH4,Biomass Imports 2050,0.052692860513053844,0.052692860513053844,0.009586071217772104,0.0,0.0,0.03482823561580531
Agriculture neGHG N2O,Biomass Imports 2050,0.06107437033310258,0.06107437033310258,0.007559058659103252,0.0,0.0,0.06299015098366084
Wind offshore Costs,Biomass Imports 2050,0.0653857096114081,0.0653857096114081,0.008081045925117868,0.0,0.0,0.07747627275462424
Wind offshore Potential,Biomass Imports 2050,0.04232732979485426,0.04232732979485426,0.008958703047245303,0.0,0.0,0.0
Solar PV Costs,Biomass Imports 2050,0.06707920399785608,0.06707920399785608,0.009253893653697427,0.0,0.0,0.08316642245450359
Solar PV Potential,Biomass Imports 2050,0.05275333696206449,0.05275333696206449,0.007599894849057949,0.0,0.0,0.03503143679021809
Nuclear Costs,Biomass Imports 2050,0.07680819036699363,0.07680819036699363,0.00856281783105762,0.0,0.0,0.11585586583942807
Nuclear Potential,Biomass Imports 2050,0.05714507625779107,0.05714507625779107,0.00978925827202985,0.0,0.0,0.04978770302617631
Hydrogen Import Potential,Biomass Imports 2050,0.05577659566331901,0.05577659566331901,0.00762688720606063,0.0,0.0,0.04518960131043428
Hydrogen Import Price,Biomass Imports 2050,0.04840772766690723,0.04840772766690723,0.009190023348232152,0.0,0.0,0.020430167589381737
Biomass Import Potential,Biomass Imports 2050,0.33994592961550174,0.33994592961550174,0.012175769048590256,0.0,0.0,1.0
Biomass Import Price,Biomass Imports 2050,0.2141837968551266,0.2141837968551266,0.01193254073513674,0.0,0.0,0.5774385981381452
Ammonia Import Potential,Biomass Imports 2050,0.07273801732630775,0.07273801732630775,0.009088335396393825,0.0,0.0,0.10218006384607593
Ammonia Import Price,Biomass Imports 2050,0.06802767324455035,0.06802767324455035,0.008715264619929244,0.0,0.0,0.08635328391835646
CCS potential,Biomass Imports 2050,0.09638122779268776,0.09638122779268776,0.009905714576982838,0.0,0.0,0.18162137054071134
Flexibility Costs,Biomass Imports 2050,0.061341604004041456,0.061341604004041456,0.00955397269589001,0.0,0.0,0.06388805746900791
LNG Price,Biomass Imports 2050,0.058433522878011374,0.058433522878011374,0.008238695433892159,0.0,0.0,0.05411689018382289
Electricity Trade Price,Biomass Imports 2050,0.06774650580128978,0.06774650580128978,0.00881730687108636,0.0,0.0,0.08540855988756671
Weather Conditions,Biomass Imports 2050,0.06559686691773382,0.06559686691773382,0.008699954556990148,0.0,0.0,0.07818576237137859
Electricity Trade Ratio,Biomass Imports 2050,0.07340268073226237,0.07340268073226237,0.008692582583951032,0.0,0.0,0.10441333625027101
Electricity Trade Volume,Biomass Imports 2050,0.056710390819273496,0.056710390819273496,0.007984580450978794,0.0,0.0,0.048327157755217016
WACC,Biomass Imports 2050,0.061663358740231156,0.061663358740231156,0.009459738550222708,0.0,0.0,0.0649691550092275
Bunker Emission Reduction,Biomass Imports 2050,0.09206909566932983,0.09206909566932983,0.010642218015710121,0.0,0.0,0.16713258480636364
End-of-Life Emission Reduction,Biomass Imports 2050,0.06859081300073223,0.06859081300073223,0.008021450514364469,0.0,0.0,0.0882454363460651
CO2 Cap,BioFuel Imports 2050,0.08804527248007503,0.08804527248007503,0.005915452440232245,0.0,0.0,0.058079138520621416
Buildings demand,BioFuel Imports 2050,0.08261903148850548,0.08261903148850548,0.0051690530117729045,0.0,0.0,0.03961970120724345
Steel Production,BioFuel Imports 2050,0.07914010015556762,0.07914010015556762,0.004492399001233477,0.0,0.0,0.02778478363581848
Chemical Production,BioFuel Imports 2050,0.36492747114112445,0.36492747114112445,0.02110443847160811,0.0,0.0,1.0
Passenger Cars,BioFuel Imports 2050,0.08093988764936923,0.08093988764936923,0.004717874017399417,0.0,0.0,0.03390745022413427
Bunker aviation,BioFuel Imports 2050,0.07097262845277065,0.07097262845277065,0.004750324756881733,0.0,0.0,0.0
Bunker navigation,BioFuel Imports 2050,0.09524819423696364,0.09524819423696364,0.004944929921918583,0.0,0.0,0.08258263603409845
Agriculture neGHG CH4,BioFuel Imports 2050,0.0873151053738197,0.0873151053738197,0.0057263325615559725,0.0,0.0,0.05559519541025246
Agriculture neGHG N2O,BioFuel Imports 2050,0.07276791080063438,0.07276791080063438,0.005135995055372105,0.0,0.0,0.00610734060866302
Wind offshore Costs,BioFuel Imports 2050,0.0741686833294434,0.0741686833294434,0.005077746513201402,0.0,0.0,0.010872604946539894
Wind offshore Potential,BioFuel Imports 2050,0.08034410874262207,0.08034410874262207,0.004886544697955589,0.0,0.0,0.03188068005325197
Solar PV Costs,BioFuel Imports 2050,0.0759617308812646,0.0759617308812646,0.0050046460237363815,0.0,0.0,0.01697234304040131
Solar PV Potential,BioFuel Imports 2050,0.07159501900919682,0.07159501900919682,0.00475292550953692,0.0,0.0,0.002117299891146947
Nuclear Costs,BioFuel Imports 2050,0.08146055190626367,0.08146055190626367,0.005589983635358424,0.0,0.0,0.035678689140060005
Nuclear Potential,BioFuel Imports 2050,0.08549270086656362,0.08549270086656362,0.006044308691296103,0.0,0.0,0.049395588386978585
Hydrogen Import Potential,BioFuel Imports 2050,0.08135910022077102,0.08135910022077102,0.005258509999880461,0.0,0.0,0.035333562369686614
Hydrogen Import Price,BioFuel Imports 2050,0.0908573394957496,0.0908573394957496,0.005099977473061219,0.0,0.0,0.0676454616672548
Biomass Import Potential,BioFuel Imports 2050,0.07815815116577812,0.07815815116577812,0.005241817830837514,0.0,0.0,0.024444308000822586
Biomass Import Price,BioFuel Imports 2050,0.0957456699683153,0.0957456699683153,0.005988614438647647,0.0,0.0,0.08427499029777381
Ammonia Import Potential,BioFuel Imports 2050,0.07893114589303314,0.07893114589303314,0.005424238484007856,0.0,0.0,0.027073945669607434
Ammonia Import Price,BioFuel Imports 2050,0.07864481299779523,0.07864481299779523,0.005611204304380086,0.0,0.0,0.026099874643529877
CCS potential,BioFuel Imports 2050,0.07888765712474281,0.07888765712474281,0.00521137767450602,0.0,0.0,0.026926001965422795
Flexibility Costs,BioFuel Imports 2050,0.09096497420059835,0.09096497420059835,0.005706877570027981,0.0,0.0,0.06801162234644068
LNG Price,BioFuel Imports 2050,0.08528286792420343,0.08528286792420343,0.005289146372637808,0.0,0.0,0.04868176125475255
Electricity Trade Price,BioFuel Imports 2050,0.08309284816581433,0.08309284816581433,0.005656687197829802,0.0,0.0,0.041231570135734565
Weather Conditions,BioFuel Imports 2050,0.08150864889470943,0.08150864889470943,0.004875518243966646,0.0,0.0,0.03584230947033216
Electricity Trade Ratio,BioFuel Imports 2050,0.08075924900944514,0.08075924900944514,0.00579060421574462,0.0,0.0,0.0332929386948393
Electricity Trade Volume,BioFuel Imports 2050,0.0832922156069241,0.0832922156069241,0.005327682095073588,0.0,0.0,0.04190979485653337
WACC,BioFuel Imports 2050,0.08289191068324304,0.08289191068324304,0.005421404960800566,0.0,0.0,0.04054800431748296
Bunker Emission Reduction,BioFuel Imports 2050,0.09993379469885624,0.09993379469885624,0.006076254522654391,0.0,0.0,0.09852250087538021
End-of-Life Emission Reduction,BioFuel Imports 2050,0.08213475261786969,0.08213475261786969,0.004709090128807005,0.0,0.0,0.03797224112049396
CO2 Cap,CO2 Storage 2050,0.04716422080348493,0.04716422080348493,0.008264801950750852,0.0,0.0,0.015566083167382111
Buildings demand,CO2 Storage 2050,0.06361848674048373,0.06361848674048373,0.00817852673108214,0.0,0.0,0.03591346964853356
Steel Production,CO2 Storage 2050,0.07314486820712983,0.07314486820712983,0.007931536408568904,0.0,0.0,0.04769381683697104
Chemical Production,CO2 Storage 2050,0.058196846844417005,0.058196846844417005,0.007994108492721365,0.0,0.0,0.029209056170029835
Passenger Cars,CO2 Storage 2050,0.05643542415356853,0.05643542415356853,0.009108252786446351,0.0,0.0,0.027030876457571584
Bunker aviation,CO2 Storage 2050,0.049613195819158094,0.049613195819158094,0.009066498801171032,0.0,0.0,0.01859449180726791
Bunker navigation,CO2 Storage 2050,0.05458752393938527,0.05458752393938527,0.008888865827285387,0.0,0.0,0.024745758423102313
Agriculture neGHG CH4,CO2 Storage 2050,0.05159458267976103,0.05159458267976103,0.008326718734080463,0.0,0.0,0.021044679763128602
Agriculture neGHG N2O,CO2 Storage 2050,0.0525154279203952,0.0525154279203952,0.006766295790437291,0.0,0.0,0.022183399294723207
Wind offshore Costs,CO2 Storage 2050,0.03944176741576865,0.03944176741576865,0.008587442682331876,0.0,0.0,0.006016477960794531
Wind offshore Potential,CO2 Storage 2050,0.05332773419267729,0.05332773419267729,0.009419398443269984,0.0,0.0,0.02318789926612709
Solar PV Costs,CO2 Storage 2050,0.056620814523589774,0.056620814523589774,0.00800533088230893,0.0,0.0,0.027260130653604952
Solar PV Potential,CO2 Storage 2050,0.05240789639811805,0.05240789639811805,0.008878724292022373,0.0,0.0,0.022050425544872725
Nuclear Costs,CO2 Storage 2050,0.03457643847228444,0.03457643847228444,0.008472028666834677,0.0,0.0,0.0
Nuclear Potential,CO2 Storage 2050,0.05170378603130147,0.05170378603130147,0.009665817787629392,0.0,0.0,0.021179720901234555
Hydrogen Import Potential,CO2 Storage 2050,0.04755991370675165,0.04755991370675165,0.007858479706824406,0.0,0.0,0.01605539800290527
Hydrogen Import Price,CO2 Storage 2050,0.06559237964624347,0.06559237964624347,0.00870254361855828,0.0,0.0,0.03835439056106028
Biomass Import Potential,CO2 Storage 2050,0.045461105999126755,0.045461105999126755,0.008945636855837127,0.0,0.0,0.013460007133438588
Biomass Import Price,CO2 Storage 2050,0.05158616957801877,0.05158616957801877,0.009249354910827358,0.0,0.0,0.021034276100436483
Ammonia Import Potential,CO2 Storage 2050,0.05402609705762493,0.05402609705762493,0.00795031537870027,0.0,0.0,0.024051496534554705
Ammonia Import Price,CO2 Storage 2050,0.06063051585215613,0.06063051585215613,0.009965961473732724,0.0,0.0,0.03221853736215772
CCS potential,CO2 Storage 2050,0.843243731062466,0.843243731062466,0.007019680755522665,0.0,0.0,1.0
Flexibility Costs,CO2 Storage 2050,0.03809442360342548,0.03809442360342548,0.008448700364333457,0.0,0.0,0.004350349226902504
LNG Price,CO2 Storage 2050,0.04435228021681501,0.04435228021681501,0.007234052616644656,0.0,0.0,0.012088830393051146
Electricity Trade Price,CO2 Storage 2050,0.041915489523130275,0.041915489523130275,0.008162793764654341,0.0,0.0,0.00907548891626205
Weather Conditions,CO2 Storage 2050,0.05107054079200247,0.05107054079200247,0.007724452048296817,0.0,0.0,0.02039664825182555
Electricity Trade Ratio,CO2 Storage 2050,0.05019141469533776,0.05019141469533776,0.008243383490719035,0.0,0.0,0.01930951871818404
Electricity Trade Volume,CO2 Storage 2050,0.04018483503807205,0.04018483503807205,0.00781303686421536,0.0,0.0,0.0069353572441687005
WACC,CO2 Storage 2050,0.06179255864889957,0.06179255864889957,0.009288373532902978,0.0,0.0,0.033655522395917875
Bunker Emission Reduction,CO2 Storage 2050,0.05946604486855907,0.05946604486855907,0.008372738798821274,0.0,0.0,0.030778549626450942
End-of-Life Emission Reduction,CO2 Storage 2050,0.07608378489434368,0.07608378489434368,0.00933546456050271,0.0,0.0,0.051328088575352385
CO2 Cap,DR Flexibility Capacity 2050,0.04053310010145394,0.04053310010145394,0.008459941751877547,0.0,0.0,0.08932914500864615
Buildings demand,DR Flexibility Capacity 2050,0.12607777476429655,0.12607777476429655,0.00949919568513707,0.0,0.0,0.8566222087679977
Steel Production,DR Flexibility Capacity 2050,0.051112174039527586,0.051112174039527586,0.008434371117303626,0.0,0.0,0.18421816160346952
Chemical Production,DR Flexibility Capacity 2050,0.055806466390534555,0.055806466390534555,0.009011988806958937,0.0,0.0,0.22632362257321886
Passenger Cars,DR Flexibility Capacity 2050,0.06922901636351711,0.06922901636351711,0.008606711276117498,0.0,0.0,0.34671720093241387
Bunker aviation,DR Flexibility Capacity 2050,0.03306004127479555,0.03306004127479555,0.007996836013627003,0.0,0.0,0.02229953474523577
Bunker navigation,DR Flexibility Capacity 2050,0.06310700074820937,0.06310700074820937,0.009911557913462472,0.0,0.0,0.29180577440158817
Agriculture neGHG CH4,DR Flexibility Capacity 2050,0.07414975284424907,0.07414975284424907,0.008453760938850995,0.0,0.0,0.39085375280001056
Agriculture neGHG N2O,DR Flexibility Capacity 2050,0.05767881318391106,0.05767881318391106,0.008530853298268592,0.0,0.0,0.2431176394208144
Wind offshore Costs,DR Flexibility Capacity 2050,0.05601433381397711,0.05601433381397711,0.007590968708668288,0.0,0.0,0.22818808968140086
Wind offshore Potential,DR Flexibility Capacity 2050,0.06333155636146336,0.06333155636146336,0.008074063456236789,0.0,0.0,0.29381992624864467
Solar PV Costs,DR Flexibility Capacity 2050,0.05981491037841488,0.05981491037841488,0.00727403949957873,0.0,0.0,0.26227736581311684
Solar PV Potential,DR Flexibility Capacity 2050,0.04660636129975484,0.04660636129975484,0.008486570939071776,0.0,0.0,0.1438032687366449
Nuclear Costs,DR Flexibility Capacity 2050,0.05206028844526703,0.05206028844526703,0.007349325539287504,0.0,0.0,0.19272227492252084
Nuclear Potential,DR Flexibility Capacity 2050,0.056899789275093635,0.056899789275093635,0.008220559646485062,0.0,0.0,0.2361301835202083
Hydrogen Import Potential,DR Flexibility Capacity 2050,0.05988498539681392,0.05988498539681392,0.009752188114108735,0.0,0.0,0.2629059037761438
Hydrogen Import Price,DR Flexibility Capacity 2050,0.05463500561382231,0.05463500561382231,0.01081327061793951,0.0,0.0,0.2158162037072275
Biomass Import Potential,DR Flexibility Capacity 2050,0.081050493053958,0.081050493053958,0.010825251182829653,0.0,0.0,0.4527499505304208
Biomass Import Price,DR Flexibility Capacity 2050,0.08638922825226165,0.08638922825226165,0.010942837179527034,0.0,0.0,0.5006357424052668
Ammonia Import Potential,DR Flexibility Capacity 2050,0.06690480517473091,0.06690480517473091,0.011043532694775786,0.0,0.0,0.3258701858388823
Ammonia Import Price,DR Flexibility Capacity 2050,0.09915878483895392,0.09915878483895392,0.011511349874827879,0.0,0.0,0.6151722957894297
CCS potential,DR Flexibility Capacity 2050,0.11224195489156505,0.11224195489156505,0.010297830245301311,0.0,0.0,0.7325218055387839
Flexibility Costs,DR Flexibility Capacity 2050,0.054992770401828005,0.054992770401828005,0.008785703194061538,0.0,0.0,0.2190251754097447
LNG Price,DR Flexibility Capacity 2050,0.030573890239404156,0.030573890239404156,0.008503068692693006,0.0,0.0,0.0
Electricity Trade Price,DR Flexibility Capacity 2050,0.05008663324627177,0.05008663324627177,0.007190365479696079,0.0,0.0,0.17501957220712402
Weather Conditions,DR Flexibility Capacity 2050,0.13816704303382835,0.13816704303382835,0.010946443961647786,0.0,0.0,0.9650569152613865
Electricity Trade Ratio,DR Flexibility Capacity 2050,0.047143368387088366,0.047143368387088366,0.007851119219317198,0.0,0.0,0.1486199544616723
Electricity Trade Volume,DR Flexibility Capacity 2050,0.03746628473877186,0.03746628473877186,0.007626923812700984,0.0,0.0,0.061821340871322135
WACC,DR Flexibility Capacity 2050,0.1420628097973584,0.1420628097973584,0.011366180679686696,0.0,0.0,1.0
Bunker Emission Reduction,DR Flexibility Capacity 2050,0.07416753101634031,0.07416753101634031,0.010230499084329988,0.0,0.0,0.39101321413627366
End-of-Life Emission Reduction,DR Flexibility Capacity 2050,0.037495664591679106,0.037495664591679106,0.008054461054382638,0.0,0.0,0.06208486349781934
CO2 Cap,Daily Flexibility Capacity 2050,0.06652497791851994,0.06652497791851994,0.009192326443799578,0.0,0.0,0.14487814833360652
Buildings demand,Daily Flexibility Capacity 2050,0.1370973380809847,0.1370973380809847,0.011040891683256284,0.0,0.0,0.69739783917402
Steel Production,Daily Flexibility Capacity 2050,0.05338940977075441,0.05338940977075441,0.007687722819305546,0.0,0.0,0.042038169122074955
Chemical Production,Daily Flexibility Capacity 2050,0.08957609562850344,0.08957609562850344,0.010137779091019851,0.0,0.0,0.3253481850636527
Passenger Cars,Daily Flexibility Capacity 2050,0.06366983232926518,0.06366983232926518,0.008286115645891413,0.0,0.0,0.12252486222204968
Bunker aviation,Daily Flexibility Capacity 2050,0.07451971318189027,0.07451971318189027,0.009236744721173128,0.0,0.0,0.2074699143720296
Bunker navigation,Daily Flexibility Capacity 2050,0.08136049700809395,0.08136049700809395,0.011893677074689721,0.0,0.0,0.26102725262823895
Agriculture neGHG CH4,Daily Flexibility Capacity 2050,0.07125928597654554,0.07125928597654554,0.009603662769356158,0.0,0.0,0.18194362862279836
Agriculture neGHG N2O,Daily Flexibility Capacity 2050,0.08027749489801543,0.08027749489801543,0.009350487549333163,0.0,0.0,0.25254829585730815
Wind offshore Costs,Daily Flexibility Capacity 2050,0.06816419096672288,0.06816419096672288,0.008488893532766802,0.0,0.0,0.15771174897456075
Wind offshore Potential,Daily Flexibility Capacity 2050,0.0710279111954392,0.0710279111954392,0.01029702690308588,0.0,0.0,0.18013216699347429
Solar PV Costs,Daily Flexibility Capacity 2050,0.06545309784757052,0.06545309784757052,0.009009041747136634,0.0,0.0,0.13648626737545813
Solar PV Potential,Daily Flexibility Capacity 2050,0.05693007464023239,0.05693007464023239,0.007635998489443488,0.0,0.0,0.06975847002387157
Nuclear Costs,Daily Flexibility Capacity 2050,0.06694102715778268,0.06694102715778268,0.008659205979198838,0.0,0.0,0.14813544901793446
Nuclear Potential,Daily Flexibility Capacity 2050,0.0781759544826811,0.0781759544826811,0.007371578024390997,0.0,0.0,0.2360950773749435
Hydrogen Import Potential,Daily Flexibility Capacity 2050,0.04801994898766248,0.04801994898766248,0.009903387962912867,0.0,0.0,0.0
Hydrogen Import Price,Daily Flexibility Capacity 2050,0.07990812387592681,0.07990812387592681,0.010522023034388518,0.0,0.0,0.24965644467846157
Biomass Import Potential,Daily Flexibility Capacity 2050,0.06310058080684985,0.06310058080684985,0.011803228312620002,0.0,0.0,0.11806812201311678
Biomass Import Price,Daily Flexibility Capacity 2050,0.12244164663101807,0.12244164663101807,0.011867584576397828,0.0,0.0,0.5826566275956252
Ammonia Import Potential,Daily Flexibility Capacity 2050,0.08082981813235492,0.08082981813235492,0.01235543646840792,0.0,0.0,0.25687250241606147
Ammonia Import Price,Daily Flexibility Capacity 2050,0.12406490216839254,0.12406490216839254,0.012476279949447302,0.0,0.0,0.5953652949209126
CCS potential,Daily Flexibility Capacity 2050,0.11116762284409992,0.11116762284409992,0.010657791676720636,0.0,0.0,0.4943909082270874
Flexibility Costs,Daily Flexibility Capacity 2050,0.08059634279118377,0.08059634279118377,0.009059264042170855,0.0,0.0,0.25504459524353995
LNG Price,Daily Flexibility Capacity 2050,0.06814642915601862,0.06814642915601862,0.0076527599077693765,0.0,0.0,0.15757268957316775
