variant_id,total_system_cost,elec_generation,vre_generation,renew_generation,nuclear_generation,elec_imports,elec_exports,net_elec_imports,biomass_imports,biomass_total,net_h2_imports,nh3_imports,fossil_imports,fossil_primary,energy_imports,primary_supply,vre_share,renewable_elec_share,fossil_share_primary,import_dependency,electricity_share_supply,res_share_primary,self_sufficiency,gas_import_share,import_concentration_hhi,unit_energy_cost,ccs_volume,dac_volume,beccs_use,gas_imports,renewable_primary,unserved_energy,biofuel_imports,methanol_production,synfuel_production,hydrogen_production,h2_imports,elec_price_hv,elec_price_lv,elec_price_hv_std,feedstock_co2_price,bunker_co2_price,air_co2_price,wind_capacity,wind_offshore_capacity,wind_onshore_capacity,solar_capacity,nuclear_capacity,battery_capacity,battery_use,flex_be_use,flex_be_capacity,flex_dr_use,flex_ev_smart_use,flex_v2g_use,grid_storage_capacity,flex_use_total,flex_capacity_total,flex_capacity_installed,flex_use_per_generation
0,54022.592242183964,965.6423493807258,826.7492232973838,826.7495065716038,79.51190959401595,80.00000000134149,79.99998980815565,1.0193185843831998e-05,660.3210610767277,697.3210610754053,0.0019796024983306923,50.0000000006031,905.0191412648243,905.0191412648243,1831.3367306759444,2953.748295640617,0.8561650427071521,0.8561653360602969,0.306396839094423,0.5929201020454432,0.3360218978168954,0.6035492694731311,0.4070798979545568,0.2508983887070236,0.3459927591972907,18.289504329774786,50.000000000480426,7.815298392510836,106.73798634633206,741.090688022348,1782.7326260414006,0.016689553956195344,102.32106111711653,4.668991568579305e-06,3.775946556322671e-08,81.42350181081343,0.0019796024983306923,16.4653246288078,16.3794513648426,31.22425228738569,338.8067829969461,442.7708106159443,255.641265709394,39.53387112190936,31.71387112335719,7.8199999985521655,72.33017413151136,3.6843871442228413,164.25122442632957,671.8493167762858,35.780877234090944,6.62608837753704,74.57001687446093,139.3224121785353,2.675745914581336e-05,0.0003070252534128555,249.67333304454633,0.07432656363023914,235.14644859885897,0.2585567350113257
