kpi,parameter,delta,ci_lo,ci_hi
import_concentration_hhi,Passenger Cars,0.041828753553636855,0.054401850580039726,0.06320191717590111
import_concentration_hhi,Bunker aviation,0.04075015340163131,0.05286091419520041,0.06276408411198228
import_concentration_hhi,Bunker navigation,0.060431502818430814,0.06832387166330238,0.07824333343101604
import_concentration_hhi,Agriculture neGHG CH4,0.04999411637199966,0.05994452818802321,0.0687433021114718
import_concentration_hhi,Agriculture neGHG N2O,0.042565077068355474,0.055588642255219076,0.06479780264377819
import_concentration_hhi,Wind offshore Costs,0.05431767291531694,0.06295580507175826,0.07298246629416809
import_concentration_hhi,Wind offshore Potential,0.04212363390269262,0.05601603178996615,0.06559833274802236
import_concentration_hhi,Solar PV Costs,0.043175897481019916,0.053166621689608014,0.06198518180967991
import_concentration_hhi,Solar PV Potential,0.038112103279092355,0.05132262711099519,0.06237895669445654
import_concentration_hhi,Nuclear Costs,0.20709875775188064,0.20622528394157158,0.21741590183142048
import_concentration_hhi,Nuclear Potential,0.0625006997342533,0.07119317829642287,0.08128675435240286
import_concentration_hhi,Hydrogen Import Potential,0.03868400225859987,0.05110619083624034,0.06148296561498197
import_concentration_hhi,Hydrogen Import Price,0.05034500950301053,0.06090826183535289,0.06994130554149383
import_concentration_hhi,Biomass Import Potential,0.07195421475680847,0.07695150659392602,0.08834431125984288
import_concentration_hhi,Biomass Import Price,0.07340552540055369,0.07851802586357906,0.09048377671248395
import_concentration_hhi,Ammonia Import Potential,0.07104747598978123,0.0766147507777463,0.08647719726377723
import_concentration_hhi,Ammonia Import Price,0.0630644458221266,0.06988916248331996,0.0798113202062145
import_concentration_hhi,CCS potential,0.22719342461608266,0.2257994487148034,0.23641992020806266
import_concentration_hhi,Flexibility Costs,0.038142441163071666,0.05088574931724367,0.060762086753101234
import_concentration_hhi,LNG Price,0.03977725962046946,0.05093976224631212,0.060485309962520314
import_concentration_hhi,Electricity Trade Price,0.043117789166090575,0.05430918075010564,0.06393254076317616
import_concentration_hhi,Weather Conditions,0.07117719731815095,0.07536675639374144,0.08834430279393002
import_concentration_hhi,Electricity Trade Ratio,0.058653755607251556,0.06782886105645618,0.07731533132207205
import_concentration_hhi,Electricity Trade Volume,0.04852401852524744,0.05779166525532552,0.07000802360831064
import_concentration_hhi,WACC,0.06293145803124939,0.06926983388343001,0.07900940096266185
import_concentration_hhi,Bunker Emission Reduction,0.07818810646933191,0.08197094386831327,0.0933674956143225
import_concentration_hhi,End-of-Life Emission Reduction,0.0763545843782317,0.08134908863089477,0.0907524321327798
net_elec_imports,CO2 Cap,0.037264170702494444,0.04994068304448895,0.058314971119349794
net_elec_imports,Buildings demand,0.040719913937708886,0.05136753572417412,0.060837203122595634
net_elec_imports,Steel Production,0.03473152703710965,0.048663542827122507,0.058459543588390554
net_elec_imports,Chemical Production,0.03940427583496752,0.05062815037031873,0.06064176091161758
net_elec_imports,Passenger Cars,0.03904278041602917,0.05076234283410257,0.05945696145600399
net_elec_imports,Bunker aviation,0.03472804877280625,0.04878650173813138,0.05799291428405452
net_elec_imports,Bunker navigation,0.03760401043574637,0.04948439549689245,0.05986412965339676
net_elec_imports,Agriculture neGHG CH4,0.03546914998075074,0.04775002752530654,0.058020106066174734
net_elec_imports,Agriculture neGHG N2O,0.03885487612895029,0.05053294843469492,0.059107685937320374
net_elec_imports,Wind offshore Costs,0.04035877361391132,0.052711168297400454,0.06085643355280176
net_elec_imports,Wind offshore Potential,0.041838582655013626,0.05422711254960917,0.06355885981121262
net_elec_imports,Solar PV Costs,0.03728209694383953,0.049269628750288307,0.05799056057643044
net_elec_imports,Solar PV Potential,0.03985124645039854,0.0526244585708355,0.06098903555128766
net_elec_imports,Nuclear Costs,0.03955478692442627,0.050613147670323204,0.0602508384332158
net_elec_imports,Nuclear Potential,0.035964334880635516,0.04890460295924849,0.0585989047400061
net_elec_imports,Hydrogen Import Potential,0.03631843374702238,0.047924533869569,0.057803500286641496
net_elec_imports,Hydrogen Import Price,0.04051549937982802,0.05173952625327494,0.05982183051176658
net_elec_imports,Biomass Import Potential,0.037991969142472805,0.050559937976442135,0.05927171262265309
net_elec_imports,Biomass Import Price,0.04704830720064116,0.05717476315175306,0.06616855343072377
net_elec_imports,Ammonia Import Potential,0.037917371243520834,0.04997615827575829,0.05888882293025002
net_elec_imports,Ammonia Import Price,0.03985227982623239,0.05110917971884912,0.06191882330942424
net_elec_imports,CCS potential,0.04415429987115958,0.05358454431727272,0.06447260178270472
net_elec_imports,Flexibility Costs,0.037597539094280326,0.049674593626817684,0.059432128105498805
net_elec_imports,LNG Price,0.03474293920180562,0.04754746286226782,0.05808976366900089
net_elec_imports,Electricity Trade Price,0.07720957587777061,0.08109787634053647,0.09086380643492636
net_elec_imports,Weather Conditions,0.08522601114276973,0.08861599032193283,0.10074256183758652
net_elec_imports,Electricity Trade Ratio,0.5040160011460618,0.5018802695688428,0.5079143577219654
net_elec_imports,Electricity Trade Volume,0.3622127151186364,0.3586687108761762,0.36929340431925334
net_elec_imports,WACC,0.04348942149066745,0.05582316719700718,0.06439902734496253
net_elec_imports,Bunker Emission Reduction,0.03934121985153996,0.050524484419324625,0.061108176921187016
net_elec_imports,End-of-Life Emission Reduction,0.034739075165874114,0.04807824664284427,0.05701775964563408
biomass_imports,CO2 Cap,0.0506008393893724,0.05889897348203153,0.06880514673551348
biomass_imports,Buildings demand,0.04572770571596692,0.055394315958966586,0.0658096409514879
biomass_imports,Steel Production,0.04111460285939811,0.05271701397586521,0.060758499840053805
biomass_imports,Chemical Production,0.061437096088561384,0.06932784554455572,0.08072258864028731
biomass_imports,Passenger Cars,0.035065539815149295,0.04899613204388088,0.05976806067612393
biomass_imports,Bunker aviation,0.0443957348602392,0.054402620050879966,0.06460297187772786
biomass_imports,Bunker navigation,0.049562459544681046,0.05830228676199664,0.06891727135219343
biomass_imports,Agriculture neGHG CH4,0.0445490683295488,0.05505844959424367,0.06510850984508236
biomass_imports,Agriculture neGHG N2O,0.03708528301599799,0.05014870177937321,0.05930079586708146
biomass_imports,Wind offshore Costs,0.04356203157393786,0.055983965523669854,0.06378744317491113
biomass_imports,Wind offshore Potential,0.03591152634825343,0.04993746376529592,0.05997354362080378
biomass_imports,Solar PV Costs,0.03983023687607655,0.052175541532553917,0.060905936864873646
biomass_imports,Solar PV Potential,0.044611962067224654,0.055779601985158946,0.0654774046089693
biomass_imports,Nuclear Costs,0.04071974516103952,0.05347920828353634,0.0619740921431404
biomass_imports,Nuclear Potential,0.036759902227681544,0.050019959397863176,0.059032622192804377
biomass_imports,Hydrogen Import Potential,0.03810829817019729,0.050165233684434866,0.05989122429467592
biomass_imports,Hydrogen Import Price,0.045625505558142807,0.055777346983512874,0.06661157019536923
biomass_imports,Biomass Import Potential,0.37061088593301494,0.3704438669583602,0.3812689041861133
biomass_imports,Biomass Import Price,0.21231026807987857,0.21029047865310507,0.22191209139477627
biomass_imports,Ammonia Import Potential,0.06151792119496649,0.0694011127380011,0.08052972755453833
biomass_imports,Ammonia Import Price,0.06476630248815335,0.07041806066813777,0.08030317848738108
biomass_imports,CCS potential,0.07835269546265233,0.08110287729530855,0.09354433592362985
biomass_imports,Flexibility Costs,0.03841497532173656,0.05343501459020286,0.062398508281984795
biomass_imports,LNG Price,0.040391823851013114,0.052694168590089706,0.060663207443418334
biomass_imports,Electricity Trade Price,0.03837917850709246,0.05001605838597472,0.060326962220432365
biomass_imports,Weather Conditions,0.0431165221445788,0.05483218593237537,0.06273569879153154
biomass_imports,Electricity Trade Ratio,0.061170696100157976,0.06838413687375677,0.07890731932542024
biomass_imports,Electricity Trade Volume,0.05425617450128887,0.06254085404612564,0.07178428828791572
biomass_imports,WACC,0.05600668320761323,0.06428327082810568,0.07360646824837963
biomass_imports,Bunker Emission Reduction,0.0685325221089201,0.07695102009824828,0.08553737890483955
biomass_imports,End-of-Life Emission Reduction,0.10982818370913802,0.1104581894034265,0.12126758670811977
net_h2_imports,CO2 Cap,0.04926658914305142,0.055986866616508826,0.0677152849422436
net_h2_imports,Buildings demand,0.04687640816680602,0.05487668986097778,0.06453312052877913
net_h2_imports,Steel Production,0.037082089656623386,0.04822534020491946,0.056283745427216224
net_h2_imports,Chemical Production,0.04450555692029176,0.05377192948799474,0.06196540186667356
net_h2_imports,Passenger Cars,0.03465165814505954,0.04554138992787528,0.05437144858812983
net_h2_imports,Bunker aviation,0.040136114880380394,0.04919334035652491,0.05931041735052474
net_h2_imports,Bunker navigation,0.051536404064857204,0.05908499543882555,0.06861073429755363
net_h2_imports,Agriculture neGHG CH4,0.03872001591368282,0.04841993109389266,0.05843431047908012
net_h2_imports,Agriculture neGHG N2O,0.03447873410510522,0.04578894990162821,0.055556947406387176
net_h2_imports,Wind offshore Costs,0.040205608476013725,0.04862830340847625,0.0588948085132835
net_h2_imports,Wind offshore Potential,0.03492619046632938,0.04640305608214889,0.05606229492682069
net_h2_imports,Solar PV Costs,0.036471078290922165,0.04832484555796665,0.056986131501181515
net_h2_imports,Solar PV Potential,0.037776208557268084,0.04752692658525892,0.056588151901461645
net_h2_imports,Nuclear Costs,0.03723446805175794,0.04908819389960575,0.057402254567427896
net_h2_imports,Nuclear Potential,0.03535405051623751,0.046554858930582255,0.0563730267162588
net_h2_imports,Hydrogen Import Potential,0.11873600530562085,0.12134312867320038,0.131117620369055
net_h2_imports,Hydrogen Import Price,0.3121636646575914,0.3096959945282131,0.3200955715333252
net_h2_imports,Biomass Import Potential,0.045213078033109,0.05408119051043534,0.06648092590264028
net_h2_imports,Biomass Import Price,0.04936950728714724,0.05617959848850859,0.06496618448802931
net_h2_imports,Ammonia Import Potential,0.06894999789723465,0.07482843243841361,0.08408357319447614
net_h2_imports,Ammonia Import Price,0.05675429295112475,0.0628330971225077,0.0741736105375253
net_h2_imports,CCS potential,0.0772651627075666,0.08013856694865,0.09144026523820456
net_h2_imports,Flexibility Costs,0.0351520032124923,0.04665445364130736,0.05606913397981101
net_h2_imports,LNG Price,0.037159111398873255,0.04780755206606279,0.05620523287349251
net_h2_imports,Electricity Trade Price,0.03663860210449538,0.046969639915323276,0.0568423233873806
net_h2_imports,Weather Conditions,0.043967459604338684,0.0530604941108778,0.06270630189876199
net_h2_imports,Electricity Trade Ratio,0.055119491093076574,0.06343447322298602,0.07307563137334179
net_h2_imports,Electricity Trade Volume,0.05068484344318741,0.05732669511811156,0.06925960868407603
net_h2_imports,WACC,0.05074548109697176,0.05745158681385365,0.06813111531631678
net_h2_imports,Bunker Emission Reduction,0.047781043294250904,0.053942784298128245,0.06488858336003034
net_h2_imports,End-of-Life Emission Reduction,0.056781019289859014,0.06310416406770254,0.07335507626634893
fossil_imports,CO2 Cap,0.09872504194823796,0.10227200307590398,0.11285807716915716
fossil_imports,Buildings demand,0.038902324564296806,0.05160670918678687,0.06058699091364914
fossil_imports,Steel Production,0.03762498588350938,0.05171624227683383,0.06050242473527768
fossil_imports,Chemical Production,0.07945533918565152,0.08478132969773546,0.09624959604949326
fossil_imports,Passenger Cars,0.040289017617450344,0.05194259632800535,0.06107544050706644
fossil_imports,Bunker aviation,0.04045913383618788,0.05253800802744015,0.062076565153397704
fossil_imports,Bunker navigation,0.04341696123637055,0.055923701471495696,0.06519358037521183
fossil_imports,Agriculture neGHG CH4,0.05891082309353446,0.0660418174857378,0.07614445175714975
fossil_imports,Agriculture neGHG N2O,0.04792002534718603,0.05775846758817831,0.06752295814855526
fossil_imports,Wind offshore Costs,0.043372575633483734,0.05431901011510475,0.0648787456476596
fossil_imports,Wind offshore Potential,0.03372451876537303,0.04924082726896227,0.05635993757149051
fossil_imports,Solar PV Costs,0.03804068806134964,0.050897179973465635,0.05945103795262178
fossil_imports,Solar PV Potential,0.03902755837806309,0.05184987630008251,0.0608579242385486
fossil_imports,Nuclear Costs,0.037664939163370964,0.05134001926603413,0.06163480541275157
fossil_imports,Nuclear Potential,0.03909682632885889,0.050394456999287636,0.0596574203385429
fossil_imports,Hydrogen Import Potential,0.03807948801679267,0.05235732266414098,0.06102942224356586
fossil_imports,Hydrogen Import Price,0.0365286736508629,0.051469796983158844,0.05917372023420286
fossil_imports,Biomass Import Potential,0.04351281514257252,0.05408463002186813,0.06305896726803649
fossil_imports,Biomass Import Price,0.03844851881356057,0.05217484654220997,0.06112397889248476
fossil_imports,Ammonia Import Potential,0.04267049251422718,0.05565942125386003,0.0635096283027108
fossil_imports,Ammonia Import Price,0.03640752709004181,0.04983731296586662,0.05990256786102393
fossil_imports,CCS potential,0.4367406255002827,0.43090132646329754,0.44243065965623807
fossil_imports,Flexibility Costs,0.040197802360228865,0.052664373248321183,0.06136729316391135
fossil_imports,LNG Price,0.045010625145443565,0.05608768981266996,0.06543582444775475
fossil_imports,Electricity Trade Price,0.03847131545633779,0.05118128829321242,0.059752678787569874
fossil_imports,Weather Conditions,0.04071844695196596,0.05329689462467317,0.062461410011587726
fossil_imports,Electricity Trade Ratio,0.04364578222667242,0.0550975966267447,0.062449855396208134
fossil_imports,Electricity Trade Volume,0.03559362186825498,0.04977690242472235,0.058158878402453436
fossil_imports,WACC,0.03799557277834921,0.05134601926829884,0.060999152257934106
fossil_imports,Bunker Emission Reduction,0.06401431668544527,0.06987996237270053,0.08106856310085944
fossil_imports,End-of-Life Emission Reduction,0.08823481923148276,0.09331776451096783,0.10274050953276653
elec_generation,CO2 Cap,0.044716844364854846,0.05604974038325848,0.0649365086357489
elec_generation,Buildings demand,0.07270621022617452,0.07942777893350507,0.09064649795890797
elec_generation,Steel Production,0.0448363196220235,0.05615527245368078,0.06500020931547797
elec_generation,Chemical Production,0.08004902073260145,0.08683224505083517,0.09863231579328521
elec_generation,Passenger Cars,0.04443414025539227,0.054243793495521574,0.06418237732459324
elec_generation,Bunker aviation,0.04569181837925522,0.057791356996023724,0.0659322317090725
elec_generation,Bunker navigation,0.05709092784987725,0.06472617595947772,0.07628500354240145
elec_generation,Agriculture neGHG CH4,0.03940918531016022,0.05306566054128198,0.06283383235847095
elec_generation,Agriculture neGHG N2O,0.041669750686817796,0.05477938586472671,0.06352003109791902
elec_generation,Wind offshore Costs,0.05906444734345633,0.06609384465556582,0.07627549505616328
elec_generation,Wind offshore Potential,0.048408140200470545,0.05933880163012243,0.06975229940303927
elec_generation,Solar PV Costs,0.042285640158094294,0.05487098542800188,0.065007169889154
elec_generation,Solar PV Potential,0.041246929616881305,0.05479838009738955,0.0636049902810545
elec_generation,Nuclear Costs,0.0402238506509993,0.05344109822917901,0.06278442031267242
elec_generation,Nuclear Potential,0.04124491999870237,0.053682075604114005,0.06306708674271787
elec_generation,Hydrogen Import Potential,0.04630226788877924,0.05797530560977371,0.06642751011790801
elec_generation,Hydrogen Import Price,0.05963067346686953,0.06789261275857332,0.0786859115282658
elec_generation,Biomass Import Potential,0.04757703883397654,0.0595889813611074,0.06951950837751072
elec_generation,Biomass Import Price,0.07493718118435237,0.08010606543175842,0.0925041965817205
elec_generation,Ammonia Import Potential,0.08511512318431745,0.09119897508204555,0.10267734931426542
elec_generation,Ammonia Import Price,0.06629226141175416,0.07488131571568055,0.08281355277313934
elec_generation,CCS potential,0.0684846982235363,0.0739889969488632,0.08812493780071362
elec_generation,Flexibility Costs,0.04165811512164023,0.05467177460754889,0.06278114524873347
elec_generation,LNG Price,0.03734783562058834,0.05187193473981315,0.060861811597911035
elec_generation,Electricity Trade Price,0.050546144498319276,0.060104017572310986,0.07037173403167367
elec_generation,Weather Conditions,0.07562635650937496,0.08198288416317012,0.09337906086861203
elec_generation,Electricity Trade Ratio,0.2949403166111885,0.2896052769849518,0.30133410190460164
elec_generation,Electricity Trade Volume,0.09813261656868459,0.09894381130692398,0.11091440049626726
elec_generation,WACC,0.0812015405723664,0.08684580250600284,0.0973335229347138
elec_generation,Bunker Emission Reduction,0.04513371500896157,0.05747547012118076,0.06729070087981658
elec_generation,End-of-Life Emission Reduction,0.05778016181018604,0.06448224901399474,0.07608726607105341
vre_share,CO2 Cap,0.03826882981048026,0.049642861212198006,0.06065115923699332
vre_share,Buildings demand,0.04917401168805206,0.059209245302220284,0.06977779746370627
vre_share,Steel Production,0.0359346918280952,0.04867130382595516,0.05813462806396593
vre_share,Chemical Production,0.050973063973149914,0.05923385945115775,0.07119327284214423
vre_share,Passenger Cars,0.03767380444461047,0.04829871738982003,0.057014181869618576
vre_share,Bunker aviation,0.04238178319006955,0.05189582424962566,0.059642632010252515
vre_share,Bunker navigation,0.042146145419829285,0.05134051641150449,0.06309643426235426
vre_share,Agriculture neGHG CH4,0.03528548164736276,0.04608995095795194,0.0553304258553292
vre_share,Agriculture neGHG N2O,0.03553590263743747,0.04713597781918868,0.05455437089955836
vre_share,Wind offshore Costs,0.05450745147666614,0.06161773965087375,0.07036339273275496
vre_share,Wind offshore Potential,0.04700976610210186,0.05517627772543811,0.06672826399932068
vre_share,Solar PV Costs,0.039594475408735515,0.05060335479779193,0.06070295467741682
vre_share,Solar PV Potential,0.03842573379322644,0.049786861147172394,0.060081407702498105
vre_share,Nuclear Costs,0.20563802213478222,0.20340942237292498,0.21536049920649503
vre_share,Nuclear Potential,0.06318370838413948,0.07009144451134322,0.08096828640054154
vre_share,Hydrogen Import Potential,0.03497610624041549,0.045586636465395326,0.0556676754340385
vre_share,Hydrogen Import Price,0.043079062980941454,0.052833166030106675,0.061240835369633026
vre_share,Biomass Import Potential,0.045107854718411396,0.05364558728403706,0.0639858490073494
vre_share,Biomass Import Price,0.048093954689923314,0.05800722441293938,0.06649888008856795
vre_share,Ammonia Import Potential,0.05205694931580774,0.05977063442438789,0.0706868398467946
vre_share,Ammonia Import Price,0.04899201272655472,0.05594028501226203,0.06610599129935564
vre_share,CCS potential,0.04651711603362116,0.05465099995925129,0.0638445175006891
vre_share,Flexibility Costs,0.03639852600596804,0.047886197711006925,0.05676175216675888
vre_share,LNG Price,0.03278467464737815,0.04545756830194263,0.05444652024195658
vre_share,Electricity Trade Price,0.05962543040812444,0.06709801184505317,0.07745784783474106
vre_share,Weather Conditions,0.09559968936203511,0.09549144246310565,0.10616295731370856
vre_share,Electricity Trade Ratio,0.20264912515698136,0.20038092462145965,0.21205624048007196
vre_share,Electricity Trade Volume,0.22438093838946915,0.22287231084785702,0.23356893089472974
vre_share,WACC,0.06340051441928693,0.06867981971402476,0.07902533161928474
vre_share,Bunker Emission Reduction,0.0412659090960201,0.051735023070303574,0.06110151206022955
vre_share,End-of-Life Emission Reduction,0.04160699274219123,0.050523842496567224,0.060356181036006935
renewable_elec_share,CO2 Cap,0.039194476506125606,0.04960775118496861,0.060398598731438546
renewable_elec_share,Buildings demand,0.04721615087230527,0.05854543336972232,0.06868076619641336
renewable_elec_share,Steel Production,0.035025361422498805,0.04560617800828933,0.05627599018761504
renewable_elec_share,Chemical Production,0.055120671598035395,0.06357908824022203,0.07367074495884939
renewable_elec_share,Passenger Cars,0.03751101785045144,0.04806753929474739,0.05858004883597874
renewable_elec_share,Bunker aviation,0.04048314734324747,0.05110570208878933,0.058477259580113426
renewable_elec_share,Bunker navigation,0.040799481316804394,0.05134669021753279,0.06066206154833868
renewable_elec_share,Agriculture neGHG CH4,0.03660895795577006,0.04786070044734243,0.0569750718313907
renewable_elec_share,Agriculture neGHG N2O,0.03744492752623848,0.049000686100896966,0.05761554178428363
renewable_elec_share,Wind offshore Costs,0.05302460306551242,0.0591915788582084,0.07046098097910163
renewable_elec_share,Wind offshore Potential,0.04603264253201709,0.05586614472308789,0.06317367390321166
renewable_elec_share,Solar PV Costs,0.038025729734586566,0.05061853478454269,0.058066573457867636
renewable_elec_share,Solar PV Potential,0.04038510677690342,0.05063877042886019,0.06021403029201553
renewable_elec_share,Nuclear Costs,0.21496600713235,0.21197184249316506,0.22286720595070353
renewable_elec_share,Nuclear Potential,0.06756938576809596,0.0739288934446135,0.08446530395460104
renewable_elec_share,Hydrogen Import Potential,0.036297046332399004,0.04845657702643103,0.05695322813760174
renewable_elec_share,Hydrogen Import Price,0.040503304810651584,0.05065880707163894,0.0598042914553948
renewable_elec_share,Biomass Import Potential,0.0488974501890747,0.05537819342029724,0.06621405925088555
renewable_elec_share,Biomass Import Price,0.04938809047588237,0.05652812025362528,0.0661604134898552
renewable_elec_share,Ammonia Import Potential,0.0484290587011902,0.058246276834199875,0.06708535617191627
renewable_elec_share,Ammonia Import Price,0.04888139851988128,0.05569996585873051,0.06608715392891296
renewable_elec_share,CCS potential,0.05153637691578984,0.060285531596712336,0.06858621664904692
renewable_elec_share,Flexibility Costs,0.03859621699344305,0.04936175644706353,0.05916108251838107
renewable_elec_share,LNG Price,0.03433309431132886,0.04561731670579692,0.05478571377319992
renewable_elec_share,Electricity Trade Price,0.055681917780655295,0.0653125521173367,0.07494146284971082
renewable_elec_share,Weather Conditions,0.09263926017753296,0.0921800648779963,0.10531694778077223
renewable_elec_share,Electricity Trade Ratio,0.2030929082879603,0.2001771891999051,0.21065417593311203
renewable_elec_share,Electricity Trade Volume,0.1945587975690794,0.19406365175352083,0.2058386387432028
renewable_elec_share,WACC,0.06343621064167872,0.06871746114884884,0.07980556996591032
renewable_elec_share,Bunker Emission Reduction,0.04465350517553184,0.052800630804998916,0.06323741793147769
renewable_elec_share,End-of-Life Emission Reduction,0.0448021786077545,0.05305054957818568,0.06283347887255517
res_share_primary,CO2 Cap,0.05687448099185471,0.06669396164571244,0.07656482669057285
res_share_primary,Buildings demand,0.04686738900770822,0.058406208093361806,0.06792598115383779
res_share_primary,Steel Production,0.042418654424788524,0.05496851697300003,0.06391155253858562
res_share_primary,Chemical Production,0.03719468118427478,0.052162746600204014,0.06280055756401295
res_share_primary,Passenger Cars,0.040889280873145695,0.05416596824517355,0.06327237842540466
res_share_primary,Bunker aviation,0.041166295860843485,0.05259813211987258,0.06243550473511109
res_share_primary,Bunker navigation,0.043676759904759485,0.055706128891937955,0.06348738247899995
res_share_primary,Agriculture neGHG CH4,0.04465662177773239,0.057643364820323076,0.06649449945910055
res_share_primary,Agriculture neGHG N2O,0.03653179063415864,0.05185020976396667,0.05973185232913399
res_share_primary,Wind offshore Costs,0.05722749702212488,0.0672419728961489,0.07642056044241266
res_share_primary,Wind offshore Potential,0.0469127674401442,0.05761297769844236,0.06751635440647892
res_share_primary,Solar PV Costs,0.04106224865640329,0.05326114432324405,0.06372126798586648
res_share_primary,Solar PV Potential,0.03932618522151696,0.053818537200112426,0.06320212327696689
res_share_primary,Nuclear Costs,0.15849615771043346,0.15847959872662593,0.1705213364484355
res_share_primary,Nuclear Potential,0.048816052108056764,0.05917805613459906,0.06893143151165718
res_share_primary,Hydrogen Import Potential,0.047706357679876465,0.05767715336865966,0.06767122359850938
res_share_primary,Hydrogen Import Price,0.06395650191197354,0.06971777501469643,0.08158002409030246
res_share_primary,Biomass Import Potential,0.08299936200956812,0.08898116266185997,0.09960290306309327
res_share_primary,Biomass Import Price,0.09994603315404482,0.101385867911749,0.11446780450729192
res_share_primary,Ammonia Import Potential,0.07297277767734105,0.07933494835456713,0.09062082494570954
res_share_primary,Ammonia Import Price,0.08155984389928757,0.08588442375555418,0.09564778436616611
res_share_primary,CCS potential,0.14434093916678964,0.14511662813559115,0.15460158271166552
res_share_primary,Flexibility Costs,0.03921650271173272,0.05204140017799406,0.06070151767572629
res_share_primary,LNG Price,0.03842413530822709,0.05220546418242391,0.05947151914307813
res_share_primary,Electricity Trade Price,0.034854603581458345,0.05013777437332965,0.05859425381869647
res_share_primary,Weather Conditions,0.07080868493461276,0.07824251247505618,0.08734390805087078
res_share_primary,Electricity Trade Ratio,0.04942807660007111,0.0608368534105012,0.06978777089643019
res_share_primary,Electricity Trade Volume,0.06202526281839541,0.06755731149877756,0.07940396977353677
res_share_primary,WACC,0.04313801477517777,0.05592731451675441,0.06604159708683198
res_share_primary,Bunker Emission Reduction,0.04896560276758288,0.05899204474030765,0.06932409906274872
res_share_primary,End-of-Life Emission Reduction,0.07762263745074593,0.08101587947624164,0.094166944746027
electricity_share_supply,CO2 Cap,0.04727508305327449,0.05752216530004314,0.06659018656066404
electricity_share_supply,Buildings demand,0.06105303050022295,0.06753356675814992,0.07940983360357441
electricity_share_supply,Steel Production,0.03685096559686203,0.051018635930940054,0.061654059986531416
electricity_share_supply,Chemical Production,0.04352616840597769,0.0548484200978822,0.06464659535777552
electricity_share_supply,Passenger Cars,0.041550842949921854,0.055198430763872534,0.06281538825550587
electricity_share_supply,Bunker aviation,0.04038933512822585,0.05338496502484319,0.06313595680123771
electricity_share_supply,Bunker navigation,0.04266559209905624,0.05236931232591006,0.06188767167158459
electricity_share_supply,Agriculture neGHG CH4,0.04347720042267423,0.055385371289590625,0.06538899720583123
electricity_share_supply,Agriculture neGHG N2O,0.04050929079916026,0.052990367580559285,0.06280059102260462
electricity_share_supply,Wind offshore Costs,0.0711794463516435,0.07444071316578109,0.0869841409848405
electricity_share_supply,Wind offshore Potential,0.05417640349788985,0.06340604347779437,0.07351391772594928
electricity_share_supply,Solar PV Costs,0.04527114121717994,0.05493647480534264,0.0652114751426616
electricity_share_supply,Solar PV Potential,0.038057873159391215,0.051752291287853566,0.05964133783583993
electricity_share_supply,Nuclear Costs,0.07117495953559562,0.0771797021483666,0.08797443227153841
electricity_share_supply,Nuclear Potential,0.04143945308695902,0.05425610890224666,0.06423097342658582
electricity_share_supply,Hydrogen Import Potential,0.0439997451902471,0.0555040697791755,0.06674741536699048
electricity_share_supply,Hydrogen Import Price,0.06561061672844662,0.07279803579773798,0.08454263765892003
electricity_share_supply,Biomass Import Potential,0.0934519490700568,0.09478448708624171,0.10728152962205204
electricity_share_supply,Biomass Import Price,0.13529577128400216,0.13514397073710013,0.14594730542066287
electricity_share_supply,Ammonia Import Potential,0.08346330995933338,0.08777690672210865,0.10083164783777757
electricity_share_supply,Ammonia Import Price,0.07088540977448306,0.07709123919897835,0.08754448895503601
electricity_share_supply,CCS potential,0.11881103680856218,0.11921807576779439,0.13111794560967674
electricity_share_supply,Flexibility Costs,0.04195029420550208,0.054829529474938736,0.06350489459716135
electricity_share_supply,LNG Price,0.044055996940934226,0.05541188374858266,0.06523982126417831
electricity_share_supply,Electricity Trade Price,0.04396978877448957,0.05542395955349117,0.06409097282984515
electricity_share_supply,Weather Conditions,0.08492869615691935,0.08962202897986712,0.10054617549377952
electricity_share_supply,Electricity Trade Ratio,0.1041349030850516,0.10573045174777645,0.11838875091662618
electricity_share_supply,Electricity Trade Volume,0.0797906557140669,0.08501625469293307,0.09611434300853298
electricity_share_supply,WACC,0.09111869831453495,0.09417205090062264,0.10522140980610697
electricity_share_supply,Bunker Emission Reduction,0.041266538701164465,0.0548867724305204,0.06287544626461694
electricity_share_supply,End-of-Life Emission Reduction,0.05858171964158533,0.06641840152886759,0.07598384771809798
nuclear_generation,CO2 Cap,0.036053974879407175,0.037525728635732364,0.04956141330600526
nuclear_generation,Buildings demand,0.023274129865486215,0.029580129205010422,0.03880761645566803
nuclear_generation,Steel Production,0.02630305939316843,0.029612458967236778,0.03915397032441125
nuclear_generation,Chemical Production,0.035308863791080725,0.037111796064257255,0.04634917734828741
nuclear_generation,Passenger Cars,0.023133183156248464,0.02840429183077683,0.03789573164743465
nuclear_generation,Bunker aviation,0.025400429238435555,0.030654908115448704,0.03889866988875429
nuclear_generation,Bunker navigation,0.034547716139667964,0.03641382352682936,0.045838574141217295
nuclear_generation,Agriculture neGHG CH4,0.02680288931276443,0.030618891275948287,0.04021312743685305
nuclear_generation,Agriculture neGHG N2O,0.021487587677573656,0.028345302686440563,0.03520135550328182
nuclear_generation,Wind offshore Costs,0.03790172990616241,0.04082132120710195,0.049664035312439764
nuclear_generation,Wind offshore Potential,0.030654344376065616,0.03436430499872684,0.04261258779313745
nuclear_generation,Solar PV Costs,0.027903113748757317,0.03006545154743266,0.04127918088892248
