kpi,parameter,delta,ci_lo,ci_hi
unit_energy_cost,Nuclear Potential,0.04529362333159412,0.05526740778260865,0.06505134754992191
unit_energy_cost,Hydrogen Import Potential,0.03901456531767824,0.05178849580671786,0.0614916260603123
unit_energy_cost,Hydrogen Import Price,0.04165602757518696,0.05251137784703478,0.06207705951161712
unit_energy_cost,Biomass Import Potential,0.057816163142521124,0.06316855587932207,0.07590526752905499
unit_energy_cost,Biomass Import Price,0.14976771878013712,0.14860657179918413,0.1597459974983966
unit_energy_cost,Ammonia Import Potential,0.04735639757915697,0.055058069763163894,0.06530312203056005
unit_energy_cost,Ammonia Import Price,0.04630531614537323,0.05708690642807701,0.06668655169735839
unit_energy_cost,CCS potential,0.08914204063854304,0.09147879835189722,0.10544204481426711
unit_energy_cost,Flexibility Costs,0.038069435066709685,0.05064208310045731,0.05955310986403772
unit_energy_cost,LNG Price,0.04091341482533794,0.05339837601030622,0.061688785305846094
unit_energy_cost,Electricity Trade Price,0.046217210561508536,0.05525981537963302,0.0664795802894789
unit_energy_cost,Weather Conditions,0.04613115504286511,0.057545457150503285,0.06528676268474927
unit_energy_cost,Electricity Trade Ratio,0.1789055770707062,0.17367101908264415,0.1890869045353731
unit_energy_cost,Electricity Trade Volume,0.0644174998825874,0.07073954604276093,0.08048813541467173
unit_energy_cost,WACC,0.21153763699466985,0.20931908659876858,0.221210591573266
unit_energy_cost,Bunker Emission Reduction,0.04137446449956947,0.053003748681516576,0.06214571900842969
unit_energy_cost,End-of-Life Emission Reduction,0.0482260103937743,0.057909250153172304,0.06715064110872723
co2_price,CO2 Cap,0.07737172706962295,0.08434509117263776,0.09445381027836576
co2_price,Buildings demand,0.05029908736867741,0.06255377080838546,0.0749349761152961
co2_price,Steel Production,0.04651122287658938,0.06159230728503738,0.07027647747019776
co2_price,Chemical Production,0.05492977492857651,0.06864692765528364,0.07701084628880538
co2_price,Passenger Cars,0.043039787555157076,0.05951480722367584,0.06878363455229666
co2_price,Bunker aviation,0.05002174599181252,0.06299336622166281,0.07223978389003557
co2_price,Bunker navigation,0.0764400528226873,0.08510153016469608,0.0939771714140719
co2_price,Agriculture neGHG CH4,0.056182213669698965,0.068348169921082,0.07994282301008736
co2_price,Agriculture neGHG N2O,0.05034717570235489,0.0640825442652915,0.07502467170431905
co2_price,Wind offshore Costs,0.04956066626271202,0.06380665492719786,0.07231617615947517
co2_price,Wind offshore Potential,0.04678743670516031,0.059374399463228034,0.0706730837201213
co2_price,Solar PV Costs,0.04384227945936336,0.06123019832845468,0.06937899395152579
co2_price,Solar PV Potential,0.04740603662898078,0.06312313976107171,0.07191256234266064
co2_price,Nuclear Costs,0.05604418933725831,0.06734037442537381,0.07717068290645286
co2_price,Nuclear Potential,0.046761414636979894,0.06285529634159553,0.07219726072789179
co2_price,Hydrogen Import Potential,0.04851386479059848,0.06339917594046865,0.07273563792595733
co2_price,Hydrogen Import Price,0.08434496255170118,0.09183037916600134,0.10345950754213191
co2_price,Biomass Import Potential,0.08023173316572044,0.08721591360326773,0.09836904108861413
co2_price,Biomass Import Price,0.18280880591045592,0.18480933754150758,0.1967033565435406
co2_price,Ammonia Import Potential,0.11658363417123839,0.11853972795256477,0.1296143097419658
co2_price,Ammonia Import Price,0.18729417838984144,0.1881965350669594,0.2014943337888871
co2_price,CCS potential,0.16471213042881233,0.16398003664254757,0.17516221504266258
co2_price,Flexibility Costs,0.04693123362088965,0.06043019707533991,0.069741655306398
