kpi,parameter,delta,delta_unclipped,raw,noise_floor,floor_sd,classes,significant
elec_price_hv,Wind offshore Potential,1.1868241468135799e-05,1.1868241468135799e-05,0.002069700604054245,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Solar PV Costs,0.0,-6.238933569777116e-05,0.001995443026888338,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Solar PV Potential,6.239083391140071e-05,6.239083391140071e-05,0.0021202231964975097,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Nuclear Costs,0.0,-0.00021045307361900736,0.0018473792889671017,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Nuclear Potential,0.0003062912249277212,0.0003062912249277212,0.00236412358751383,0.002057832362586109,0.00013073123992406055,13,True
elec_price_hv,Hydrogen Import Potential,0.0,-0.00018704106831454498,0.001870791294271564,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Hydrogen Import Price,9.222843894243337e-05,9.222843894243337e-05,0.0021500608015285424,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Biomass Import Potential,8.195557353292198e-05,8.195557353292198e-05,0.002139787936119031,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Biomass Import Price,0.00013820254832428748,0.00013820254832428748,0.0021960349109103965,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Ammonia Import Potential,0.0,-2.4955515689946157e-05,0.002032876846896163,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Ammonia Import Price,0.0,-0.0001362326987041475,0.0019215996638819615,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,CCS potential,0.0,-4.925453902302965e-05,0.0020085778235630794,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Flexibility Costs,8.578412575330555e-05,8.578412575330555e-05,0.0021436164883394146,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,LNG Price,0.0,-2.0136930171847558e-05,0.0020376954324142615,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Electricity Trade Price,0.0001663255204757022,0.0001663255204757022,0.0022241578830618112,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Weather Conditions,0.00025160701239034487,0.00025160701239034487,0.002309439374976454,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Electricity Trade Ratio,0.0002066286127568001,0.0002066286127568001,0.002264460975342909,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Electricity Trade Volume,0.0001765427853700624,0.0001765427853700624,0.0022343751479561714,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,WACC,0.0,-4.975179671538876e-07,0.002057334844618955,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,Bunker Emission Reduction,0.0,-7.982423350256281e-05,0.0019780081290835462,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv,End-of-Life Emission Reduction,0.0,-0.00017455866917183188,0.0018832736934142771,0.002057832362586109,0.00013073123992406055,13,False
elec_price_hv_std,CO2 Cap,0.00031929403122225863,0.00031929403122225863,0.036389114807453965,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Buildings demand,0.011169004591163677,0.011169004591163677,0.04723882536739538,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,Steel Production,0.00032853602645387114,0.00032853602645387114,0.03639835680268558,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Chemical Production,0.0008046811018453184,0.0008046811018453184,0.036874501878077025,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Passenger Cars,0.005737300399044028,0.005737300399044028,0.041807121175275734,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,Bunker aviation,8.241922821648068e-05,8.241922821648068e-05,0.03615224000444819,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Bunker navigation,0.006642908846477072,0.006642908846477072,0.04271272962270878,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,Agriculture neGHG CH4,8.740188133003757e-05,8.740188133003757e-05,0.036157222657561744,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Agriculture neGHG N2O,0.0010291658438876666,0.0010291658438876666,0.03709898662011937,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Wind offshore Costs,0.0011880034224205083,0.0011880034224205083,0.037257824198652215,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Wind offshore Potential,0.004539795251567391,0.004539795251567391,0.0406096160277991,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Solar PV Costs,0.0026556200854667075,0.0026556200854667075,0.038725440861698414,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Solar PV Potential,0.0006664782568018557,0.0006664782568018557,0.03673629903303356,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Nuclear Costs,0.0036258044667104306,0.0036258044667104306,0.03969562524294214,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Nuclear Potential,0.0,-0.00047932857442328086,0.035590492201808425,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Hydrogen Import Potential,0.0053308723515532175,0.0053308723515532175,0.041400693127784924,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,Hydrogen Import Price,0.0024678415198163065,0.0024678415198163065,0.03853766229604801,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Biomass Import Potential,0.01261545628289204,0.01261545628289204,0.04868527705912375,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,Biomass Import Price,0.017568445911102362,0.017568445911102362,0.05363826668733407,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,Ammonia Import Potential,0.017017274990121484,0.017017274990121484,0.05308709576635319,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,Ammonia Import Price,0.017046259616893142,0.017046259616893142,0.05311608039312485,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,CCS potential,0.022376277045335173,0.022376277045335173,0.05844609782156688,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,Flexibility Costs,0.06988051495965611,0.06988051495965611,0.10595033573588782,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,LNG Price,0.0,-0.0018931520171113145,0.03417666875912039,0.036069820776231706,0.00245365303489862,13,False
elec_price_hv_std,Electricity Trade Price,0.02696360923914999,0.02696360923914999,0.0630334300153817,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,Weather Conditions,0.06787840996447002,0.06787840996447002,0.10394823074070172,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,Electricity Trade Ratio,0.2693242986322782,0.2693242986322782,0.3053941194085099,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,Electricity Trade Volume,0.14514887770914386,0.14514887770914386,0.18121869848537556,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,WACC,0.04817932439876703,0.04817932439876703,0.08424914517499874,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,Bunker Emission Reduction,0.007002002990144772,0.007002002990144772,0.04307182376637648,0.036069820776231706,0.00245365303489862,13,True
elec_price_hv_std,End-of-Life Emission Reduction,0.009954504201897058,0.009954504201897058,0.046024324978128764,0.036069820776231706,0.00245365303489862,13,True
elec_price_lv,CO2 Cap,0.0024444417733901352,0.0024444417733901352,0.053004337490868414,0.05055989571747828,0.002353914128410441,13,False
elec_price_lv,Buildings demand,0.006374826270843778,0.006374826270843778,0.05693472198832206,0.05055989571747828,0.002353914128410441,13,True
elec_price_lv,Steel Production,0.0030589258401637967,0.0030589258401637967,0.053618821557642075,0.05055989571747828,0.002353914128410441,13,False
elec_price_lv,Chemical Production,0.006368950236944927,0.006368950236944927,0.056928845954423206,0.05055989571747828,0.002353914128410441,13,True
elec_price_lv,Passenger Cars,0.0014830723646361843,0.0014830723646361843,0.05204296808211446,0.05055989571747828,0.002353914128410441,13,False
elec_price_lv,Bunker aviation,0.0019085840629623277,0.0019085840629623277,0.052468479780440606,0.05055989571747828,0.002353914128410441,13,False
elec_price_lv,Bunker navigation,0.003557512968378869,0.003557512968378869,0.05411740868585715,0.05055989571747828,0.002353914128410441,13,False
elec_price_lv,Agriculture neGHG CH4,0.0034821438162336155,0.0034821438162336155,0.054042039533711894,0.05055989571747828,0.002353914128410441,13,False
elec_price_lv,Agriculture neGHG N2O,0.0,-0.0011104931936132684,0.04944940252386501,0.05055989571747828,0.002353914128410441,13,False
elec_price_lv,Wind offshore Costs,0.002192457826320049,0.002192457826320049,0.05275235354379833,0.05055989571747828,0.002353914128410441,13,False
