kpi,parameter,mu_star,sigma,n_eff
biomass_imports,Solar PV Potential,1.5249480485997273,5.5983101735551575,88
biomass_imports,Nuclear Costs,22.89723612768735,59.004166920903494,84
biomass_imports,Nuclear Potential,10.458530488711263,27.713991293466513,84
biomass_imports,Hydrogen Import Potential,30.727480711441817,87.25998791772471,86
biomass_imports,Hydrogen Import Price,56.36257296194735,141.12282296047985,111
biomass_imports,Biomass Import Potential,234.27395434428146,175.07436612875605,103
biomass_imports,Biomass Import Price,341.19507814577133,409.3456404173235,95
biomass_imports,Ammonia Import Potential,94.45317797259449,169.3742264109451,94
biomass_imports,Ammonia Import Price,67.52554466182181,137.95329381763386,90
biomass_imports,CCS potential,110.63335249309841,167.12262321398228,83
biomass_imports,Flexibility Costs,3.03197469345898,12.253353642573753,81
biomass_imports,LNG Price,5.746846418711711,18.76698701419217,125
biomass_imports,Electricity Trade Price,12.96964683611034,30.70726165094046,123
biomass_imports,Weather Conditions,84.00479191930133,165.20083081849165,116
biomass_imports,Electricity Trade Ratio,51.15205167323449,111.40749905235315,87
biomass_imports,Electricity Trade Volume,85.55045244205313,145.91692917404643,95
biomass_imports,WACC,45.457267612855915,91.2101179687777,103
biomass_imports,Bunker Emission Reduction,59.92283011481268,93.19856662122089,83
biomass_imports,End-of-Life Emission Reduction,196.31362240030091,343.2760794217399,89
net_h2_imports,CO2 Cap,16.26959825393347,33.77935262482632,103
net_h2_imports,Buildings demand,6.963711201804293,18.257870603495743,79
net_h2_imports,Steel Production,8.412971348832532,15.718620672448532,86
net_h2_imports,Chemical Production,28.303587272608507,77.9503071690819,97
net_h2_imports,Passenger Cars,1.1280887785450693,3.3726000797919573,94
net_h2_imports,Bunker aviation,4.744017689654545,12.437979929672753,98
net_h2_imports,Bunker navigation,17.598958909332946,43.31211358247926,102
net_h2_imports,Agriculture neGHG CH4,9.962523886668151,23.62328747946027,101
net_h2_imports,Agriculture neGHG N2O,2.504926907424145,8.14718149570777,105
net_h2_imports,Wind offshore Costs,8.69907040773917,35.33046387488585,104
net_h2_imports,Wind offshore Potential,8.5859742142837,32.25621177459342,85
net_h2_imports,Solar PV Costs,2.187142573598941,12.502504361803107,97
net_h2_imports,Solar PV Potential,2.344977307992437,16.288138396972734,88
net_h2_imports,Nuclear Costs,4.596003193090701,19.132376086325134,84
net_h2_imports,Nuclear Potential,6.253158697708919,25.64430506144711,84
net_h2_imports,Hydrogen Import Potential,101.11313371798526,152.3327542912352,86
net_h2_imports,Hydrogen Import Price,150.44900593898635,221.06228911881422,111
net_h2_imports,Biomass Import Potential,23.013825016634566,52.29031605190056,103
net_h2_imports,Biomass Import Price,20.109946835624935,71.34766085353291,95
net_h2_imports,Ammonia Import Potential,37.60877900657294,81.929616784062,94
net_h2_imports,Ammonia Import Price,16.633100174590727,63.24630774492691,90
net_h2_imports,CCS potential,23.7749971955082,71.1203449033521,83
net_h2_imports,Flexibility Costs,1.6498980752025916,8.606444945858398,81
net_h2_imports,LNG Price,2.0486665125938446,10.453697639937614,125
net_h2_imports,Electricity Trade Price,4.836604619186569,18.880561391542624,123
net_h2_imports,Weather Conditions,32.44295631744552,75.93593637602609,116
net_h2_imports,Electricity Trade Ratio,24.33202280291576,70.30337720705735,87
net_h2_imports,Electricity Trade Volume,20.07983376557034,54.73147398867812,95
net_h2_imports,WACC,24.02537277099111,55.9904196159802,103
net_h2_imports,Bunker Emission Reduction,19.751978569432286,45.75761686718194,83
net_h2_imports,End-of-Life Emission Reduction,16.8883007550077,52.817714637007796,89
fossil_imports,CO2 Cap,164.25814552905138,53.54537074119255,103
fossil_imports,Buildings demand,20.28740654487825,54.431544766138025,79
fossil_imports,Steel Production,9.807625495546766,26.651233622905462,86
fossil_imports,Chemical Production,192.87104598041694,239.78114241334643,97
fossil_imports,Passenger Cars,0.5796292159632478,1.1092735843753136,94
fossil_imports,Bunker aviation,24.722390979999187,30.558788315823172,98
fossil_imports,Bunker navigation,40.60611589679548,69.67871979374087,102
fossil_imports,Agriculture neGHG CH4,87.22792344296195,21.34098625540151,101
fossil_imports,Agriculture neGHG N2O,37.544918177514916,35.886496438250155,105
fossil_imports,Wind offshore Costs,16.188634407802944,36.531146330496355,104
fossil_imports,Wind offshore Potential,11.22277852213827,32.412888406131025,85
fossil_imports,Solar PV Costs,8.004256583952554,37.03775781620209,97
fossil_imports,Solar PV Potential,1.6917155249112645,5.483762784630588,88
fossil_imports,Nuclear Costs,9.517207752446122,22.11703621205355,84
fossil_imports,Nuclear Potential,4.931294614938886,15.184579697459982,84
fossil_imports,Hydrogen Import Potential,21.097051990388916,54.168033257572624,86
fossil_imports,Hydrogen Import Price,18.421787259426786,51.2495330490872,111
fossil_imports,Biomass Import Potential,113.96546696107667,278.2866379415953,103
fossil_imports,Biomass Import Price,44.163697130192666,108.91597504151972,95
fossil_imports,Ammonia Import Potential,43.9252262906564,79.80282308880112,94
fossil_imports,Ammonia Import Price,44.38099318307313,122.60841966684406,90
fossil_imports,CCS potential,517.6326676627059,125.40000270638484,83
fossil_imports,Flexibility Costs,2.941258051101381,7.718513656885178,81
fossil_imports,LNG Price,16.897301995891898,55.54006221586919,125
fossil_imports,Electricity Trade Price,9.582744021511738,28.626720252927047,123
fossil_imports,Weather Conditions,58.056474501360924,109.7444474510392,116
fossil_imports,Electricity Trade Ratio,27.418015852076742,64.55394843467724,87
fossil_imports,Electricity Trade Volume,42.8567595992573,90.75026095441689,95
fossil_imports,WACC,42.63118064880581,66.45477365323285,103
fossil_imports,Bunker Emission Reduction,93.01212600036372,81.87479667378598,83
fossil_imports,End-of-Life Emission Reduction,174.1883633038483,321.87496828118924,89
elec_generation,CO2 Cap,52.0106378320537,85.35948053448648,103
elec_generation,Buildings demand,130.52952332899892,49.403183612756855,79
elec_generation,Steel Production,27.96134978521395,35.06699276357272,86
elec_generation,Chemical Production,134.34731293825678,138.59077102413744,97
elec_generation,Passenger Cars,18.498467861097147,6.15450968043122,94
elec_generation,Bunker aviation,23.64086408283668,39.73804133248276,98
elec_generation,Bunker navigation,87.16021908573725,103.29418193018194,102
elec_generation,Agriculture neGHG CH4,37.44168087652972,51.53172561585404,101
elec_generation,Agriculture neGHG N2O,16.710606764721856,23.88672477000096,105
elec_generation,Wind offshore Costs,73.81891092604005,120.95200855387505,104
elec_generation,Wind offshore Potential,61.76516093713702,145.96161228518162,85
elec_generation,Solar PV Costs,13.12405439705529,22.920909365433438,97
elec_generation,Solar PV Potential,18.0857386194689,44.07950424457558,88
elec_generation,Nuclear Costs,38.16647068903404,77.75387377181414,84
elec_generation,Nuclear Potential,26.578739679423332,60.56513973592373,84
elec_generation,Hydrogen Import Potential,65.40559464312878,140.80343018827222,86
elec_generation,Hydrogen Import Price,87.02792179396626,159.1480882195953,111
elec_generation,Biomass Import Potential,87.26930542851491,123.4178410211008,103
elec_generation,Biomass Import Price,106.42288277648724,185.63440037289607,95
elec_generation,Ammonia Import Potential,167.83014084072863,214.23229227687534,94
elec_generation,Ammonia Import Price,131.50196511874103,227.33291433656137,90
elec_generation,CCS potential,191.87421002618058,208.07821933829877,83
elec_generation,Flexibility Costs,11.396580163905316,28.66177958068852,81
elec_generation,LNG Price,17.27269051568109,42.63030189897871,125
elec_generation,Electricity Trade Price,67.92106836193378,130.58821916331726,123
elec_generation,Weather Conditions,251.53157100003398,336.56396915636077,116
elec_generation,Electricity Trade Ratio,251.9125697872744,290.3698164880522,87
elec_generation,Electricity Trade Volume,233.02760529525636,303.333809843993,95
elec_generation,WACC,134.24028216755377,127.68632105818203,103
elec_generation,Bunker Emission Reduction,72.55253488327509,93.83806179263591,83
elec_generation,End-of-Life Emission Reduction,103.7140210945083,182.65320400296233,89
vre_share,CO2 Cap,0.016448569017605587,0.030308735221011324,103
vre_share,Buildings demand,0.020799789687275395,0.031529126719399725,79
vre_share,Steel Production,0.005166021677117489,0.010605332026271778,86
vre_share,Chemical Production,0.028884230813754123,0.053512303682195124,97
vre_share,Passenger Cars,0.0026475594674262386,0.0035262917381409776,94
vre_share,Bunker aviation,0.009240824960451397,0.01856286948685521,98
vre_share,Bunker navigation,0.02424050809005391,0.047326451476694356,102
vre_share,Agriculture neGHG CH4,0.011122936230447595,0.020689805989685322,101
vre_share,Agriculture neGHG N2O,0.006862775592148412,0.011724894649096372,105
vre_share,Wind offshore Costs,0.029619015659999342,0.04847631482734861,104
vre_share,Wind offshore Potential,0.024305292599226556,0.0665674378857276,85
vre_share,Solar PV Costs,0.0075856761147651405,0.011417062001017667,97
vre_share,Solar PV Potential,0.004701223166794239,0.015356376979514731,88
vre_share,Nuclear Costs,0.13471786604660063,0.20691236005755026,84
vre_share,Nuclear Potential,0.05027188320260807,0.08353098030947623,84
vre_share,Hydrogen Import Potential,0.01336238523464048,0.029061293259011835,86
vre_share,Hydrogen Import Price,0.018418110003096302,0.04883782642325627,111
vre_share,Biomass Import Potential,0.028165777464556705,0.054617096689178586,103
vre_share,Biomass Import Price,0.03617401965646326,0.08188207220010289,95
vre_share,Ammonia Import Potential,0.04200698064050253,0.08046922977456435,94
vre_share,Ammonia Import Price,0.03360393496536746,0.07746991976912126,90
vre_share,CCS potential,0.05519782626749898,0.09934947566836531,83
vre_share,Flexibility Costs,0.003895155089144349,0.009856565180809967,81
vre_share,LNG Price,0.002670138703789461,0.006130018524576459,125
vre_share,Electricity Trade Price,0.024390955895977583,0.0453810610934095,123
vre_share,Weather Conditions,0.12782079635728222,0.18813027075568156,116
vre_share,Electricity Trade Ratio,0.061769988972846294,0.08267359350864023,87
vre_share,Electricity Trade Volume,0.1411621541680136,0.1259180435763594,95
vre_share,WACC,0.03126404859718177,0.041494506696861444,103
vre_share,Bunker Emission Reduction,0.025041288282753864,0.04653980830602923,83
vre_share,End-of-Life Emission Reduction,0.028083802403583647,0.05886617526881497,89
renewable_elec_share,CO2 Cap,0.020097085553716892,0.03486226954297522,103
renewable_elec_share,Buildings demand,0.021781283054610544,0.034311791274418156,79
renewable_elec_share,Steel Production,0.005076780104205066,0.010470759179579413,86
renewable_elec_share,Chemical Production,0.027613842890917586,0.04965813698778016,97
renewable_elec_share,Passenger Cars,0.002505840421526246,0.003408336339483549,94
renewable_elec_share,Bunker aviation,0.009360903329009147,0.018880430309171387,98
renewable_elec_share,Bunker navigation,0.024680817062129812,0.048891027305494154,102
renewable_elec_share,Agriculture neGHG CH4,0.011767174224014328,0.021384643215499467,101
renewable_elec_share,Agriculture neGHG N2O,0.007564289154650401,0.012807613660088916,105
renewable_elec_share,Wind offshore Costs,0.028299950202382868,0.04844462845424394,104
renewable_elec_share,Wind offshore Potential,0.02356638318690734,0.07116783736583106,85
renewable_elec_share,Solar PV Costs,0.006396442347842315,0.010889332740827627,97
renewable_elec_share,Solar PV Potential,0.0047668654404040564,0.01563465257568552,88
renewable_elec_share,Nuclear Costs,0.13738579749175775,0.20946821301775198,84
renewable_elec_share,Nuclear Potential,0.05177592255656977,0.08473564880518566,84
renewable_elec_share,Hydrogen Import Potential,0.013344455214029695,0.028664805866007156,86
renewable_elec_share,Hydrogen Import Price,0.020815359917963926,0.05218264811266683,111
renewable_elec_share,Biomass Import Potential,0.02797719769669279,0.05558395611342092,103
renewable_elec_share,Biomass Import Price,0.03698294911421281,0.08268121758808157,95
renewable_elec_share,Ammonia Import Potential,0.04197682821118288,0.07928656450156904,94
renewable_elec_share,Ammonia Import Price,0.033292774361191636,0.07746762979219855,90
renewable_elec_share,CCS potential,0.060025473467958,0.10199713389046305,83
renewable_elec_share,Flexibility Costs,0.004144971523600822,0.010178846234600093,81
renewable_elec_share,LNG Price,0.005538173568153266,0.019627515566868856,125
renewable_elec_share,Electricity Trade Price,0.02270289886644757,0.04226947993986844,123
renewable_elec_share,Weather Conditions,0.11402005453970328,0.18149896233833862,116
renewable_elec_share,Electricity Trade Ratio,0.05645452967187082,0.07764650135867314,87
renewable_elec_share,Electricity Trade Volume,0.12272782254046037,0.1188576813823434,95
renewable_elec_share,WACC,0.035387742581790164,0.04791775864937895,103
renewable_elec_share,Bunker Emission Reduction,0.023740477702450212,0.04437680119714679,83
renewable_elec_share,End-of-Life Emission Reduction,0.028136435213073283,0.05931498266874128,89
res_share_primary,CO2 Cap,0.039535576226217395,0.02920055138754685,103
res_share_primary,Buildings demand,0.0287183804122123,0.031070982281110594,79
res_share_primary,Steel Production,0.00951825845606461,0.013710659212398673,86
res_share_primary,Chemical Production,0.04359533147115042,0.05679057348008211,97
res_share_primary,Passenger Cars,0.0032313106603308146,0.0027016565375662053,94
res_share_primary,Bunker aviation,0.013904780734961708,0.016612208627305253,98
res_share_primary,Bunker navigation,0.037053612118552716,0.048050794548317455,102
res_share_primary,Agriculture neGHG CH4,0.022649280802465113,0.019417315787688343,101
res_share_primary,Agriculture neGHG N2O,0.010037289899330415,0.012450854101402786,105
res_share_primary,Wind offshore Costs,0.02860525787887687,0.044178580710196556,104
res_share_primary,Wind offshore Potential,0.025011416082695474,0.06672511981002574,85
res_share_primary,Solar PV Costs,0.006018396560674419,0.014585633779772608,97
res_share_primary,Solar PV Potential,0.005469264668838881,0.015914953122782086,88
res_share_primary,Nuclear Costs,0.09912483881372396,0.13997938022871628,84
res_share_primary,Nuclear Potential,0.03882932254172966,0.06155371070219981,84
res_share_primary,Hydrogen Import Potential,0.033793985060813915,0.06302051035203257,86
res_share_primary,Hydrogen Import Price,0.047274083053952115,0.07752239396423233,111
res_share_primary,Biomass Import Potential,0.061680078012900603,0.07757658354446588,103
res_share_primary,Biomass Import Price,0.06388774530394248,0.10126049813233183,95
res_share_primary,Ammonia Import Potential,0.07293557734648048,0.09488766225648125,94
res_share_primary,Ammonia Import Price,0.06419454221571819,0.10271503554863295,90
res_share_primary,CCS potential,0.11391672514900304,0.09555195433666694,83
res_share_primary,Flexibility Costs,0.0020172965457348354,0.005393316037735332,81
res_share_primary,LNG Price,0.005509559821266356,0.015240194846203212,125
res_share_primary,Electricity Trade Price,0.014411478288693344,0.026596670856804595,123
res_share_primary,Weather Conditions,0.09693887981724543,0.14183868994110665,116
res_share_primary,Electricity Trade Ratio,0.033136848087453326,0.04832121714803153,87
res_share_primary,Electricity Trade Volume,0.049580933855428166,0.07680985331613961,95
res_share_primary,WACC,0.03740183290066515,0.04589862931253428,103
res_share_primary,Bunker Emission Reduction,0.03489234267906369,0.037296193431111964,83
res_share_primary,End-of-Life Emission Reduction,0.06617739165065488,0.10013222536169794,89
electricity_share_supply,CO2 Cap,0.01902044238507338,0.02830505706072929,103
electricity_share_supply,Buildings demand,0.022686910332034668,0.020109012632320195,79
electricity_share_supply,Steel Production,0.006470950968098738,0.009179088522053507,86
electricity_share_supply,Chemical Production,0.031040955814048966,0.04177831031354468,97
electricity_share_supply,Passenger Cars,0.004938329302691272,0.0023745722530723722,94
electricity_share_supply,Bunker aviation,0.009672459144963322,0.014299648611727365,98
electricity_share_supply,Bunker navigation,0.024310937093119753,0.031714241755228814,102
electricity_share_supply,Agriculture neGHG CH4,0.014068399040146782,0.01886212203487408,101
electricity_share_supply,Agriculture neGHG N2O,0.005696254338696096,0.009062278940897481,105
electricity_share_supply,Wind offshore Costs,0.024560384857791422,0.03639013294511368,104
electricity_share_supply,Wind offshore Potential,0.0183718731146187,0.041610482485655714,85
electricity_share_supply,Solar PV Costs,0.005435821486401759,0.012165148018614092,97
electricity_share_supply,Solar PV Potential,0.0057094874826004675,0.015095900905910037,88
electricity_share_supply,Nuclear Costs,0.02905268555223563,0.04627496834953616,84
electricity_share_supply,Nuclear Potential,0.011976643489732224,0.021738104698806937,84
electricity_share_supply,Hydrogen Import Potential,0.02583200640093479,0.052740325207668824,86
electricity_share_supply,Hydrogen Import Price,0.028233233028254628,0.05104803065425748,111
electricity_share_supply,Biomass Import Potential,0.03285457195005041,0.04438165444206333,103
electricity_share_supply,Biomass Import Price,0.058778785729424125,0.08748041465325596,95
electricity_share_supply,Ammonia Import Potential,0.04605199400740324,0.06546556080591823,94
electricity_share_supply,Ammonia Import Price,0.04533276417272684,0.08021405683153032,90
electricity_share_supply,CCS potential,0.07003412900597064,0.06554531281588735,83
electricity_share_supply,Flexibility Costs,0.0037635190538381907,0.010529032869733867,81
electricity_share_supply,LNG Price,0.00676170191765976,0.015159910743599986,125
electricity_share_supply,Electricity Trade Price,0.015824180243024382,0.02857059015257248,123
electricity_share_supply,Weather Conditions,0.0856129474722827,0.11348130712289287,116
electricity_share_supply,Electricity Trade Ratio,0.039664010954659636,0.06880926634504334,87
electricity_share_supply,Electricity Trade Volume,0.04553283810688162,0.05958716205317374,95
electricity_share_supply,WACC,0.041343755604886415,0.044865842773376394,103
electricity_share_supply,Bunker Emission Reduction,0.026852828405120755,0.03584767307399942,83
electricity_share_supply,End-of-Life Emission Reduction,0.04752891947276753,0.08167373949603023,89
nuclear_generation,CO2 Cap,5.436176686877128,21.114568768019225,103
nuclear_generation,Buildings demand,11.137982511746467,36.261881045834706,79
nuclear_generation,Steel Production,3.0408454476405464,13.177497312379904,86
nuclear_generation,Chemical Production,11.454120261780938,49.23109096802525,97
nuclear_generation,Passenger Cars,0.6790402081820103,2.8865828375857943,94
nuclear_generation,Bunker aviation,4.540656850652426,16.96482095927584,98
nuclear_generation,Bunker navigation,15.660346913331253,53.35866962174143,102
nuclear_generation,Agriculture neGHG CH4,4.68769983006229,21.036697755117647,101
nuclear_generation,Agriculture neGHG N2O,3.771833677623783,12.452762535195593,105
nuclear_generation,Wind offshore Costs,16.965577673117078,54.20599892810449,104
nuclear_generation,Wind offshore Potential,20.1956244777551,80.15999186792821,85
nuclear_generation,Solar PV Costs,1.6271528179107524,8.205222103427856,97
nuclear_generation,Solar PV Potential,3.3316288749255207,17.99474156299083,88
nuclear_generation,Nuclear Costs,142.8186175798057,198.2460550109926,84
nuclear_generation,Nuclear Potential,59.681095566511395,93.10359523297326,84
nuclear_generation,Hydrogen Import Potential,4.207524996582393,25.90868364888808,86
nuclear_generation,Hydrogen Import Price,11.849360367540129,63.88112496693387,111
nuclear_generation,Biomass Import Potential,21.429641302412662,65.4129025531215,103
nuclear_generation,Biomass Import Price,17.885901729751122,81.23380613531657,95
nuclear_generation,Ammonia Import Potential,34.77914537092648,103.69627199291538,94
nuclear_generation,Ammonia Import Price,9.310749355364912,36.531523536204816,90
nuclear_generation,CCS potential,39.37779797204821,114.19236627920839,83
nuclear_generation,Flexibility Costs,0.39846768639998337,2.4336240122393247,81
nuclear_generation,LNG Price,0.13182395048653703,0.6093042020886735,125
nuclear_generation,Electricity Trade Price,2.3351661885504806,9.355277267722252,123
nuclear_generation,Weather Conditions,57.789593057793056,148.01489836458222,116
nuclear_generation,Electricity Trade Ratio,16.756764609328542,52.0267981247789,87
nuclear_generation,Electricity Trade Volume,29.347410316498536,83.96069767120522,95
nuclear_generation,WACC,12.783067927554303,33.85060225765509,103
nuclear_generation,Bunker Emission Reduction,14.02196804534126,43.85706396383729,83
nuclear_generation,End-of-Life Emission Reduction,8.726379530918184,45.94532797153717,89
wind_capacity,CO2 Cap,2.5775739171064127,4.636167872056169,103
wind_capacity,Buildings demand,5.330259943108932,4.20521022541808,79
wind_capacity,Steel Production,1.1503117361669886,1.6677533612514617,86
wind_capacity,Chemical Production,5.551120967607197,6.643375861415774,97
wind_capacity,Passenger Cars,0.6417572174906483,0.4607594464261869,94
wind_capacity,Bunker aviation,0.8246499028926242,1.5605380381540765,98
wind_capacity,Bunker navigation,4.309900066790701,6.37955876130055,102
wind_capacity,Agriculture neGHG CH4,1.6951468150456122,2.7358188488977087,101
wind_capacity,Agriculture neGHG N2O,0.8226898112823471,1.2062894817516727,105
wind_capacity,Wind offshore Costs,7.789591833348741,7.873709397961377,104
wind_capacity,Wind offshore Potential,6.83730638174414,12.922119294967654,85
wind_capacity,Solar PV Costs,1.4276588777868198,1.7461407887990643,97
wind_capacity,Solar PV Potential,0.7841703351822896,2.1781708566230766,88
wind_capacity,Nuclear Costs,5.7589923029607535,9.628064435132723,84
wind_capacity,Nuclear Potential,3.0538065429015404,6.35277317024137,84
wind_capacity,Hydrogen Import Potential,2.847962786310035,6.815124032239533,86
wind_capacity,Hydrogen Import Price,4.01848158942206,8.097348131168502,111
wind_capacity,Biomass Import Potential,3.8625220538817593,6.106859839595025,103
wind_capacity,Biomass Import Price,5.222717105771531,9.15596493045885,95
wind_capacity,Ammonia Import Potential,8.165045530109294,11.626380983211831,94
wind_capacity,Ammonia Import Price,5.97047434741337,10.721284549383826,90
wind_capacity,CCS potential,7.4245820949122345,9.316195948777297,83
wind_capacity,Flexibility Costs,0.3878769205262566,1.2388348999330516,81
wind_capacity,LNG Price,0.6293045738015914,1.7818139493252048,125
wind_capacity,Electricity Trade Price,3.4727326042276054,6.516471167988794,123
wind_capacity,Weather Conditions,14.273323904112734,18.810002916502743,116
wind_capacity,Electricity Trade Ratio,8.716229815925384,13.223683653417176,87
wind_capacity,Electricity Trade Volume,10.206589802196595,15.460648105422605,95
wind_capacity,WACC,7.019608297099132,6.59567557297137,103
wind_capacity,Bunker Emission Reduction,3.141685535005922,5.046276047915821,83
wind_capacity,End-of-Life Emission Reduction,3.9632963097810188,6.933170661144862,89
solar_capacity,CO2 Cap,3.7630890237605565,6.564613769603415,103
solar_capacity,Buildings demand,7.852375471547482,7.017182145956408,79
solar_capacity,Steel Production,1.6239407890908133,2.474590424278065,86
solar_capacity,Chemical Production,9.291974063602433,14.484578089727314,97
solar_capacity,Passenger Cars,1.5599511569666942,1.3296533890117104,94
solar_capacity,Bunker aviation,1.221397739692875,2.5591615883877004,98
solar_capacity,Bunker navigation,5.818776112514995,8.49344395508795,102
solar_capacity,Agriculture neGHG CH4,2.682529446633031,4.556580561679594,101
solar_capacity,Agriculture neGHG N2O,1.2267369546896245,2.264912286696464,105
solar_capacity,Wind offshore Costs,7.036726699003145,10.656497454302057,104
solar_capacity,Wind offshore Potential,2.6821402000759047,9.82464032220246,85
solar_capacity,Solar PV Costs,22.060887894798505,16.26501566205722,97
solar_capacity,Solar PV Potential,12.847626423425824,17.627633803247846,88
solar_capacity,Nuclear Costs,9.32508053066626,16.30661232296514,84
solar_capacity,Nuclear Potential,4.751478765537925,9.470782372687431,84
solar_capacity,Hydrogen Import Potential,4.5541102300929,11.769369141762256,86
solar_capacity,Hydrogen Import Price,7.309729917028966,13.942372941238274,111
solar_capacity,Biomass Import Potential,6.584117944366323,12.519243838464428,103
solar_capacity,Biomass Import Price,9.53425539315473,17.212476875884775,95
solar_capacity,Ammonia Import Potential,11.57947170361141,17.80998988156568,94
solar_capacity,Ammonia Import Price,11.395349064953093,19.812541130333063,90
solar_capacity,CCS potential,12.886468993669345,18.213875428766162,83
solar_capacity,Flexibility Costs,0.9737565224458491,2.5344889089052676,81
solar_capacity,LNG Price,1.123844615135048,2.9917301536050536,125
solar_capacity,Electricity Trade Price,8.842256079250413,12.902753500961026,123
solar_capacity,Weather Conditions,71.2087319352968,75.60462163372482,116
solar_capacity,Electricity Trade Ratio,13.877318767146424,25.106271642839282,87
solar_capacity,Electricity Trade Volume,19.46087705744853,28.98953699126395,95
solar_capacity,WACC,15.924830215806969,13.880371882842075,103
solar_capacity,Bunker Emission Reduction,4.694028310781138,7.590057516362157,83
solar_capacity,End-of-Life Emission Reduction,7.313790738953195,15.411281278521635,89
ccs_volume,CO2 Cap,0.2325893323168884,1.167086356223677,103
ccs_volume,Buildings demand,0.003718606443593479,0.032080710785862214,79
ccs_volume,Steel Production,0.0719646759683024,0.3754413002660638,86
ccs_volume,Chemical Production,0.19361922379756663,0.914825938458906,97
ccs_volume,Passenger Cars,0.00830798305662665,0.03584552705304617,94
ccs_volume,Bunker aviation,0.03249728279345634,0.2046644841142598,98
ccs_volume,Bunker navigation,0.47787871966050366,1.6548310767181655,102
ccs_volume,Agriculture neGHG CH4,0.04007364237364657,0.22826659323949033,101
ccs_volume,Agriculture neGHG N2O,0.02651270560436438,0.1848907568485704,105
ccs_volume,Wind offshore Costs,0.052195361454618845,0.25675671993338084,104
ccs_volume,Wind offshore Potential,2.9558405209767826e-05,0.00019320555545364763,85
ccs_volume,Solar PV Costs,0.04697080557698991,0.2338235032218668,97
ccs_volume,Solar PV Potential,0.003431085068652326,0.017834969619458227,88
ccs_volume,Nuclear Costs,0.00481085138999582,0.03143166332475622,84
ccs_volume,Nuclear Potential,0.007584852830518685,0.0503970823491993,84
ccs_volume,Hydrogen Import Potential,0.12749162697670507,0.8114269514689144,86
ccs_volume,Hydrogen Import Price,0.1706994392126527,1.5438358756151918,111
ccs_volume,Biomass Import Potential,0.1439595365775841,0.7463774310570006,103
ccs_volume,Biomass Import Price,0.9166775088039145,4.2931363435997945,95
ccs_volume,Ammonia Import Potential,0.6737775021946314,3.0592895510737175,94
ccs_volume,Ammonia Import Price,1.2175652836937212,5.950780305459405,90
ccs_volume,CCS potential,29.86703188399975,0.7899998656792094,83
ccs_volume,Flexibility Costs,0.015275328423957285,0.10165693989376003,81
ccs_volume,LNG Price,0.026805062335778958,0.20382352749506508,125
ccs_volume,Electricity Trade Price,0.12734873554282958,1.2629878662744778,123
ccs_volume,Weather Conditions,0.4179823937636931,2.666133858140332,116
ccs_volume,Electricity Trade Ratio,0.05301564223606817,0.2539908680298502,87
ccs_volume,Electricity Trade Volume,0.10218890139499193,0.7521305573466819,95
ccs_volume,WACC,0.09269915536309539,0.40302875804680616,103
ccs_volume,Bunker Emission Reduction,0.2684656102574598,1.0090283629081533,83
ccs_volume,End-of-Life Emission Reduction,0.11769678747474784,0.8060550079826987,89
dac_volume,CO2 Cap,3.322137095882847,4.799941241476305,103
dac_volume,Buildings demand,0.8920919953858366,1.8687028620180095,79
dac_volume,Steel Production,0.8879255878286005,1.75684862684014,86
dac_volume,Chemical Production,3.7822499043493636,7.986984586472351,97
dac_volume,Passenger Cars,0.0518362598686874,0.16791848579582855,94
dac_volume,Bunker aviation,0.9172775081743695,2.0629664176561007,98
dac_volume,Bunker navigation,3.2657991150846306,5.47513275973197,102
dac_volume,Agriculture neGHG CH4,1.5387854677940649,2.501984681292349,101
dac_volume,Agriculture neGHG N2O,0.6324357196273974,1.1428137929996127,105
dac_volume,Wind offshore Costs,1.4892494490798756,3.0822881953389256,104
dac_volume,Wind offshore Potential,0.6716343179058081,2.134558767690989,85
dac_volume,Solar PV Costs,0.2693316916879237,0.9423595698425736,97
dac_volume,Solar PV Potential,0.2275597749595561,0.8305841038148909,88
dac_volume,Nuclear Costs,0.9907609625451156,2.501579306363557,84
dac_volume,Nuclear Potential,0.29703790621349263,1.259147840172737,84
dac_volume,Hydrogen Import Potential,2.63195420190894,6.033768672379717,86
dac_volume,Hydrogen Import Price,2.6359120439782067,5.836685869101315,111
dac_volume,Biomass Import Potential,4.208239556227989,7.156952959325473,103
dac_volume,Biomass Import Price,8.938638304298825,12.670810802035298,95
dac_volume,Ammonia Import Potential,4.937523820932611,8.479663877193344,94
dac_volume,Ammonia Import Price,3.813408016423366,8.108208715527471,90
dac_volume,CCS potential,6.118574978514538,8.118870163206395,83
dac_volume,Flexibility Costs,0.15841935953482775,0.5308371892834082,81
dac_volume,LNG Price,0.9930015136826555,3.6758992118471383,125
dac_volume,Electricity Trade Price,0.7547050274890539,2.6714426944802394,123
dac_volume,Weather Conditions,4.531485108817393,8.225761489020604,116
dac_volume,Electricity Trade Ratio,1.952939985603573,4.8612051445293,87
dac_volume,Electricity Trade Volume,2.558733672948444,5.0441831415601195,95
dac_volume,WACC,3.0681489187019837,6.061597490507885,103
dac_volume,Bunker Emission Reduction,3.1317391054223815,6.145428818009623,83
dac_volume,End-of-Life Emission Reduction,5.708764229862981,11.589675089075147,89
beccs_use,CO2 Cap,31.12052462023851,38.951934115313,103
beccs_use,Buildings demand,11.82300728384901,17.457804193610148,79
