kpi,parameter,mu_star,sigma,n_eff
biomass_imports,CO2 Cap,63.586142411648005,81.42851134791714,103
biomass_imports,Buildings demand,22.77844361798827,35.14161783867351,79
biomass_imports,Steel Production,11.302940852381163,20.891871830315157,86
biomass_imports,Chemical Production,62.58261075160045,90.21039349410347,97
biomass_imports,Passenger Cars,1.0883429986932032,2.1316401573791013,94
biomass_imports,Bunker aviation,32.20823822629297,41.620140170844486,98
biomass_imports,Bunker navigation,52.47424877291884,83.60535678856783,102
biomass_imports,Agriculture neGHG CH4,28.027627123058906,43.796717352644094,101
biomass_imports,Agriculture neGHG N2O,7.934564490568902,13.96297900577552,105
biomass_imports,Wind offshore Costs,18.882205227565436,45.09977182847869,104
biomass_imports,Wind offshore Potential,11.910232664913313,44.142361882699,85
biomass_imports,Solar PV Costs,7.289062872922646,18.26451064230473,97
