Parameter,Outcome,Final_Delta,Max_Delta,Converged_At_Size,Max_Relative_Change,Sample_Sizes_Analyzed,Delta_Trajectory
Electricity Trade Price,Electricity generation_Carrier_sum 2050 Solar PV,0.07771404463200648,0.10292282133337886,4000.0,0.289134726310371,10,"[0.06841388306721273, 0.07236609287238893, 0.06527501711435135, 0.06287383384596484, 0.08105284258710163, 0.10292282133337886, 0.07823001498050305, 0.06746554514377749, 0.07564691917937028, 0.07771404463200648]"
Agriculture neGHG CH4,SynFuel Production 2050,0.07763768306642344,0.09145317469193673,,0.3549867442551889,10,"[0.09145317469193673, 0.05898850995624507, 0.06680882189045015, 0.0722102494445985, 0.08474355420954428, 0.07798721155062313, 0.08404198253425128, 0.08494005274919644, 0.08651637411091398, 0.07763768306642344]"
Solar PV Costs,techUseNet 2050 PEU01_03,0.07763636182237633,0.09435004337248984,,0.5440965405679504,10,"[0.08487992054218889, 0.07832749868534865, 0.07670818202443981, 0.061103720456355634, 0.09435004337248984, 0.08019719669672146, 0.08725849358435989, 0.08511829352016839, 0.08723957776265215, 0.07763636182237633]"
Flexibility Costs,SynFuel Production 2050,0.07729322243761234,0.10307456153737726,,0.4849667540340071,10,"[0.08363038308406733, 0.10307456153737726, 0.0530868260051169, 0.06787140482747243, 0.08668168380964264, 0.07686919564586171, 0.08652367788838872, 0.08614827193194056, 0.08905773630969531, 0.07729322243761234]"
Chemical Production,Electricity capacity_Carrier_sum 2050 Solar PV,0.07729077156030464,0.10071497849805232,3600.0,0.41999040306524527,10,"[0.10071497849805232, 0.07998411476004084, 0.0675202510583854, 0.0702231403441611, 0.06921037071988177, 0.09827806221481997, 0.07829491859547616, 0.0869636302326693, 0.08154922181237868, 0.07729077156030464]"
Hydrogen Import Price,techUseNet 2050 PEU01_03,0.07717748377317035,0.08692712063133126,4000.0,0.2736423803328883,10,"[0.07936981389827662, 0.06844031289101321, 0.0684674565951062, 0.06825080727025695, 0.08692712063133126, 0.07411546568691538, 0.08002313282314938, 0.06569445571154718, 0.07735059769713108, 0.07717748377317035]"
WACC,BioFuel Imports 2050,0.07715411874745687,0.08289191068324304,2400.0,0.41847191887939633,10,"[0.05982811050531382, 0.05502590561155757, 0.0780527019209026, 0.06914079923597818, 0.07876634695686299, 0.08232131041615563, 0.08045559433939108, 0.08289191068324304, 0.07536917746196048, 0.07715411874745687]"
Electricity Trade Price,BioFuel Imports 2050,0.0771517528978989,0.08309284816581433,2000.0,0.48198726727720864,10,"[0.04348799816625599, 0.06444865956176597, 0.054158239858580516, 0.07603316805079148, 0.08042375135205485, 0.08138957240090793, 0.08171912902247147, 0.08309284816581433, 0.07484129759093905, 0.0771517528978989]"
Nuclear Costs,SynFuel Production 2050,0.07704640757370566,0.08713730488814683,,0.37306178032722653,10,"[0.07680575706033853, 0.05646167846386766, 0.07752537275186155, 0.06472901104496344, 0.08094060846725794, 0.0787420511541464, 0.08351547321617589, 0.08713730488814683, 0.0858436639409622, 0.07704640757370566]"
End-of-Life Emission Reduction,techUseNet 2050 PEU01_03,0.07700682886922773,0.08723771936204944,4000.0,0.5519753556166168,10,"[0.08058989105953412, 0.05621076330003252, 0.08723771936204944, 0.08321628596118204, 0.07798816734856981, 0.06896113448251623, 0.07823638466373775, 0.07878866782126064, 0.07056214547084076, 0.07700682886922773]"
Nuclear Potential,Hourly Flexibility Capacity 2050,0.07696998369759654,0.08200204979661739,3200.0,0.4399711478346806,10,"[0.0546565350564173, 0.0495646353278727, 0.07137164482508421, 0.0686313378527209, 0.07825562990144186, 0.07346537944955714, 0.08200204979661739, 0.07454970725940992, 0.07698115388366575, 0.07696998369759654]"
WACC,techUseNet 2050 PEU01_03,0.07696227769642751,0.08503163896187609,3200.0,0.22695137738194873,10,"[0.08150671517678325, 0.06946360347563685, 0.06782977648470165, 0.06885210084528938, 0.0693031855453925, 0.08503163896187609, 0.07256181951538315, 0.0686283432480446, 0.07013429781791598, 0.07696227769642751]"
Biomass Import Potential,Electricity generation_Carrier_sum 2050 Solar PV,0.07695980887817677,0.1038084391572128,,0.22891588544871178,10,"[0.1038084391572128, 0.08345912281063528, 0.06878342215698656, 0.07377192194852294, 0.08371488910779201, 0.07987985541709199, 0.0615940875847733, 0.0641388924579482, 0.06334497302264297, 0.07695980887817677]"
Buildings demand,totalCosts,0.07687349162399433,0.15681963569667162,,0.6088925557857371,10,"[0.15681963569667162, 0.07747991306506362, 0.08073627310452325, 0.10626375272096808, 0.09948112316893956, 0.1219138929002764, 0.06734503399115811, 0.10835092385751172, 0.09270363897974032, 0.07687349162399433]"
Agriculture neGHG N2O,techUseNet 2050 PEU01_03,0.0768575138046393,0.08716860716111617,3600.0,0.23546190422316374,10,"[0.08716860716111617, 0.06664372093047885, 0.05296544371674346, 0.05827107457775921, 0.06924479440983214, 0.07840925919779873, 0.08456442471336363, 0.07302992683996734, 0.07944434962538967, 0.0768575138046393]"
Hydrogen Import Price,Shedding Flexibility Capacity 2050,0.07671619733759599,0.08255674095430765,,0.6009544925257091,10,"[0.03712175997806352, 0.05943024840734187, 0.07269560773658694, 0.08078568065871047, 0.08255674095430765, 0.07885206590595488, 0.07777770794484956, 0.08225514754044624, 0.06724841013008467, 0.07671619733759599]"
End-of-Life Emission Reduction,totalCosts,0.07671468114902331,0.08726081067313221,4000.0,0.27167307143014874,10,"[0.08366438731827941, 0.06861890263587714, 0.08726081067313221, 0.06885994854503616, 0.06726322090884099, 0.061185994665149464, 0.06914128014583398, 0.06052063862903641, 0.07249595759975015, 0.07671468114902331]"
Hydrogen Import Price,Electricity capacity_Carrier_sum 2050 Wind offshore,0.07670968185602811,0.11144405644802591,4000.0,0.3631885038934498,10,"[0.08968676038602051, 0.11144405644802591, 0.07096885631885021, 0.07645519040195929, 0.08710333436975715, 0.07563667445722501, 0.07908015285318581, 0.08619767325405628, 0.07521827867231437, 0.07670968185602811]"
End-of-Life Emission Reduction,BioFuel Imports 2050,0.07667935216194857,0.0842613219611945,2000.0,0.36116367457483817,10,"[0.06504486978024014, 0.07625504649964704, 0.054392162584449864, 0.0740366358915218, 0.0710574582622972, 0.07715463622874157, 0.0842613219611945, 0.08213475261786969, 0.08334029131408269, 0.07667935216194857]"
Wind offshore Costs,Hydrogen Production 2050,0.07666802859364165,0.08491850538440124,3600.0,0.23916340069541417,10,"[0.07154932091132438, 0.07300804440077471, 0.05554719222376364, 0.061574939352585616, 0.0737399858736768, 0.08491850538440124, 0.07128256484934915, 0.08336970834516995, 0.08247440116372243, 0.07666802859364165]"
Electricity Trade Volume,BioFuel Imports 2050,0.07666034323168097,0.09662947000515172,3600.0,0.9584172718679617,10,"[0.035564590096898545, 0.06965030751267037, 0.058369056849687746, 0.06587777860090063, 0.09662947000515172, 0.08327064049501391, 0.09340782131110106, 0.0832922156069241, 0.08068984154422126, 0.07666034323168097]"
Bunker navigation,Biomass Imports 2050,0.07662758121981313,0.08233231984855001,,0.250989563248442,10,"[0.08233231984855001, 0.07054754205959117, 0.08118147377882502, 0.06080577113121288, 0.06761740209294552, 0.06869955983888966, 0.06391281397753538, 0.0760528190990981, 0.06718082767298825, 0.07662758121981313]"
Electricity Trade Price,SynFuel Production 2050,0.07647900853473498,0.0924920169293104,,0.2555040914523175,10,"[0.0721498718083454, 0.08816460020006821, 0.06563818412769297, 0.07394761143013397, 0.0823134168042041, 0.08292616662076387, 0.0924920169293104, 0.0835886090483542, 0.08927084727254049, 0.07647900853473498]"
CCS potential,techUseNet 2050 PEU01_03,0.07635628411567975,0.09626997203582457,,0.3460676328081289,10,"[0.09626997203582457, 0.0785025571834495, 0.07151210459237696, 0.07162435361502634, 0.0832914807011678, 0.0824170259943321, 0.08322775213761975, 0.06541425084912177, 0.08805200579239447, 0.07635628411567975]"
Passenger Cars,Shedding Flexibility Capacity 2050,0.07635296644294966,0.09363701170073718,,0.3779916186142895,10,"[0.07716995196296017, 0.05167514009932906, 0.07120790994759463, 0.07332389060707738, 0.0738152855299397, 0.0725426126724841, 0.09363701170073718, 0.0827396663373658, 0.06643102389308973, 0.07635296644294966]"
Ammonia Import Price,Storage Flexibility Capacity 2050,0.07628385214642303,0.09907139661058739,4000.0,0.4666739941909066,10,"[0.06556018303059293, 0.06568602330425242, 0.052193580092708684, 0.06733115323982738, 0.09875285145573763, 0.07373066372395444, 0.09907139661058739, 0.09001983338231528, 0.07279624981479091, 0.07628385214642303]"
Flexibility Costs,Electricity capacity_Carrier_sum 2050 Solar PV,0.07608508080945783,0.08700543930823967,,0.988856245327069,10,"[0.03759576295823056, 0.07477256795731294, 0.07718406147535639, 0.06809916148829352, 0.08700543930823967, 0.06961537024540604, 0.07391001150648567, 0.054606438228171586, 0.06305516059958548, 0.07608508080945783]"
Bunker navigation,Hydrogen Production 2050,0.07606183273525252,0.0877556119833417,,0.7853171862036271,10,"[0.08038748752157765, 0.08172723184606794, 0.044761058593830845, 0.07991268718023377, 0.07363930095907328, 0.08179814388895716, 0.08023952332028449, 0.0821729406490788, 0.0877556119833417, 0.07606183273525252]"
Electricity Trade Volume,Hydrogen Production 2050,0.07596560504647576,0.09378191212821017,3600.0,0.17032658304964196,10,"[0.07075434425090005, 0.07974000798040712, 0.08070993861858716, 0.07537918976107406, 0.0837253075869215, 0.09350792836712397, 0.09378191212821017, 0.07780835948355036, 0.07616757463133886, 0.07596560504647576]"
Solar PV Potential,totalCosts,0.07590267441594328,0.10623246191190892,4000.0,0.43590969753027076,10,"[0.10623246191190892, 0.05992470157199269, 0.0778685243272507, 0.0543904032827155, 0.07599676178273859, 0.06430420170750559, 0.0768555513869007, 0.08551925461459481, 0.07156324260125559, 0.07590267441594328]"
Ammonia Import Potential,Electricity generation_Carrier_sum 2050 Wind offshore,0.07576071785679254,0.11189770298598685,,0.5338186534100403,10,"[0.07965872413255205, 0.09984944218158968, 0.07807041473863627, 0.0810953293516811, 0.07295367202453294, 0.11189770298598685, 0.08812174855305584, 0.06075531474437481, 0.08808052835748653, 0.07576071785679254]"
Biomass Import Price,Electricity capacity_Carrier_sum 2050 Wind offshore,0.07572312252760244,0.1285000020036421,,0.6949715127622292,10,"[0.07581248477399519, 0.1285000020036421, 0.08643645598031836, 0.11303925422441868, 0.09138726134937927, 0.0901985913414419, 0.0959962705615583, 0.09736430828543086, 0.10581014635805848, 0.07572312252760244]"
Agriculture neGHG CH4,Hourly Flexibility Capacity 2050,0.07554784008595884,0.0931054416860174,4000.0,0.5310184292117371,10,"[0.07541601228198166, 0.06278266299659052, 0.08375760450892301, 0.06081275046045908, 0.0931054416860174, 0.0764983299610136, 0.07475458993433859, 0.07892644143263214, 0.06960113542260285, 0.07554784008595884]"
Ammonia Import Potential,Electricity capacity_Carrier_sum 2050 Solar PV,0.07546183118073219,0.08987864914880707,3600.0,0.31544357970004977,10,"[0.08264628675151332, 0.08744057183404257, 0.07671610429973044, 0.07479296961163198, 0.0788002339038499, 0.06832573478316827, 0.08987864914880707, 0.07748675455892597, 0.07921937761907366, 0.07546183118073219]"
Biomass Import Potential,BioFuel Imports 2050,0.07543944185419718,0.09534448041771902,,1.0512130359404204,10,"[0.04648199808948972, 0.09534448041771902, 0.07182523105483118, 0.06344426393439451, 0.08891997467912317, 0.07945186370547198, 0.08279037686728516, 0.07815815116577812, 0.09302447469039986, 0.07543944185419718]"
Agriculture neGHG N2O,SynFuel Production 2050,0.07534254763796641,0.0963449138174691,,0.8109874170092232,10,"[0.053200211615262935, 0.0963449138174691, 0.060332145466626755, 0.0694393628448271, 0.07681315969501148, 0.07899437589304387, 0.08564652004658341, 0.08414279570197288, 0.08591167994695152, 0.07534254763796641]"
Buildings demand,Hydrogen Production 2050,0.07534082452338305,0.09603610703097648,2800.0,0.9510595427138039,10,"[0.05082139011023428, 0.06130931724513933, 0.04922254033180154, 0.09603610703097648, 0.07089917912760928, 0.08434138641046442, 0.07642511527620473, 0.0834723226053835, 0.07851406033032593, 0.07534082452338305]"
Hydrogen Import Price,Hourly Flexibility Capacity 2050,0.0753239335647114,0.10290844922158969,2800.0,0.45972186682135596,10,"[0.10290844922158969, 0.05559918483374976, 0.07372504947607113, 0.07587961075958172, 0.08846106475940316, 0.07959425778656308, 0.07698751553056249, 0.08349424828818516, 0.07526558054632404, 0.0753239335647114]"
Bunker aviation,techUseNet 2050 PEU01_03,0.0753229773183289,0.10138829935297208,4000.0,0.8044126959880282,10,"[0.05618908555587151, 0.10138829935297208, 0.05844429912065963, 0.06596838705231671, 0.07478571288468767, 0.06508091998004947, 0.06921654213742318, 0.08784673709808175, 0.07161353120031938, 0.0753229773183289]"
Wind offshore Costs,Hourly Flexibility Capacity 2050,0.07531841266752712,0.1078818631567655,2800.0,0.2465090012593875,10,"[0.1078818631567655, 0.08362052727634771, 0.06300731461267187, 0.0692339056232277, 0.08247574333481675, 0.07157035054567622, 0.07518991122371436, 0.07999501415821068, 0.08350800007578645, 0.07531841266752712]"
Agriculture neGHG CH4,Flexibility Capacity 2050,0.07530903146122957,0.11199399292747379,,0.32649101365640604,10,"[0.11199399292747379, 0.0754289606531545, 0.09016675935868433, 0.06258569107151625, 0.07676006094811108, 0.08997224736564423, 0.08234721785373303, 0.0796704056537131, 0.09927068940220937, 0.07530903146122957]"
Biomass Import Price,Electricity capacity_Carrier_sum 2050 Solar PV,0.07528925573299473,0.10043523245442872,,0.36030141057867626,10,"[0.0707745828265589, 0.08195528313398485, 0.052426679016435315, 0.06765320904790709, 0.07775054350592997, 0.08170050249999652, 0.10043523245442872, 0.07149180487077189, 0.08598122454638699, 0.07528925573299473]"
Flexibility Costs,Hourly Flexibility Capacity 2050,0.07527184728122602,0.08111475719806668,2400.0,0.39023225656276533,10,"[0.04473539547511864, 0.06219258979960191, 0.08111475719806668, 0.06626969833564128, 0.07569491616481155, 0.07115538154223597, 0.072137718616379, 0.07536267627364418, 0.07291716220436471, 0.07527184728122602]"
Hydrogen Import Potential,Shedding Flexibility Capacity 2050,0.07520669538351475,0.0897054133969503,3600.0,1.257621730417671,10,"[0.039287708408387426, 0.0886967842410885, 0.038540135290061055, 0.0688777416070848, 0.0897054133969503, 0.08141820008541474, 0.07842560374944102, 0.07038805769577876, 0.07651304617893348, 0.07520669538351475]"
CCS potential,Electricity capacity_Carrier_sum 2050 Wind offshore,0.07520311069397527,0.10625984447557674,3200.0,0.24550087406016344,10,"[0.09309676568157005, 0.0770491036305326, 0.07856466587357983, 0.07351388163829434, 0.091561603836051, 0.10625984447557674, 0.08376241003126474, 0.07699207638994357, 0.07675902067706365, 0.07520311069397527]"
Hydrogen Import Potential,Hourly Flexibility Capacity 2050,0.07519674291050096,0.10131032444688898,4000.0,0.562275646835241,10,"[0.10131032444688898, 0.06298935892917085, 0.05480274637040164, 0.08561699603416688, 0.06983431051946014, 0.06655249532611793, 0.07866980846871618, 0.08310156202783742, 0.07171868684268977, 0.07519674291050096]"
Nuclear Costs,Storage Flexibility Capacity 2050,0.0751844410324373,0.13358160791447704,2800.0,0.44669976848825244,10,"[0.13358160791447704, 0.07391073458479164, 0.060300619403695396, 0.07794198135391063, 0.09118741870543758, 0.07994766009614389, 0.08045676876738483, 0.08574884738259117, 0.0787649927785472, 0.0751844410324373]"
Agriculture neGHG CH4,CO2 Price 2050,0.07514519360102832,0.2123988426393476,,1.0396294100782215,10,"[0.17472665832038203, 0.08919121904815487, 0.17162176863645537, 0.05415508066405386, 0.1041359972502073, 0.2123988426393476, 0.14833788565064598, 0.11867932021768776, 0.13407088604800615, 0.07514519360102832]"
Agriculture neGHG CH4,techUseNet 2050 PEU01_03,0.07503331200757053,0.08381924862306013,,0.6436623888172629,10,"[0.07863584654949562, 0.04759735747792931, 0.0782339862935625, 0.061040976432832406, 0.07351856128442531, 0.08219414843914068, 0.07654717175160573, 0.08381924862306013, 0.06607430022135541, 0.07503331200757053]"
Ammonia Import Price,BioEnergy Imports 2050,0.07487942663610106,0.08755447025698343,4000.0,0.6373975365506818,10,"[0.04822858322259142, 0.07896936336000074, 0.06375276786302843, 0.07019450666268315, 0.06425152358959378, 0.08755447025698343, 0.0695358043497667, 0.07271078755727876, 0.08058960970677181, 0.07487942663610106]"
Solar PV Costs,Electricity capacity_Carrier_sum 2050 Wind offshore,0.07487247677029833,0.12759529095588942,,0.5711069590003313,10,"[0.10523346574078829, 0.12759529095588942, 0.05472473235530894, 0.05597452394053268, 0.07513330000019967, 0.08103297167177007, 0.07124691590451762, 0.08484616133976675, 0.06594049096857252, 0.07487247677029833]"
Ammonia Import Price,techUseNet 2050 PEU01_03,0.07470029207345683,0.10814544484489341,2800.0,0.41649799014601413,10,"[0.10814544484489341, 0.0793858826177483, 0.046321822061488736, 0.06420478041475544, 0.07140532429086463, 0.081029600881352, 0.07525514339704407, 0.07126799470539122, 0.07239768372810036, 0.07470029207345683]"
Nuclear Costs,Electricity capacity_Carrier_sum 2050 Solar PV,0.07469781628165412,0.09556105187093866,,0.45266388346457,10,"[0.09556105187093866, 0.07397991671609562, 0.0607102412151195, 0.06193040423530099, 0.07671513865948693, 0.08070147044384443, 0.06884164437899704, 0.057193649313233, 0.08308314872087179, 0.07469781628165412]"
Biomass Import Price,techUseNet 2050 PEU01_03,0.07469091027317697,0.09943684281610089,4000.0,0.29141236542209853,10,"[0.09943684281610089, 0.07045971724095552, 0.06045593762830388, 0.06246910002193491, 0.07618332289425242, 0.09359256814125745, 0.08353938732272567, 0.08361838503176004, 0.07334105584291203, 0.07469091027317697]"
Buildings demand,Shedding Flexibility Capacity 2050,0.07468680778627042,0.1150677557792978,3600.0,0.5237326786210821,10,"[0.1150677557792978, 0.054803011822089666, 0.05792011414294458, 0.06169052703154034, 0.08269344639272713, 0.09065222262119622, 0.08549511512235189, 0.0723937016131525, 0.07851446479134291, 0.07468680778627042]"
Passenger Cars,BioFuel Production 2050,0.07440596346333603,0.09116252411699129,,0.3072149268733527,10,"[0.07479186646770274, 0.06860942341433232, 0.05118471154522284, 0.060457089419347944, 0.07621265812903831, 0.09116252411699129, 0.06315603593679955, 0.06610602397339725, 0.05825160497876045, 0.07440596346333603]"
LNG Import Price,BioFuel Imports 2050,0.07432118440733365,0.08528286792420343,3600.0,0.32795346007634707,10,"[0.054238553974583284, 0.07202627542008558, 0.0805413991990108, 0.06819098709071145, 0.0765726154193951, 0.08137657475099556, 0.07351895689711124, 0.08528286792420343, 0.07757681441619318, 0.07432118440733365]"
Electricity Trade Price,Electricity capacity_Carrier_sum 2050 Solar PV,0.07428050970631292,0.12125261883362352,3600.0,0.40551800357236695,10,"[0.09261027373921989, 0.12125261883362352, 0.07208249891629133, 0.07592177608819103, 0.09214489551525475, 0.08483240921299666, 0.07065512818681931, 0.08344284710073464, 0.07759919189739545, 0.07428050970631292]"
End-of-Life Emission Reduction,CO2 Price 2050,0.07422612170591154,0.22936268989792793,,2.8050727865580587,10,"[0.053999045924070295, 0.060278134680677616, 0.22936268989792793, 0.06793471766820684, 0.10519507504473774, 0.10303656833989969, 0.12251463360037144, 0.107794975797016, 0.12501945717617624, 0.07422612170591154]"
Steel Production,Electricity capacity_Carrier_sum 2050 Solar PV,0.07422431014712273,0.14879842016291414,,0.5741836161898022,10,"[0.14879842016291414, 0.06336080519044253, 0.0696167759124088, 0.05529900471712167, 0.07377784314476182, 0.07432123745148893, 0.07314409300285485, 0.05362216566185058, 0.061101003204870906, 0.07422431014712273]"
Electricity Trade Price,Hydrogen Production 2050,0.07387993188750928,0.11468972552572727,4000.0,0.4071394337682594,10,"[0.11468972552572727, 0.06799501561614558, 0.08419213739295575, 0.0758378933881606, 0.1011900224193306, 0.08324305904431906, 0.0747115392187709, 0.09791742202499482, 0.07774177304481547, 0.07387993188750928]"
Electricity Trade Volume,Shedding Flexibility Capacity 2050,0.07384667380942968,0.09304671564587734,4000.0,1.1112596117453981,10,"[0.036596540585300465, 0.07726479806734617, 0.0888557962857464, 0.07172774857794698, 0.07841133299735285, 0.08149672496678993, 0.06517609553265698, 0.09304671564587734, 0.07202316538693383, 0.07384667380942968]"
Bunker aviation,Shedding Flexibility Capacity 2050,0.07379146678803307,0.08126893198910169,3600.0,0.2236826795367956,10,"[0.06728605421288389, 0.08126893198910169, 0.06309047951868582, 0.06142370728316611, 0.06999096605855919, 0.07383535944012062, 0.06512718392162195, 0.0775054271037934, 0.07047603520742547, 0.07379146678803307]"
Hydrogen Import Price,Storage Flexibility Capacity 2050,0.07370809892852045,0.12398368627446496,,0.3361389175534281,10,"[0.12398368627446496, 0.08230794417588248, 0.07766155332178878, 0.08370656838505035, 0.06459940998425698, 0.07075488694921342, 0.07984203890739354, 0.08450125158776683, 0.06032435721542757, 0.07370809892852045]"
Nuclear Costs,Shedding Flexibility Capacity 2050,0.0736946315060928,0.08392948520143179,2000.0,0.2606503475038277,10,"[0.06218049423972847, 0.07601782798633358, 0.0602799447550138, 0.07599193330291969, 0.08268636199367752, 0.08392948520143179, 0.08017797825771358, 0.08140184448695441, 0.07875656026717874, 0.0736946315060928]"
Passenger Cars,Electricity capacity_Carrier_sum 2050 Solar PV,0.0736652968660736,0.10372613344241001,4000.0,0.21346213515123097,10,"[0.10372613344241001, 0.08158453152681167, 0.06462955845129756, 0.06638111530259265, 0.0695207665320546, 0.06446485074785606, 0.07367319241284723, 0.06550705336898367, 0.07461244484287738, 0.0736652968660736]"
Bunker Emission Reduction,Hourly Flexibility Capacity 2050,0.07361484154906417,0.09377787017681513,,0.247021177335962,10,"[0.08884333165706572, 0.07746260432896947, 0.06843773506482768, 0.08534330495474807, 0.08372514846058117, 0.08494277096949768, 0.09377787017681513, 0.0873969327192384, 0.06596058168234661, 0.07361484154906417]"
End-of-Life Emission Reduction,BioEnergy Imports 2050,0.07359728577275952,0.08558973111713758,,0.607785913578624,10,"[0.06555006773652364, 0.04866675174035937, 0.06787243964356991, 0.0718170150598883, 0.06343400112963354, 0.07348339963560417, 0.06907662172790091, 0.05323453228087514, 0.08558973111713758, 0.07359728577275952]"
Flexibility Costs,Shedding Flexibility Capacity 2050,0.0735825436884033,0.08777003335425172,,0.24533827545840864,10,"[0.06667655641067462, 0.05364090530883905, 0.06493555082435779, 0.07045311562799497, 0.0676047990556889, 0.08079698342816174, 0.08777003335425172, 0.0662366847341926, 0.08212396896158454, 0.0735825436884033]"
Ammonia Import Price,Electricity capacity_Carrier_sum 2050 Solar PV,0.07334430311198928,0.10132689820520044,,0.3191255002094727,10,"[0.08885315824761125, 0.10132689820520044, 0.06899090113079152, 0.08120993177373725, 0.07880048047498611, 0.09116709797660782, 0.09704940553920323, 0.08967239947488359, 0.08564550444323134, 0.07334430311198928]"
Solar PV Costs,Shedding Flexibility Capacity 2050,0.07332955343668746,0.08404631318667985,2400.0,0.32264813750379956,10,"[0.05858570187238379, 0.07748826946586128, 0.06360514098888398, 0.06873501703962255, 0.08067226383268858, 0.08404631318667985, 0.08165375269740945, 0.07573181251043058, 0.07704807024390203, 0.07332955343668746]"
Flexibility Costs,Hydrogen Production 2050,0.07318076876123955,0.08936314664828995,,0.6626421384175274,10,"[0.048103103108858604, 0.07997824621743148, 0.08925289453271955, 0.062289624880064814, 0.0868850558562713, 0.08936314664828995, 0.08697642099922696, 0.08492497475240389, 0.0859130149784593, 0.07318076876123955]"
Bunker aviation,Hourly Flexibility Capacity 2050,0.07302992459193865,0.0807608588592893,4000.0,0.9587616292564419,10,"[0.07559892550151892, 0.03404493938270745, 0.06668592093320885, 0.07073168432264636, 0.06745289430580043, 0.0807608588592893, 0.07052559642958464, 0.06894894932965592, 0.07911840110980319, 0.07302992459193865]"
WACC,Hydrogen Production 2050,0.07300107006913324,0.09695752888067967,,0.3873757569985905,10,"[0.09247241164617324, 0.05665084118325161, 0.06904352403780428, 0.08380667977891608, 0.08784415023050114, 0.09695752888067967, 0.09185143182129397, 0.08856796939962808, 0.09437639888695742, 0.07300107006913324]"
Steel Production,Hourly Flexibility Capacity 2050,0.07296722995935992,0.08007962221011075,2400.0,0.30805806303338207,10,"[0.07262234117556837, 0.06909934926654396, 0.0612202351510348, 0.08007962221011075, 0.07206612412085826, 0.07592343133826185, 0.07590235316016118, 0.07717008111868585, 0.07449193023083964, 0.07296722995935992]"
CO2 Cap,Daily Flexibility Capacity 2050,0.07258733701385757,0.10561701380222775,,3.649925067352823,10,"[0.01694003036237956, 0.07876987182374663, 0.10561701380222775, 0.07459326652699237, 0.07978863504062085, 0.07120341934278762, 0.08202898164637733, 0.06652497791851994, 0.06282354396052049, 0.07258733701385757]"
Bunker navigation,BioFuel Production 2050,0.07248203767990055,0.09793624142357649,3200.0,0.9341126788244769,10,"[0.06430861409339134, 0.07778734676512954, 0.05063626462709535, 0.09793624142357649, 0.08812740842470129, 0.07758156477749507, 0.09032415603605477, 0.08250804018550212, 0.07566400751597802, 0.07248203767990055]"
Hydrogen Import Potential,techUseNet 2050 PEU01_03,0.0723418241093837,0.1149762261888238,4000.0,0.48385381269481875,10,"[0.1149762261888238, 0.05934454077809954, 0.07045209806916788, 0.06893223065211307, 0.06360668413507063, 0.07758476805439901, 0.077789803921775, 0.0660959943319325, 0.07461260147058202, 0.0723418241093837]"
Buildings demand,Electricity generation_Carrier_sum 2050 Wind offshore,0.07216727335426765,0.08452388429202733,3200.0,0.2691425817498135,10,"[0.07315535733928709, 0.053466135596161195, 0.06523555453866503, 0.0689880287227241, 0.06733229398568544, 0.07026806134191788, 0.08452388429202733, 0.0780392828332077, 0.07061604149226004, 0.07216727335426765]"
Wind offshore Costs,Electricity capacity_Carrier_sum 2050 Solar PV,0.07211723261598317,0.10478927534598144,,0.6139601067470841,10,"[0.064926806373909, 0.10478927534598144, 0.08363090137511894, 0.09519027047798095, 0.07308495223114055, 0.08588840126828522, 0.07324184279780893, 0.07226291330131412, 0.08267610649043464, 0.07211723261598317]"
CCS potential,Electricity generation_Carrier_sum 2050 Wind offshore,0.07211143657909615,0.1563715623013226,3600.0,0.6494455417527684,10,"[0.1563715623013226, 0.05963398362141824, 0.07559011284107899, 0.06373092402626049, 0.05822464213727148, 0.08073166122503811, 0.046348074209395705, 0.07644862437351421, 0.07164763166989782, 0.07211143657909615]"
Electricity Trade Volume,Electricity capacity_Carrier_sum 2050 Solar PV,0.0720835875215175,0.09169678870886493,3600.0,0.403191425335078,10,"[0.09169678870886493, 0.06841731468396739, 0.06501065189212413, 0.08914619685301231, 0.05320321468064483, 0.07264504689843644, 0.086857592901664, 0.07261025322600174, 0.07338345493576034, 0.0720835875215175]"
CO2 Cap,BioFuel Imports 2050,0.07195487364006961,0.089682506534937,,0.4615741209455211,10,"[0.05641785244107377, 0.05204466396456591, 0.06007225257485196, 0.06989177921413055, 0.0594279083361227, 0.08685829288599954, 0.089682506534937, 0.08804527248007503, 0.08881706849054682, 0.07195487364006961]"
Bunker navigation,comPrices 2050 Ammonia,0.07165013612414574,0.24768203875041234,,17.19328750475626,10,"[0.09787751370846257, 0.11192963819131477, 0.006082679199093232, 0.11066393146830372, 0.1299356140754585, 0.022979588774336444, 0.038654581024663084, 0.08964280853112427, 0.24768203875041234, 0.07165013612414574]"
WACC,BioFuel Production 2050,0.07162086706001886,0.09435647605267397,,0.38877694991358913,10,"[0.09435647605267397, 0.06433320797717108, 0.08582019647887432, 0.06586550718654685, 0.08106324658982716, 0.084295308322553, 0.05762014665350721, 0.08002153152303144, 0.06273670866231275, 0.07162086706001886]"
Buildings demand,BioFuel Imports 2050,0.07146781202473802,0.08979646017838913,,0.36851715591205386,10,"[0.06119594902897818, 0.08374770611847623, 0.07336485488666039, 0.08514495627208199, 0.08499578186748925, 0.08159348628026762, 0.08191005191479313, 0.08261903148850548, 0.08979646017838913, 0.07146781202473802]"
