Parameter,Outcome,Final_Delta,Max_Delta,Converged_At_Size,Max_Relative_Change,Sample_Sizes_Analyzed,Delta_Trajectory
Biomass Import Potential,techStocks 2050 EPB01_02,0.8916887106382582,0.8940825078819402,800.0,0.07176003374621341,10,"[0.7159395201457955, 0.7673153642717057, 0.7815207310252972, 0.8285693317217658, 0.8609942772386056, 0.8716545460713353, 0.8834087502696591, 0.885350084943187, 0.8940825078819402, 0.8916887106382582]"
Hydrogen Import Potential,techStocks 2050 Hyd03_01,0.8861211942600974,0.8914772250077969,1200.0,0.12395702515560104,10,"[0.6925144927146054, 0.778356529108648, 0.7860165118575292, 0.8255736767970346, 0.8596312865265356, 0.8748001884685405, 0.8822721693188608, 0.8914772250077969, 0.8900155026289931, 0.8861211942600974]"
CCS potential,CO2 Storage 2050,0.8633671371367143,0.8633671371367143,800.0,0.05052673069270902,10,"[0.7172025704571506, 0.7381340815273398, 0.7754295834797819, 0.8134513181713128, 0.8178837275593592, 0.8401934899554213, 0.8422121483954621, 0.843243731062466, 0.84335332839273, 0.8633671371367143]"
Solar PV Potential,Electricity capacity_Carrier_sum 2050 Solar PV,0.44300852914150357,0.520641027623669,2400.0,0.245026914721408,10,"[0.3754616050153797, 0.3594828275497744, 0.4181765241116652, 0.520641027623669, 0.4122322963594636, 0.40609806822947514, 0.40751646730721625, 0.42885759957715464, 0.4372490240803426, 0.44300852914150357]"
Electricity Trade Ratio,techUseNet 2050 PEU01_03,0.4127668349566004,0.4219082886927111,1200.0,0.22014384521114985,10,"[0.3457856959641496, 0.4219082886927111, 0.4087920574782272, 0.4126428007341096, 0.4153590673815841, 0.3991089827962481, 0.4005584561652772, 0.4069329100716687, 0.4119594990048598, 0.4127668349566004]"
Chemical Production,BioFuel Imports 2050,0.38937351397898,0.451941923066804,2800.0,0.1203957026934261,10,"[0.451941923066804, 0.44699735804220936, 0.3931807970186126, 0.38298214156956006, 0.4075840287240864, 0.36087631928288433, 0.3624588459168928, 0.36492747114112445, 0.3960316073098333, 0.38937351397898]"
Wind offshore Potential,comPrices 2050 Ammonia,0.349350372404543,0.42020041980351963,,3.331691522703088,10,"[0.1376591243680363, 0.09700608125051888, 0.42020041980351963, 0.08501745723642484, 0.08131169391551941, 0.2128190037574544, 0.14790604743845884, 0.10211868733486248, 0.21830837591276345, 0.349350372404543]"
Weather Conditions,Electricity generation_Carrier_sum 2050 Wind onshore,0.34288922482644435,0.39187815082965033,1200.0,0.1781114823960142,10,"[0.39187815082965033, 0.32208015246677246, 0.3024347144215346, 0.3310400521622665, 0.34053587191841933, 0.3596059649186821, 0.33719484881291334, 0.3380970098683597, 0.3189226417402379, 0.34288922482644435]"
Biomass Import Potential,BioEnergy Imports 2050,0.3354070252682093,0.3391619797961005,2400.0,0.23243732663679195,10,"[0.3081080615886033, 0.2575623258760278, 0.27077918062209283, 0.3337183694747931, 0.2937755033741104, 0.3065950048413514, 0.3153347184109068, 0.335825530017882, 0.3391619797961005, 0.3354070252682093]"
WACC,comPrices 2050 Ammonia,0.3318798222105809,0.39546746686868045,,2.8073108762418912,10,"[0.16983011191957129, 0.09172438403168676, 0.06460585197119445, 0.08513802368393505, 0.1038705479335686, 0.39546746686868045, 0.1268581706473576, 0.1003890120143026, 0.10531198682054146, 0.3318798222105809]"
Biomass Import Potential,Biomass Imports 2050,0.31992686025724376,0.36514317025534093,3200.0,0.1321894938607902,10,"[0.2916343505878019, 0.2796136581605121, 0.28842924532375425, 0.31057452921494283, 0.3516292190379193, 0.36514317025534093, 0.32452555330659455, 0.33994592961550174, 0.32241059568850394, 0.31992686025724376]"
Weather Conditions,techUseNet 2050 PNL04_01,0.3193993979380253,0.33036357023508356,2400.0,0.1682761040752131,10,"[0.24377311870871263, 0.28379667687447696, 0.33036357023508356, 0.27477127570754567, 0.31177751881339755, 0.2934696684176057, 0.3029022094603201, 0.3025799197161032, 0.3019462705602074, 0.3193993979380253]"
Biomass Import Price,comPrices 2050 Bio Kerosene,0.2856029409201149,0.3706368000199614,,0.9011857729710145,10,"[0.10627455279065255, 0.20204766779444566, 0.3706368000199614, 0.27628221840211753, 0.2669945059034947, 0.2796466305543051, 0.3140097548247499, 0.2275395055020378, 0.20626918761274432, 0.2856029409201149]"
CCS potential,comPrices 2050 Ammonia,0.2817572125681329,0.498399201421186,,1.958781089487596,10,"[0.11140654965722263, 0.1684474742629571, 0.498399201421186, 0.159235645009328, 0.16078774460035042, 0.20640440876785007, 0.06382790009669063, 0.17487963977940413, 0.22264103095631352, 0.2817572125681329]"
Weather Conditions,Electricity generation_Carrier_sum 2050 Solar PV,0.2718250118852026,0.3194634547569791,,0.44689267822950096,10,"[0.22559928605263033, 0.2162320137374655, 0.3128645174755597, 0.2599999978075687, 0.269973235093878, 0.3076927188473145, 0.3194634547569791, 0.27783954395064375, 0.30238309853376155, 0.2718250118852026]"
Bunker Emission Reduction,SynFuel Production 2050,0.2690438783569744,0.2746035780460444,3200.0,0.28603599318296913,10,"[0.20327645484414322, 0.2614208374962007, 0.2200024551059852, 0.247370590690776, 0.2413277295615078, 0.21426131573043897, 0.25575351536348634, 0.2746035780460444, 0.25470705590964426, 0.2690438783569744]"
Electricity Trade Volume,techUseNet 2050 PEU01_03,0.26694116207813173,0.2916477780297166,2000.0,0.6257545724560416,10,"[0.16961698899414915, 0.27575559542346406, 0.2916477780297166, 0.2608290448061857, 0.24265571791655485, 0.25948788468756934, 0.2796847531144068, 0.2596031051178992, 0.2845844738415286, 0.26694116207813173]"
Biomass Import Potential,comPrices 2050 Ammonia,0.26339433399241485,0.44684396785196384,,7.387754539338705,10,"[0.10181968211519088, 0.07628035079270008, 0.44684396785196384, 0.10230189618106797, 0.0825068859050232, 0.02950547358292664, 0.009556577508234566, 0.08015822637523665, 0.047856940608102735, 0.26339433399241485]"
Hydrogen Import Price,Hydrogen Imports 2050,0.26098669347449205,0.7265596242791833,,1.2787573531182355,10,"[0.31884027638351414, 0.7265596242791833, 0.40881924039844264, 0.2721835142752711, 0.27228846694189845, 0.4127803582750601, 0.2534567893103657, 0.45660767394147533, 0.44180053798069985, 0.26098669347449205]"
Bunker aviation,comPrices 2050 Bio Kerosene,0.25758077587072575,0.25758077587072575,,1.8855624185714837,10,"[0.10848132959242668, 0.07695584559503447, 0.02240245709526047, 0.0646436882777437, 0.0953343631348333, 0.07298963294127352, 0.0455814293984734, 0.09985192341071832, 0.11644736910823206, 0.25758077587072575]"
Biomass Import Price,BioEnergy Imports 2050,0.2420816347265793,0.2663874951560784,4000.0,0.24948603303810848,10,"[0.2663874951560784, 0.2572895288999989, 0.1930993849924944, 0.232905488971671, 0.23631468155074312, 0.20179784241581905, 0.2116493199290197, 0.2021948600970118, 0.2322004419218583, 0.2420816347265793]"
Bunker Emission Reduction,CO2 Price 2050,0.24156210034390801,0.36899355522181365,,0.4505567695347203,10,"[0.24654624094617783, 0.2595525826662421, 0.36031474958746634, 0.36899355522181365, 0.2213324781399136, 0.2247534587704564, 0.3260176510958282, 0.28886692821491594, 0.34442969822982156, 0.24156210034390801]"
Biomass Import Price,Biomass Imports 2050,0.23721580551211216,0.28615858313789727,4000.0,0.236222650998054,10,"[0.2626659401076827, 0.28615858313789727, 0.21856144402321614, 0.22022847703691062, 0.24813475325623038, 0.22324048435680044, 0.23429609470983126, 0.2141837968551266, 0.24076738095631867, 0.23721580551211216]"
Weather Conditions,Weekly Flexibility Capacity 2050,0.23408588406147848,0.27145426246278903,,0.23378025860466514,10,"[0.23920462054994093, 0.2217216997705204, 0.2064116655740946, 0.18613342749882353, 0.22964774831447118, 0.23519544334404024, 0.27145426246278903, 0.20829946892758244, 0.21120470712781642, 0.23408588406147848]"
Wind offshore Potential,Electricity capacity_Carrier_sum 2050 Wind offshore,0.23355076267441785,0.25975619690142404,,0.19074418255327866,10,"[0.24254656470280903, 0.20114092376944367, 0.23950738485185755, 0.23175425391724716, 0.25805466194682125, 0.23890260715296896, 0.2384713638891303, 0.22298231111581296, 0.25975619690142404, 0.23355076267441785]"
Passenger Cars,comPrices 2050 Ammonia,0.22981626465200486,0.3661072765075775,,2.812171939104182,10,"[0.05018127678550667, 0.09603640191360535, 0.3661072765075775, 0.07516140689192101, 0.0844213129426783, 0.13935194308502138, 0.1359233747141598, 0.08203619519063926, 0.1144038889406342, 0.22981626465200486]"
Nuclear Costs,Electricity capacity_Carrier_sum 2050 Nuclear,0.21989963257630307,0.2470101718960283,,0.2618940837698546,10,"[0.2120700126144477, 0.1829703412501398, 0.1814616336005477, 0.19712398570183548, 0.2470101718960283, 0.18231966924548368, 0.17463260086858792, 0.18937967280834428, 0.19896195006016332, 0.21989963257630307]"
Hydrogen Import Price,Hydrogen Production 2050,0.21985241669384983,0.23653291378847988,3600.0,0.37637822211121125,10,"[0.18840803274474655, 0.15748779324461162, 0.21676276887023657, 0.2244343019808536, 0.2275910240584107, 0.22940299331652322, 0.23653291378847988, 0.2061097793423177, 0.20400473338622643, 0.21985241669384983]"
Biomass Import Price,BioFuel Production 2050,0.2100425701438615,0.21969030179459983,4000.0,0.19191812969249197,10,"[0.15901730868588268, 0.18500901861754854, 0.2032153410159477, 0.17431362580185725, 0.16154031784112888, 0.19254283351112902, 0.16798057683743062, 0.1983317589861968, 0.21969030179459983, 0.2100425701438615]"
Steel Production,comPrices 2050 Bio Kerosene,0.2079020594951006,0.2079020594951006,,16.519396282901187,10,"[0.09877848579920506, 0.07297068772487268, 0.004708412015382925, 0.05897331286061667, 0.04449049129311736, 0.07538635350683977, 0.009269070296726268, 0.162388515702416, 0.01631873679134891, 0.2079020594951006]"
Flexibility Costs,comPrices 2050 Ammonia,0.204199017144847,0.204199017144847,,60.94110916203698,10,"[0.12093502201207994, 0.07994722003457785, 0.07958646845640482, 0.04370526705784749, 0.07339425546248336, 0.15115625705368183, 0.0031175319711852414, 0.05649176418905218, 0.0032966638781147034, 0.204199017144847]"
Bunker Emission Reduction,comPrices 2050 Ammonia,0.20239704519958393,0.20239704519958393,,1.3866557367033476,10,"[0.04651824095559416, 0.05976737384243097, 0.059558380797440594, 0.11515826507829872, 0.07738536171835542, 0.1846922174819766, 0.1279022061818182, 0.09356530965580187, 0.10638801697527663, 0.20239704519958393]"
Electricity Trade Ratio,techUseNet 2050 PNL04_01,0.20230774794867018,0.2130779234177443,2000.0,0.37547407366736496,10,"[0.20266488439877942, 0.15491235167350279, 0.2130779234177443, 0.18058106409695185, 0.1864640591402217, 0.1870582371820543, 0.19566488787371078, 0.19812876639264218, 0.1857810929675553, 0.20230774794867018]"
Nuclear Costs,Electricity generation_Carrier_sum 2050 Nuclear,0.19704248405667454,0.23076881949997777,4000.0,0.24526924006861142,10,"[0.13085140769206996, 0.12425395146140904, 0.15472962371187096, 0.18843741185167265, 0.19867751485466165, 0.18909010869988307, 0.23076881949997777, 0.1904012436761356, 0.21063382947833564, 0.19704248405667454]"
Solar PV Potential,Electricity generation_Carrier_sum 2050 Solar PV,0.19688851315841321,0.22010066005920462,4000.0,0.37734895099240634,10,"[0.17852078567907317, 0.15783078274516998, 0.15980021613304157, 0.22010066005920462, 0.2051084123724031, 0.205968289013095, 0.17994168984659825, 0.21023118325809365, 0.18586732655665233, 0.19688851315841321]"
Buildings demand,comPrices 2050 Ammonia,0.19659046383432563,0.2872190035527005,,16.31513366512811,10,"[0.13552567546048788, 0.0928628310995996, 0.2872190035527005, 0.07579619442883487, 0.08835136770499977, 0.006979472144113445, 0.12085049308736256, 0.07894752071300108, 0.05525320955029572, 0.19659046383432563]"
Electricity Trade Volume,comPrices 2050 Ammonia,0.19143379523911133,0.339577105007593,,6.360665324141012,10,"[0.08567548109397738, 0.08406935310964674, 0.055815704377075066, 0.0854124056454817, 0.07349009645018405, 0.339577105007593, 0.15295014435761514, 0.07635048506667716, 0.026007675503362408, 0.19143379523911133]"
Bunker navigation,comPrices 2050 Bio Kerosene,0.18919806673282033,0.21983354752976328,,3.4613135665607935,10,"[0.11945767305026682, 0.09363867884396872, 0.21983354752976328, 0.08092628003677454, 0.07066961583039373, 0.06856309303665464, 0.11908618103581459, 0.10445966978744207, 0.042408600944558186, 0.18919806673282033]"
Weather Conditions,Electricity generation_Carrier_sum 2050 Wind offshore,0.18911222045411116,0.2090357303395993,4000.0,0.2666431574809481,10,"[0.14791680704997023, 0.18735781152627445, 0.19900105289961403, 0.20339597266111878, 0.18638493199861286, 0.2090357303395993, 0.16496797197791765, 0.1691351996851588, 0.19691560298505062, 0.18911222045411116]"
CCS potential,Shedding Flexibility Capacity 2050,0.18478970107683132,0.18478970107683132,,0.39842013682566413,10,"[0.12349682173675984, 0.17270044235065435, 0.12836917177784385, 0.16602241629965056, 0.14418610512609933, 0.15579926253011805, 0.17209121473398414, 0.15690721248894784, 0.16246672747859292, 0.18478970107683132]"
Biomass Import Potential,BioFuel Production 2050,0.18252205756194484,0.1948241225473809,3600.0,0.13772979682968875,10,"[0.1948241225473809, 0.16799103573140775, 0.16625142196824666, 0.14642408076177987, 0.1628888339266359, 0.1433936652784081, 0.15419586421470421, 0.17028111717623914, 0.16915438665429675, 0.18252205756194484]"
CCS potential,Flexibility Capacity 2050,0.18141676092516362,0.19615922123966567,3200.0,0.2894325799491938,10,"[0.15439949981338782, 0.15119863074026113, 0.14342806509210362, 0.18494082000883208, 0.1503563999808606, 0.1607748805011282, 0.187455168828515, 0.19615922123966567, 0.1856595860861904, 0.18141676092516362]"
CCS potential,Hourly Flexibility Capacity 2050,0.173577957770936,0.18541024463235517,4000.0,0.23325922402883026,10,"[0.14191518663822658, 0.15533969664323316, 0.14072551510246012, 0.1735510395563174, 0.1582558540689193, 0.16501181823426184, 0.18024586828113665, 0.18541024463235517, 0.16517982982824594, 0.173577957770936]"
Weather Conditions,Daily Flexibility Capacity 2050,0.17005536880669114,0.19329677330231526,3200.0,0.5348229975740344,10,"[0.13957981454026697, 0.10815362320980626, 0.1659966681733675, 0.1685962334523471, 0.16646176754053596, 0.1748119256847071, 0.19329677330231526, 0.17574817538828222, 0.1747912542909034, 0.17005536880669114]"
Weather Conditions,Storage Flexibility Capacity 2050,0.16923932529692778,0.2130584663951388,1600.0,0.46798437584322167,10,"[0.13817541019808977, 0.12246933751729448, 0.1797830739952584, 0.19599332257624197, 0.2130584663951388, 0.20077664658197056, 0.18869416295803693, 0.18804186443872176, 0.1726782338549833, 0.16923932529692778]"
Hydrogen Import Potential,Hydrogen Imports 2050,0.16796473645515728,0.17190129622647035,2400.0,0.21607909364111266,10,"[0.12677883745661414, 0.13176027220029796, 0.13348178378737788, 0.13282410290330468, 0.16152461467234464, 0.15423677680624723, 0.16361381147237192, 0.15907483876276257, 0.17190129622647035, 0.16796473645515728]"
Biomass Import Price,Methanol Production 2050,0.16504724454430403,0.16504724454430403,,0.31051962169706465,10,"[0.10909225948664875, 0.09075564234980302, 0.11893705007913795, 0.14971501809344623, 0.16481768805538613, 0.16140392651490998, 0.13558382690897036, 0.14916676887673008, 0.13948777316320643, 0.16504724454430403]"
Chemical Production,Methanol Production 2050,0.1628290454654673,0.1628290454654673,3200.0,0.25631956064948413,10,"[0.16148910846288103, 0.14740834346869314, 0.1279800613131977, 0.16078385440089057, 0.14236231837502877, 0.13988011100723255, 0.1623701180963025, 0.15515594276604322, 0.1576269174632408, 0.1628290454654673]"
Electricity Trade Ratio,Weekly Flexibility Capacity 2050,0.16277507623313675,0.18209352902009357,2400.0,0.3184197154906314,10,"[0.1118225785534351, 0.13134508961587243, 0.17316795568245003, 0.16164810135925767, 0.17853984903510164, 0.18209352902009357, 0.17988061390016444, 0.1638194126375044, 0.17969686533061924, 0.16277507623313675]"
Ammonia Import Price,comPrices 2050 Bio Kerosene,0.1603123736656165,0.2352367057857003,4000.0,1.5446806168142002,10,"[0.08161545759666082, 0.10405767284598473, 0.2269390267365651, 0.0981365392438961, 0.0834800128222426, 0.09244252666969409, 0.2352367057857003, 0.1416583318525113, 0.16432476509569494, 0.1603123736656165]"
Ammonia Import Price,Flexibility Capacity 2050,0.15730921864452632,0.16759171843222873,2800.0,0.35149229893714895,10,"[0.12887709846634762, 0.1397162151538391, 0.13774450347677672, 0.16653635976824357, 0.11512924790212714, 0.15559629192215074, 0.1558160000638851, 0.16759171843222873, 0.16433510205301974, 0.15730921864452632]"
Electricity Trade Ratio,Storage Flexibility Capacity 2050,0.15708388549886296,0.19741041638625567,4000.0,0.23378588578312545,10,"[0.1564897359061179, 0.17304448086305882, 0.13569648505969237, 0.1600037888753709, 0.19741041638625567, 0.1577245418766495, 0.16212099246987743, 0.14159959849859574, 0.16179445998516268, 0.15708388549886296]"
WACC,totalCosts,0.15493953158639287,0.2105688278817774,,0.3790418398805936,10,"[0.20959925956293085, 0.15269212419255518, 0.2105688278817774, 0.16580013143059913, 0.16237980520183243, 0.16761690691781567, 0.1888024365035575, 0.17032628897985336, 0.18146020903540097, 0.15493953158639287]"
Wind offshore Potential,Electricity generation_Carrier_sum 2050 Wind offshore,0.1542475079280002,0.1791793183666248,4000.0,0.3123407794956542,10,"[0.14398838500316352, 0.15965335575884215, 0.15280368146032022, 0.15357904140255296, 0.13653413897226085, 0.1791793183666248, 0.17822143164401702, 0.1416332811727868, 0.16666337024272931, 0.1542475079280002]"
Bunker Emission Reduction,Methanol Production 2050,0.15367217289367147,0.1787819095530695,3600.0,0.21293396182517588,10,"[0.13652811711323454, 0.16559958999068716, 0.16313516000814063, 0.1572270674212572, 0.14091827946714036, 0.1497374195686262, 0.15798723079445534, 0.1787819095530695, 0.16777778390873152, 0.15367217289367147]"
Buildings demand,comPrices 2050 Bio Kerosene,0.15247446275732826,0.2044892827168654,4000.0,2.450554731774426,10,"[0.05066726340756425, 0.08233227782738667, 0.025839241899042572, 0.04804016130092847, 0.06305628360754642, 0.06282059249929578, 0.2044892827168654, 0.0490076580333458, 0.16910360632014432, 0.15247446275732826]"
Weather Conditions,DR Flexibility Capacity 2050,0.15083088166470485,0.18649587108579038,4000.0,0.2114888935833104,10,"[0.15143128836902783, 0.16679710693002342, 0.18649587108579038, 0.14705406565200088, 0.12859598373595793, 0.14328412575775276, 0.1585688965716944, 0.13816704303382835, 0.15475574224002192, 0.15083088166470485]"
Wind offshore Potential,Electricity generation_Carrier_sum 2050 Wind onshore,0.1493398242701246,0.1566882444261812,4000.0,0.46747726241878795,10,"[0.09776392479651388, 0.0923875890559263, 0.1355766862692627, 0.11348000146641868, 0.12774473393438762, 0.13774679622574001, 0.14590691932249703, 0.13687599639186593, 0.1566882444261812, 0.1493398242701246]"
Electricity Trade Ratio,comPrices 2050 Bio Kerosene,0.14880576100904797,0.3910656365145332,,3.6280600462102504,10,"[0.05969636168005796, 0.08449882512539192, 0.3910656365145332, 0.06869583798822453, 0.07244584441343237, 0.07923607976152966, 0.18103980019479338, 0.0658123995559836, 0.04386721196433529, 0.14880576100904797]"
Weather Conditions,Electricity capacity_Carrier_sum 2050 Wind onshore,0.14773724243798275,0.1772598621287693,4000.0,0.22395496927813346,10,"[0.14482547689913294, 0.1772598621287693, 0.14847709777882065, 0.16300938259115266, 0.15160705218043471, 0.16667090187180628, 0.15261189239073114, 0.14028621414370213, 0.15889501621800978, 0.14773724243798275]"
Electricity Trade Volume,techUseNet 2050 PNL04_01,0.14640081377751302,0.1732263192006818,2800.0,0.27559247780350266,10,"[0.14516703338731515, 0.12451428247439708, 0.15882948210344142, 0.15283929809525507, 0.1732263192006818, 0.15305852139372522, 0.1553148031342769, 0.15252085256333175, 0.16085099386807716, 0.14640081377751302]"
Flexibility Costs,Storage Flexibility Capacity 2050,0.14511912201268712,0.15597726403646067,,0.26145305672679825,10,"[0.12977680157204602, 0.1267974237551832, 0.14543888800252713, 0.1256211750336588, 0.15597726403646067, 0.11519653157424513, 0.1422644035203588, 0.14404750486357537, 0.12765802092058512, 0.14511912201268712]"
Biomass Import Potential,CO2 Price 2050,0.14317588646386328,0.24865556468863062,,0.8060109321631639,10,"[0.0642908159391022, 0.09606201772308542, 0.17348905417354388, 0.24865556468863062, 0.20944819716249297, 0.13051873125154212, 0.13439994336323732, 0.07907982496560115, 0.11267715860372196, 0.14317588646386328]"
WACC,Daily Flexibility Capacity 2050,0.143148185820666,0.15363674150876075,,0.7294368404466869,10,"[0.11255162425480945, 0.06531634208026836, 0.08883628353208825, 0.15363674150876075, 0.13087653431516597, 0.1240763747921992, 0.14214363306390676, 0.10782493073828187, 0.11922797360812275, 0.143148185820666]"
CCS potential,BioFuel Production 2050,0.14161717533931542,0.14742066770258386,4000.0,0.5006162017029104,10,"[0.1247681359995414, 0.09824008799537802, 0.14742066770258386, 0.10083266437729671, 0.14476750515076037, 0.11934555643251982, 0.14086313153939897, 0.12009171606035966, 0.14059813526825402, 0.14161717533931542]"
CCS potential,SynFuel Production 2050,0.13922441311377218,0.13922441311377218,,1.1370619862937121,10,"[0.05711343441774898, 0.1220549496008503, 0.09679507659923567, 0.09323130222702206, 0.10991975223466553, 0.11427751233272514, 0.12949516095148067, 0.11368288095495295, 0.11797057234890838, 0.13922441311377218]"
Weather Conditions,Electricity capacity_Carrier_sum 2050 Wind offshore,0.138214071908953,0.16761355413097426,4000.0,0.3572503820210237,10,"[0.16761355413097426, 0.10773354788578217, 0.13261953253117437, 0.14957443937625162, 0.15220572452508294, 0.12431904816494481, 0.1377635311271615, 0.14902113033675157, 0.12728751545100048, 0.138214071908953]"
Buildings demand,Daily Flexibility Capacity 2050,0.1378467360773092,0.15409769235596205,,0.28478775459382466,10,"[0.12467157945869291, 0.10623598499979776, 0.10900510351112568, 0.1400484221793266, 0.1513823126203492, 0.12583077137510992, 0.13117219799548765, 0.1370973380809847, 0.15409769235596205, 0.1378467360773092]"
Buildings demand,DR Flexibility Capacity 2050,0.13771733573221914,0.1407444508851379,4000.0,0.18814040036214097,10,"[0.09985375045122569, 0.1127171226793207, 0.10330211437962099, 0.12273741553725856, 0.12931376951914048, 0.12102680580494661, 0.13713142165177344, 0.12607777476429655, 0.1407444508851379, 0.13771733573221914]"
Nuclear Potential,Electricity generation_Carrier_sum 2050 Nuclear,0.13633948657381267,0.13633948657381267,1600.0,0.12665407113752858,10,"[0.10165222553612387, 0.10497504501574266, 0.1182705618348318, 0.12091935325615794, 0.11968153390577838, 0.12647825613203928, 0.12634612860106612, 0.13231474769246213, 0.1287932997275582, 0.13633948657381267]"
Chemical Production,totalCosts,0.13622497818662388,0.13622497818662388,,0.6723256829983928,10,"[0.08667603263395067, 0.07662720507533653, 0.12814564306387008, 0.11851016176654441, 0.10515901152911582, 0.11408034936918017, 0.09502670687174555, 0.1334714865331067, 0.12373836392463783, 0.13622497818662388]"
Electricity Trade Ratio,totalCosts,0.13602663659969516,0.16391702226159205,2800.0,0.27393424218460766,10,"[0.14247033019400918, 0.14931209658542338, 0.11226426657846696, 0.14301729336805008, 0.14761879395332259, 0.16391702226159205, 0.15444845279343375, 0.14429262923326114, 0.1437747748430985, 0.13602663659969516]"
Bunker Emission Reduction,comPrices 2050 Bio Kerosene,0.1340273116893054,0.14618790800793838,,17.196463732538785,10,"[0.06560780345190599, 0.11740727327998364, 0.005730970593874285, 0.10428339856367969, 0.1106007477966807, 0.10569745156057143, 0.14618790800793838, 0.04935697642488531, 0.0866182405010743, 0.1340273116893054]"
Nuclear Potential,Electricity capacity_Carrier_sum 2050 Nuclear,0.1330053604236172,0.1448503256418096,1600.0,0.13877482738117117,10,"[0.09534864149983621, 0.1018326474910846, 0.11596445556842752, 0.12542672962140272, 0.1333258816533099, 0.13466117706321223, 0.14035207198275879, 0.13666888720247378, 0.1448503256418096, 0.1330053604236172]"
Biomass Import Price,Weekly Flexibility Capacity 2050,0.1320234032197812,0.14223135888032487,,0.23215876273782346,10,"[0.11711574664192564, 0.12614973732703555, 0.10922833391545202, 0.11604521870589654, 0.11306609814357398, 0.1355328400550192, 0.14223135888032487, 0.10921110258014931, 0.11978149155235224, 0.1320234032197812]"
Bunker Emission Reduction,BioFuel Production 2050,0.13175536506980204,0.14583446620411783,,0.3147298657641015,10,"[0.10123616379789015, 0.1330982080404727, 0.09547392180113637, 0.10829720178484444, 0.12440794873124095, 0.13014114260749737, 0.12739996389672564, 0.14583446620411783, 0.10804308688861294, 0.13175536506980204]"
WACC,comPrices 2050 Bio Kerosene,0.1303915830643001,0.18091034542320927,4000.0,2.4369018833857576,10,"[0.14904878600889185, 0.052637622941098056, 0.18091034542320927, 0.07745374706801614, 0.10691518248240275, 0.06508038415445014, 0.05777470974473322, 0.05605009545146423, 0.1419519127197069, 0.1303915830643001]"
Ammonia Import Price,Shedding Flexibility Capacity 2050,0.13004451302957803,0.14120750072764332,3600.0,0.2845686879011325,10,"[0.14120750072764332, 0.1266027914530985, 0.1053768066524726, 0.13536374625677805, 0.13427566305149458, 0.10844248737196016, 0.11866145185708049, 0.1357711949107494, 0.12446495286135578, 0.13004451302957803]"
Weather Conditions,Flexibility Capacity 2050,0.1298474624228103,0.14602119692664395,,1.5985145424885694,10,"[0.056194104184924445, 0.14602119692664395, 0.07153465288102959, 0.1092643063056644, 0.13064132483192795, 0.13783107254429947, 0.12872933208694134, 0.13419202367601124, 0.11189131716842932, 0.1298474624228103]"
Weather Conditions,Electricity generation_Carrier_sum 2050 Nuclear,0.12955613211445668,0.12955613211445668,,0.3719926643867357,10,"[0.07178420264686432, 0.08651069352829, 0.11869203691182292, 0.10850789191130815, 0.11243837854140247, 0.12326430361600291, 0.1128934770159703, 0.11712236636987398, 0.11622475774861009, 0.12955613211445668]"
Nuclear Potential,Electricity generation_Carrier_sum 2050 Wind onshore,0.12932748146003997,0.12932748146003997,2400.0,0.2336976341264324,10,"[0.10064661250494407, 0.10857532326204149, 0.08320152709118979, 0.09506920576777529, 0.11561963024551433, 0.11808967411283625, 0.11086154209556494, 0.11463612205541054, 0.12317214372819187, 0.12932748146003997]"
LNG Import Price,Electricity generation_Carrier_sum 2050 Wind onshore,0.129178316799153,0.129178316799153,2400.0,0.2555821337845623,10,"[0.08124343637471675, 0.09205003674505513, 0.07975532720724833, 0.10013936391556282, 0.12158304231072002, 0.12641757710219928, 0.11860059442343808, 0.11838012133842551, 0.11889168132543083, 0.129178316799153]"
Flexibility Costs,Weekly Flexibility Capacity 2050,0.1291357230808391,0.137314992587282,,0.2911680811260123,10,"[0.1366737525403035, 0.12213513027711408, 0.1032591470003279, 0.10788407768026226, 0.10634943242054995, 0.137314992587282, 0.1341040505565763, 0.11193989749102747, 0.11711011078206514, 0.1291357230808391]"
Wind offshore Potential,Electricity capacity_Carrier_sum 2050 Wind onshore,0.1284624672700298,0.1284624672700298,2000.0,0.26798853093763775,10,"[0.08597877556893739, 0.10902010132547378, 0.10140279982010338, 0.12204029820249047, 0.11841056838790097, 0.1271259727856967, 0.12484811215338508, 0.12472243804360081, 0.1275678207254015, 0.1284624672700298]"
Electricity Trade Ratio,Electricity generation_Carrier_sum 2050 Wind onshore,0.12843431922077103,0.13769184565914352,2400.0,0.31098700890398945,10,"[0.12020252773546566, 0.08282110317231436, 0.1064414171151809, 0.10984056845322457, 0.12251702750328838, 0.13247923144351778, 0.1329563981104659, 0.13635837588925115, 0.13769184565914352, 0.12843431922077103]"
Electricity Trade Volume,Weekly Flexibility Capacity 2050,0.12826870641123153,0.15621152206132932,4000.0,0.33918021556061206,10,"[0.15621152206132932, 0.10322766433551633, 0.12665880195180917, 0.11436828059194049, 0.13007473699247799, 0.13055895476430676, 0.14092591902915452, 0.11839562810686767, 0.14196938494081218, 0.12826870641123153]"
WACC,DR Flexibility Capacity 2050,0.12817890389710224,0.16619767373600772,3600.0,0.76996490597652,10,"[0.1091792814927054, 0.11722049568785332, 0.09646231218797288, 0.14623447606952347, 0.09389885255623959, 0.16619767373600772, 0.10704775365499794, 0.1420628097973584, 0.13706795320401402, 0.12817890389710224]"
