Parameter,Outcome,mu,mu_star,mu_star_conf,sigma,mu_star_norm,sigma_norm
CO2 Cap,techStocks 2050 TRH01_02,2.7311027250000004,2.7311027250000004,4.39928165762768,8.755301732213656,1.0,0.8769274603321231
Buildings demand,techStocks 2050 TRH01_02,-0.3618935249999998,0.3618935249999998,0.7471220750740569,1.6184370450340375,0.13250820691850754,0.1621019961410612
Steel Production,techStocks 2050 TRH01_02,-0.9883165500000001,0.9883165500000001,1.6810456661972204,4.419885978176139,0.36187454281859716,0.44269398181204556
Chemical Production,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Passenger Cars,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Bunker aviation,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Bunker navigation,techStocks 2050 TRH01_02,-0.9603730500000001,0.9603730500000001,1.6924817643786112,4.29491884711761,0.3516429613609645,0.4301773247948533
Agriculture neGHG CH4,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Agriculture neGHG N2O,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Wind offshore Costs,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Wind offshore Potential,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Solar PV Costs,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Solar PV Potential,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear Costs,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear Potential,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Import Potential,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Import Price,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Biomass Import Potential,techStocks 2050 TRH01_02,1.2721319999999998,1.2721319999999998,2.186167994599498,5.6891472567055255,0.46579426996836953,0.5698226752051468
Biomass Import Price,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Ammonia Import Potential,techStocks 2050 TRH01_02,1.3808926500000003,1.3808926500000003,2.6646215223082033,6.175539670059649,0.5056172502628952,0.618539541489503
Ammonia Import Price,techStocks 2050 TRH01_02,-2.23250505,2.23250505,4.646573995611359,9.984066103823134,0.817437231329334,1.0
CCS potential,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Flexibility Costs,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
LNG Import Price,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Electricity Trade Price,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Weather Conditions,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Electricity Trade Ratio,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Electricity Trade Volume,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
WACC,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
Bunker Emission Reduction,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
End-of-Life Emission Reduction,techStocks 2050 TRH01_02,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techStocks 2050 TRH01_03,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techStocks 2050 TRH01_04,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techStocks 2050 TRH01_05,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techStocks 2050 TRH01_06,3.273035849999998,8.735241300000002,11.920651535918141,28.847371529923638,0.5659723919296097,0.5576454671383401
Buildings demand,techStocks 2050 TRH01_06,0.3618935250000003,0.3618935250000003,0.6519560481090246,1.6184370450340402,0.023447748829570184,0.031285834172996185
Steel Production,techStocks 2050 TRH01_06,0.8082099000000014,1.1684232000000008,2.023013331626826,4.534192544039767,0.07570429374286992,0.0876499932305246
Chemical Production,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
Passenger Cars,techStocks 2050 TRH01_06,-0.025963050000000366,0.025963050000000366,0.04306653648182693,0.11611028940645342,0.001682193886308356,0.002244515640132603
Bunker aviation,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
Bunker navigation,techStocks 2050 TRH01_06,0.9603730500000012,0.9603730500000012,1.9384045741673461,4.294918847117615,0.06222434087232772,0.0830246188751639
Agriculture neGHG CH4,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
Agriculture neGHG N2O,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
Wind offshore Costs,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
Wind offshore Potential,techStocks 2050 TRH01_06,10.724763225,10.724763225,21.684833283089173,47.962599227379755,0.6948771862011371,0.9271598982103856
Solar PV Costs,techStocks 2050 TRH01_06,7.49999998106432e-08,7.49999998106432e-08,1.5946793011503723e-07,3.354101957781392e-07,4.859388290458558e-09,6.4837787773365864e-09
Solar PV Potential,techStocks 2050 TRH01_06,1.1193389999999996,1.1193389999999996,2.2350283934100994,5.005836187733272,0.07252403791182013,0.09676728628224927
Nuclear Costs,techStocks 2050 TRH01_06,-7.906406325000002,7.906406325000002,14.072171572098283,35.3585240008686,0.5122706454975255,0.6835118621928317
Nuclear Potential,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Import Potential,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Import Price,techStocks 2050 TRH01_06,15.434041350000001,15.434041350000001,19.853367247377875,47.52086930489899,1.0,0.918620864117964
Biomass Import Potential,techStocks 2050 TRH01_06,9.452631225000001,11.996895225,21.541521671747727,48.595268169895796,0.7773009643388055,0.9393899541663436
Biomass Import Price,techStocks 2050 TRH01_06,2.576306550000001,2.576306550000001,5.986668924829672,11.521593153355921,0.16692365217746424,0.22272269033303052
Ammonia Import Potential,techStocks 2050 TRH01_06,-1.380892650000001,1.380892650000001,2.396807610956045,6.175539670059653,0.08947058120976208,0.11937869973940332
Ammonia Import Price,techStocks 2050 TRH01_06,2.232505050000001,2.232505050000001,4.370101216310052,9.984066103823139,0.1446481190099961,0.19300091866710392
CCS potential,techStocks 2050 TRH01_06,6.9187368750000005,14.530789575,22.746982866851987,51.73066622052755,0.9414766518686306,1.0
Flexibility Costs,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
LNG Import Price,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
Electricity Trade Price,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
Weather Conditions,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
Electricity Trade Ratio,techStocks 2050 TRH01_06,-4.5405180000000005,4.5405180000000005,9.385324147138844,20.30581380212278,0.2941885341003055,0.3925295242779052
Electricity Trade Volume,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
WACC,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
Bunker Emission Reduction,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
End-of-Life Emission Reduction,techStocks 2050 TRH01_06,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techStocks 2050 TRH01_07,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techStocks 2050 TRH01_08,-6.004138575000001,6.004138575000001,12.446666937257561,26.851324000057442,0.3890192101241196,0.5190600848941398
Buildings demand,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Steel Production,techStocks 2050 TRH01_08,0.18010665000000028,0.18010665000000028,0.34940066061323005,0.8054614251995262,0.0116694419767121,0.015570289038340401
Chemical Production,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Passenger Cars,techStocks 2050 TRH01_08,0.02596304999999983,0.02596304999999983,0.05975420005552817,0.1161102894064511,0.0016821938863083212,0.002244515640132558
Bunker aviation,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Bunker navigation,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Agriculture neGHG CH4,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Agriculture neGHG N2O,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Wind offshore Costs,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Wind offshore Potential,techStocks 2050 TRH01_08,-10.724763225,10.724763225,20.590038108630942,47.962599227379755,0.6948771862011371,0.9271598982103856
Solar PV Costs,techStocks 2050 TRH01_08,-7.49999998106432e-08,7.49999998106432e-08,1.2994213154068086e-07,3.354101957781392e-07,4.859388290458558e-09,6.4837787773365864e-09
Solar PV Potential,techStocks 2050 TRH01_08,-1.119339,1.119339,2.4848145984921026,5.005836187733274,0.07252403791182016,0.09676728628224932
Nuclear Costs,techStocks 2050 TRH01_08,7.906406325000001,7.906406325000001,14.935133356933799,35.358524000868584,0.5122706454975255,0.6835118621928313
Nuclear Potential,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Import Potential,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Import Price,techStocks 2050 TRH01_08,-15.434041350000001,15.434041350000001,21.00653132287682,47.52086930489899,1.0,0.918620864117964
Biomass Import Potential,techStocks 2050 TRH01_08,-10.724763225,10.724763225,22.030930447646004,47.96259922737975,0.6948771862011371,0.9271598982103854
Biomass Import Price,techStocks 2050 TRH01_08,-2.5763065500000004,2.5763065500000004,5.513693643494318,11.52159315335592,0.16692365217746422,0.2227226903330305
Ammonia Import Potential,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Ammonia Import Price,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
CCS potential,techStocks 2050 TRH01_08,-6.918736875000002,14.530789575,21.961151803170395,51.73066622052755,0.9414766518686306,1.0
Flexibility Costs,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
LNG Import Price,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Electricity Trade Price,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Weather Conditions,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Electricity Trade Ratio,techStocks 2050 TRH01_08,4.5405180000000005,4.5405180000000005,8.025291363928476,20.305813802122778,0.2941885341003055,0.39252952427790516
Electricity Trade Volume,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
WACC,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Bunker Emission Reduction,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
End-of-Life Emission Reduction,techStocks 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techStocks 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techStocks 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
